celltype_new,n_cells,median,mean,q90,frac>0,variance,std
Adipocyte cells (Cyp2e1+),14376,-1.1458143234252929,-0.9814845517996931,0.11018283208211266,0.10239287701725097,0.6710396022774593,0.8191700692026408
Adipocyte progenitor cells,19823,-1.1424480374654133,-0.8528514466374468,0.9311278737386062,0.18579427937244614,1.1145289462386725,1.0557125301135117
Brown adipocyte cells,80279,-1.0926702308654785,-0.9817151666580404,-0.5380255737304692,0.06913389553930667,0.46402736579879084,0.6811955415288556
Chondrocytes (Atp1a2+),118412,-0.9811549377441406,-0.3326938021615372,2.0142829726537115,0.37290139512887205,3.052114673787004,1.7470302440962504
Chondrocytes (Otor+),12063,-1.2391100947062175,-0.8582918655488586,1.1816428941090908,0.1936500041449059,2.040810140556757,1.4285692634789386
Dermatome,198888,-1.0485709031422934,-0.033751258773377146,3.55311291440328,0.3840251800008045,5.194158258940903,2.279069603794694
Dermomyotome,131048,-0.6276741949717204,0.23745220150608062,2.618999627431234,0.4549249130089738,3.4088558684758867,1.8463087142934376
Early chondrocytes,144311,0.43320687294006355,0.5301475013045824,3.6266023349761967,0.5336252953690294,4.243726810136798,2.0600307789294794
Facial mesenchyme,382752,-0.4894251124064128,0.3367538838464042,2.8528182442983008,0.44466913301563415,3.616362324661232,1.901673558911001
Fibroblasts,648059,-1.2618437480926514,-0.7095993860954023,1.6755601030985514,0.252202345774073,3.0163633911456866,1.7367680878993852
Mesodermal progenitors (Tbx6+),50325,0.918773701985677,0.6436297348487375,2.5515685005187985,0.5878589170392449,2.6504424044574786,1.6280179373881232
Muscle progenitor cells,27017,-0.9191191291809082,0.06658613037297353,3.259141925811768,0.4394270274271755,4.1475854281133,2.036562159157756
Muscle progenitor cells (Prdm1+),5017,-1.1176567236582438,-0.6091661625663732,1.2099377924601242,0.34044249551524813,2.002571248890328,1.415122344142134
Myoblasts,185751,-1.1272636731465657,-0.7078852792387771,1.3605221462249757,0.2164833567517806,2.013377082018483,1.4189351930297884
Myofibroblasts,43951,-1.7014401880900065,-1.539235015949223,-0.21464203516642222,0.07760915565061091,0.863149889652689,0.9290586039926055
Myotubes,43267,-1.047698974609375,-0.972918167712761,0.08770309638977049,0.10384357593547044,1.0640919540434275,1.031548328505954
Pre-osteoblasts (Sp7+),135893,0.12349386533101425,0.5502374332561616,3.5213095410664876,0.5132714709366928,4.180512072953634,2.0446300577252683
Sclerotome,476671,0.436617282231649,0.6526424508802657,4.0037041155497235,0.5180722133295291,4.864322045534805,2.205520810496878
