system	x	y	x_name	y_name	edge_type	x_number	y_number	x_id	y_id	n_x	sh_x	median_x	q90_x	frac>0_x	variance_x	std_x	n_y	sh_y	median_y	q90_y	frac>0_y	variance_y	std_y	abs_delta	delta	cohens_d	system_name	pct_change	abs_pct_change
Blood	B_M11	B_M7	Hematopoietic stem cells (Cd34+)	Conventional dendritic cells	Developmental progression	183	205	111	61	37750	-0.021665549749107	-0.095818395614624	0.313457964261373	0.188105960264901	0.0413378035918838	0.203317002712227	4582	-0.0671799229205339	-0.102128003438314	-0.0355232308705647	0.0683107813182016	0.0264814939920354	0.162731355282365	0.0455143731714269	-0.0455143731714269	-0.247164970373015	Blood	NA	NA
Blood	B_M3	B_M4	B cell progenitors	B cells	Developmental progression	201	202	29	30	1295	0.0414472683117349	-0.0712039311726888	0.444963855425517	0.288030888030888	0.0611078077375572	0.247199934744242	43057	-0.0075475305069055	-0.0557407760620117	0	0.0932020345123905	0.0370569058143876	0.192501703406457	0.0489947988186404	-0.0489947988186404	-0.221150168563904	Blood	NA	NA
Blood	B_M11	B_M8	Hematopoietic stem cells (Cd34+)	Definitive early erythroblasts (CD36-)	Developmental progression	183	206	111	67	37750	-0.021665549749107	-0.095818395614624	0.313457964261373	0.188105960264901	0.0413378035918838	0.203317002712227	929291	0.0159490046732279	-0.0448514080047607	0.345475047429403	0.158886721166997	0.0410108856370428	0.202511445693923	0.0376145544223349	0.0376145544223349	0.185371333466976	Blood	NA	NA
Blood	B_M5	B_M13	Border-associated macrophages	Kupffer cells	Developmental progression	203	185	36	127	65191	-0.0428894282681379	-0.0711910947163899	-0.0174603160222371	0.0577993894862787	0.0216704989814881	0.147209031589397	33417	-0.0577729128549355	-0.0795376014709472	-0.0197973903020222	0.0509321602777029	0.0153584213647694	0.123929098135867	0.0148834845867975	-0.0148834845867975	-0.109382814810974	Blood	NA	NA
Blood	B_M27	B_M26	T-NK progenitors	T cells	Developmental progression	200	199	248	247	1901	-0.0262751244503678	-0.0899107678731282	0.28148189385732	0.158863755917938	0.0372806157119752	0.193081888617175	70028	-0.0222611683199682	-0.0796690781911214	0.222346569379171	0.110170217627235	0.0427364730688886	0.206728017135773	0.0040139561303996	0.0040139561303996	0.0200676374448272	Blood	NA	NA
Blood	B_M27	B_M25	T-NK progenitors	Regulatory T cells	Developmental progression	200	198	248	213	1901	-0.0262751244503678	-0.0899107678731282	0.28148189385732	0.158863755917938	0.0372806157119752	0.193081888617175	9800	0.0008719443543427	-0.0859500376383463	0.404383331775665	0.185918367346939	0.0555656378831123	0.235723647271784	0.0271470688047105	0.0271470688047105	0.125995707427767	Blood	NA	NA
Blood	B_M5	B_M6	Border-associated macrophages	Border-associated macrophages (Ms4a8a+)	Developmental progression	203	204	36	37	65191	-0.0428894282681379	-0.0711910947163899	-0.0174603160222371	0.0577993894862787	0.0216704989814881	0.147209031589397	4736	-0.0636300352396997	-0.0787105719248453	-0.0307591931025187	0.0329391891891891	0.0120284700007886	0.109674381697772	0.0207406069715618	-0.0207406069715618	-0.159782110290631	Blood	NA	NA
Blood	B_M11	B_M3	Hematopoietic stem cells (Cd34+)	B cell progenitors	Developmental progression	183	201	111	29	37750	-0.021665549749107	-0.095818395614624	0.313457964261373	0.188105960264901	0.0413378035918838	0.203317002712227	1295	0.0414472683117349	-0.0712039311726888	0.444963855425517	0.288030888030888	0.0611078077375572	0.247199934744242	0.0631128180608419	0.0631128180608419	0.278859786804783	Blood	NA	NA
Blood	B_M11	B_M15	Hematopoietic stem cells (Cd34+)	Megakaryocyte-erythroid progenitors	Developmental progression	183	187	111	138	37750	-0.021665549749107	-0.095818395614624	0.313457964261373	0.188105960264901	0.0413378035918838	0.203317002712227	13436	0.0170045965121203	-0.0950595347086588	0.398443210919698	0.299866031557011	0.0557985721985432	0.236217214018249	0.0386701462612273	0.0386701462612273	0.175468783296934	Blood	NA	NA
Blood	B_M11	B_M22	Hematopoietic stem cells (Cd34+)	Plasmacytoid dendritic cells	Developmental progression	183	195	111	201	37750	-0.021665549749107	-0.095818395614624	0.313457964261373	0.188105960264901	0.0413378035918838	0.203317002712227	1101	0.0131808687382454	-0.0713870620727539	0.416981134414673	0.155313351498638	0.05534868762474	0.235263017970824	0.0348464184873524	0.0348464184873524	0.15848575966636	Blood	NA	NA
