system	x	y	x_name	y_name	edge_type	x_number	y_number	x_id	y_id	n_x	sh_x	median_x	q90_x	frac>0_x	variance_x	std_x	n_y	sh_y	median_y	q90_y	frac>0_y	variance_y	std_y	abs_delta	delta	cohens_d	system_name	pct_change	abs_pct_change
Brain_spinal_cord	BS_M40	BS_M35	Spinal cord/r7/r8	Posterior roof plate	Developmental progression	242	236	234	204	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	11623	0.0087103914324973	-0.171671206156413	0.587096399943034	0.424417104017896	0.168396220572532	0.410361085597224	0.127979	-0.127979	-0.2838	Brain_spinal_cord	-93.63	93.63
Brain_spinal_cord	BS_M54	BS_M4	Telencephalon	Cajal-Retzius cells	Developmental progression	257	241	249	43	430409	-0.100109493896111	-0.284858779907227	0.516481998443604	0.272419954043712	0.186895615107366	0.43231425503604	81803	-0.22633422180175	-0.276296361287435	0.0092432621320089	0.102294536875176	0.0366384260658637	0.191411666483169	0.126225	-0.126225	-0.3776	Brain_spinal_cord	126.09	126.09
Brain_spinal_cord	BS_M22	BS_M23	Hypothalamus	Hypothalamus (Sim1+)	Developmental progression	222	223	119	120	53378	0.350482805846122	0.378847587903341	0.921372457504273	0.754973959309079	0.231812257160997	0.4814688537808	14611	0.225904309727248	0.234388628005981	0.840341040293376	0.63657518308124	0.238700008931474	0.488569349152681	0.124578	-0.124578	-0.2568	Brain_spinal_cord	-35.54	35.54
Brain_spinal_cord	BS_M14	BS_M23	Diencephalon	Hypothalamus (Sim1+)	Developmental progression	213	223	76	120	78021	0.1054517548544	-0.0318214035034179	0.777690200805664	0.489252893451763	0.243918009969666	0.493880562453784	14611	0.225904309727248	0.234388628005981	0.840341040293376	0.63657518308124	0.238700008931474	0.488569349152681	0.120453	0.120453	0.2452	Brain_spinal_cord	114.23	114.23
Brain_spinal_cord	BS_M40	BS_M44	Spinal cord/r7/r8	Spinal dI4 interneurons	Developmental progression	242	246	234	238	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	38632	0.0164413868766266	-0.0665151723225911	0.403882364273071	0.174570304410851	0.0462138386583404	0.21497404182445	0.120248	-0.120248	-0.3189	Brain_spinal_cord	-87.97	87.97
Brain_spinal_cord	BS_M40	BS_M42	Spinal cord/r7/r8	Spinal dI2 interneurons	Developmental progression	242	244	234	236	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	21843	0.0192526457188165	-0.0693880462646484	0.409481259346008	0.196035343130522	0.0473005585991585	0.217486915926357	0.117436	-0.117436	-0.3108	Brain_spinal_cord	-85.92	85.92
Brain_spinal_cord	BS_M54	BS_M17	Telencephalon	GABAergic cortical interneurons	Developmental progression	257	216	249	99	430409	-0.100109493896111	-0.284858779907227	0.516481998443604	0.272419954043712	0.186895615107366	0.43231425503604	603448	0.0159846617257046	-0.0646445433298746	0.385474407513936	0.177481738277366	0.0483747453311941	0.219942595536186	0.116094	0.116094	0.3385	Brain_spinal_cord	-115.97	115.97
Brain_spinal_cord	BS_M48	BS_M46	Spinal V1 interneurons	Spinal dI6 interneurons	Developmental progression	250	248	226	240	31325	0.163904043226554	-0.0539919026692708	0.689153340657552	0.36561851556265	0.137271760243252	0.370502038109445	10964	0.0479311992156452	-0.0646219476064046	0.440197294712067	0.262130609266691	0.0532402890610501	0.230738572980441	0.115973	-0.115973	-0.3758	Brain_spinal_cord	-70.76	70.76
Brain_spinal_cord	BS_M20	BS_M6	Hindbrain	Cerebellum-related cells	Developmental progression	220	260	115	47	197367	0.103053345427093	-0.0550983460744221	0.766168398539225	0.485871498274788	0.244167442165087	0.494133020719206	9252	0.21548594019155	0.110652515888214	0.998706426620483	0.543450064850843	0.312465237753223	0.558985901211491	0.112433	0.112433	0.2131	Brain_spinal_cord	109.1	109.1
Brain_spinal_cord	BS_M49	BS_M19	Spinal V2a interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	251	218	227	103	11065	0.0953653457629104	-0.0640818405151367	0.564491349538167	0.311161319475825	0.0868611419168575	0.294722143580793	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.105312	-0.105312	-0.4298	Brain_spinal_cord	-110.43	110.43
Brain_spinal_cord	BS_M20	BS_M41	Hindbrain	Spinal dI1 interneurons	Developmental progression	220	243	115	235	197367	0.103053345427093	-0.0550983460744221	0.766168398539225	0.485871498274788	0.244167442165087	0.494133020719206	35714	0.0036956946854629	-0.0723034604390462	0.368499000390371	0.169261354090833	0.0408371995286804	0.202082160342472	0.099358	-0.099358	-0.2632	Brain_spinal_cord	-96.41	96.41
Brain_spinal_cord	BS_M7	BS_M16	Choroid plexus	Ependymal cells	Developmental progression	261	215	51	85	9441	-0.126428845065994	-0.232405166625976	0.29756294409434	0.261730748861349	0.0776908782619834	0.27873083478866	5895	-0.224947271858126	-0.280568415323893	0.0520313536326093	0.121119592875318	0.0423209443357608	0.205720549133432	0.098518	-0.098518	-0.4022	Brain_spinal_cord	77.92	77.92
Brain_spinal_cord	BS_M40	BS_M45	Spinal cord/r7/r8	Spinal dI5 interneurons	Developmental progression	242	247	234	239	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	39157	0.0390962065526684	-0.0687705357869466	0.459122606277466	0.229384273565391	0.0580346560043358	0.240903831443869	0.097593	-0.097593	-0.2536	Brain_spinal_cord	-71.4	71.4
Brain_spinal_cord	BS_M20	BS_M3	Hindbrain	Astrocytes	Developmental progression	220	230	115	27	197367	0.103053345427093	-0.0550983460744221	0.766168398539225	0.485871498274788	0.244167442165087	0.494133020719206	109750	0.197301361809794	0.197930423418681	0.811021277109782	0.598451025056948	0.234251399740488	0.483995247642462	0.094248	0.094248	0.1927	Brain_spinal_cord	91.46	91.46
Brain_spinal_cord	BS_M40	BS_M50	Spinal cord/r7/r8	Spinal V2b interneurons	Developmental progression	242	253	234	228	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	8575	0.0509963525922235	-0.067084732055664	0.480031788825989	0.246064139941691	0.0621245619588345	0.249247992888277	0.085693	-0.085693	-0.2211	Brain_spinal_cord	-62.69	62.69
Brain_spinal_cord	BS_M21	BS_M19	Hypothalamic Sim1 neurons	Glutamatergic neurons (after E13.0)	Developmental progression	221	218	118	103	19592	0.0757080723496786	-0.0626638666788736	0.515428798834483	0.285320538995508	0.074360013041001	0.272690324435982	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.085655	-0.085655	-0.3693	Brain_spinal_cord	-113.14	113.14
Brain_spinal_cord	BS_M31	BS_M40	NMPs and spinal cord progenitors	Spinal cord/r7/r8	Developmental progression	232	242	162	234	53734	0.221457792405726	0.171204733053843	0.903372011184694	0.623646108609074	0.252191543381478	0.502186761455813	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	0.084769	-0.084769	-0.1712	Brain_spinal_cord	-38.28	38.28
Brain_spinal_cord	BS_M47	BS_M19	Spinal V0 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	249	218	225	103	9397	0.0743866723853459	-0.0626823361714681	0.508230590820312	0.291901670745983	0.0688308350870231	0.262356313221205	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.084333	-0.084333	-0.3733	Brain_spinal_cord	-113.37	113.37
Brain_spinal_cord	BS_M2	BS_M7	Anterior roof plate	Choroid plexus	Developmental progression	219	261	23	51	16098	-0.20591600948211	-0.295965830485026	0.208922461191813	0.178345136041744	0.069927041163656	0.264437215920256	9441	-0.126428845065994	-0.232405166625976	0.29756294409434	0.261730748861349	0.0776908782619834	0.27873083478866	0.079487	0.079487	0.2926	Brain_spinal_cord	-38.6	38.6
Brain_spinal_cord	BS_M25	BS_M13	Midbrain	Di/mesencephalon glutamatergic neurons	Developmental progression	225	212	147	75	145124	-0.07517710412365	-0.253164393107096	0.513633473396301	0.280918387034536	0.170816608134441	0.413299659005957	30999	-0.0005864013707941	-0.0750349426269531	0.350656473795573	0.163069776444401	0.0421455952616108	0.20529392407378	0.074591	0.074591	0.2286	Brain_spinal_cord	-99.22	99.22
Brain_spinal_cord	BS_M54	BS_M15	Telencephalon	Dorsal telencephalon	Developmental progression	257	214	249	79	430409	-0.100109493896111	-0.284858779907227	0.516481998443604	0.272419954043712	0.186895615107366	0.43231425503604	30144	-0.174602550272181	-0.279350865681966	0.281624839464823	0.210522823779193	0.0797875907806804	0.282466972902462	0.074493	-0.074493	-0.204	Brain_spinal_cord	74.41	74.41
Brain_spinal_cord	BS_M40	BS_M51	Spinal cord/r7/r8	Spinal V3 interneurons	Developmental progression	242	254	234	229	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	4440	0.205479289754733	-0.0305607811609903	0.727993386268616	0.480630630630631	0.122110536615773	0.349443180811664	0.06879	0.06879	0.1621	Brain_spinal_cord	50.33	50.33
Brain_spinal_cord	BS_M40	BS_M3	Spinal cord/r7/r8	Astrocytes	Developmental progression	242	230	234	27	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	109750	0.197301361809794	0.197930423418681	0.811021277109782	0.598451025056948	0.234251399740488	0.483995247642462	0.060612	0.060612	0.1247	Brain_spinal_cord	44.34	44.34
Brain_spinal_cord	BS_M12	BS_M18	Di/mesencephalon GABAergic neurons	GABAergic neurons (after E13.0)	Developmental progression	211	217	74	100	15589	0.0566666931513323	-0.0671457544962565	0.487402963956197	0.254859195586632	0.0666561230534441	0.258178471320604	292004	-0.0023757197740751	-0.0739524714152018	0.296247271060944	0.198202764345694	0.0359394175010712	0.189576943484885	0.059042	-0.059042	-0.2607	Brain_spinal_cord	-104.19	104.19
Brain_spinal_cord	BS_M26	BS_M19	Midbrain dopaminergic neurons	Glutamatergic neurons (after E13.0)	Developmental progression	226	218	148	103	5495	0.0486489505469889	-0.0654075876871744	0.472898836771647	0.237306642402184	0.0589426934228087	0.242781163649095	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.058596	-0.058596	-0.273	Brain_spinal_cord	-120.45	120.45
Brain_spinal_cord	BS_M25	BS_M52	Midbrain	Striatal projection neurons	Developmental progression	225	255	147	242	145124	-0.07517710412365	-0.253164393107096	0.513633473396301	0.280918387034536	0.170816608134441	0.413299659005957	6235	-0.018424671146456	-0.0873293177286783	0.29713196182251	0.171451483560545	0.0374768932855282	0.193589496836807	0.056752	0.056752	0.1759	Brain_spinal_cord	-75.49	75.49
Brain_spinal_cord	BS_M42	BS_M47	Spinal dI2 interneurons	Spinal V0 interneurons	Developmental progression	244	249	236	225	21843	0.0192526457188165	-0.0693880462646484	0.409481259346008	0.196035343130522	0.0473005585991585	0.217486915926357	9397	0.0743866723853459	-0.0626823361714681	0.508230590820312	0.291901670745983	0.0688308350870231	0.262356313221205	0.055134	0.055134	0.2288	Brain_spinal_cord	286.37	286.37
Brain_spinal_cord	BS_M50	BS_M18	Spinal V2b interneurons	GABAergic neurons (after E13.0)	Developmental progression	253	217	228	100	8575	0.0509963525922235	-0.067084732055664	0.480031788825989	0.246064139941691	0.0621245619588345	0.249247992888277	292004	-0.0023757197740751	-0.0739524714152018	0.296247271060944	0.198202764345694	0.0359394175010712	0.189576943484885	0.053372	-0.053372	-0.241	Brain_spinal_cord	-104.66	104.66
Brain_spinal_cord	BS_M46	BS_M18	Spinal dI6 interneurons	GABAergic neurons (after E13.0)	Developmental progression	248	217	240	100	10964	0.0479311992156452	-0.0646219476064046	0.440197294712067	0.262130609266691	0.0532402890610501	0.230738572980441	292004	-0.0023757197740751	-0.0739524714152018	0.296247271060944	0.198202764345694	0.0359394175010712	0.189576943484885	0.050307	-0.050307	-0.2382	Brain_spinal_cord	-104.96	104.96
Brain_spinal_cord	BS_M45	BS_M19	Spinal dI5 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	247	218	239	103	39157	0.0390962065526684	-0.0687705357869466	0.459122606277466	0.229384273565391	0.0580346560043358	0.240903831443869	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.049043	-0.049043	-0.2296	Brain_spinal_cord	-125.44	125.44
Brain_spinal_cord	BS_M40	BS_M38	Spinal cord/r7/r8	Spinal cord motor neurons	Developmental progression	242	239	234	232	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	31680	0.0879387216959085	-0.0660842164357503	0.522037033081055	0.332607323232323	0.085374555699121	0.292189246378304	0.04875	-0.04875	-0.1212	Brain_spinal_cord	-35.67	35.67
Brain_spinal_cord	BS_M15	BS_M7	Dorsal telencephalon	Choroid plexus	Developmental progression	214	261	79	51	30144	-0.174602550272181	-0.279350865681966	0.281624839464823	0.210522823779193	0.0797875907806804	0.282466972902462	9441	-0.126428845065994	-0.232405166625976	0.29756294409434	0.261730748861349	0.0776908782619834	0.27873083478866	0.048174	0.048174	0.1717	Brain_spinal_cord	-27.59	27.59
Brain_spinal_cord	BS_M21	BS_M36	Hypothalamic Sim1 neurons	Precerebellar neurons	Developmental progression	221	237	118	207	19592	0.0757080723496786	-0.0626638666788736	0.515428798834483	0.285320538995508	0.074360013041001	0.272690324435982	1286	0.0305497378249932	-0.0686691824595133	0.415042039553324	0.226283048211508	0.0483840558675752	0.219963760350598	0.045158	-0.045158	-0.1823	Brain_spinal_cord	-59.65	59.65
Brain_spinal_cord	BS_M47	BS_M36	Spinal V0 interneurons	Precerebellar neurons	Developmental progression	249	237	225	207	9397	0.0743866723853459	-0.0626823361714681	0.508230590820312	0.291901670745983	0.0688308350870231	0.262356313221205	1286	0.0305497378249932	-0.0686691824595133	0.415042039553324	0.226283048211508	0.0483840558675752	0.219963760350598	0.043837	-0.043837	-0.1811	Brain_spinal_cord	-58.93	58.93
Brain_spinal_cord	BS_M40	BS_M49	Spinal cord/r7/r8	Spinal V2a interneurons	Developmental progression	242	251	234	227	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	11065	0.0953653457629104	-0.0640818405151367	0.564491349538167	0.311161319475825	0.0868611419168575	0.294722143580793	0.041324	-0.041324	-0.1025	Brain_spinal_cord	-30.23	30.23
Brain_spinal_cord	BS_M43	BS_M19	Spinal dI3 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	245	218	237	103	5430	0.0302323496414884	-0.0700836054484049	0.407250249862671	0.244935543278085	0.0483285601381872	0.219837576720149	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.040179	-0.040179	-0.199	Brain_spinal_cord	-132.9	132.9
Brain_spinal_cord	BS_M33	BS_M8	Oligodendrocyte progenitor cells	Committed oligodendrocyte precursors	Developmental progression	234	262	180	57	29522	-0.0946420630863321	-0.214361572265625	0.372118072191874	0.272542510670009	0.0898005677995498	0.299667428659756	1865	-0.0550866318741901	-0.185985336303711	0.45188774172465	0.285254691689008	0.101312279060689	0.318295898592314	0.039555	0.039555	0.128	Brain_spinal_cord	-41.79	41.79
Brain_spinal_cord	BS_M42	BS_M19	Spinal dI2 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	244	218	236	103	21843	0.0192526457188165	-0.0693880462646484	0.409481259346008	0.196035343130522	0.0473005585991585	0.217486915926357	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.029199	-0.029199	-0.1455	Brain_spinal_cord	-151.66	151.66
Brain_spinal_cord	BS_M40	BS_M48	Spinal cord/r7/r8	Spinal V1 interneurons	Developmental progression	242	250	234	226	395636	0.136689090693391	0.0402177397410075	0.777916674613953	0.511889716810402	0.238213156191441	0.488070851610133	31325	0.163904043226554	-0.0539919026692708	0.689153340657552	0.36561851556265	0.137271760243252	0.370502038109445	0.027215	0.027215	0.0628	Brain_spinal_cord	19.91	19.91
Brain_spinal_cord	BS_M1	BS_M26	Anterior floor plate	Midbrain dopaminergic neurons	Developmental progression	208	226	20	148	16274	0.0702193789847201	0.0168840463956197	0.612627760569255	0.507005038712056	0.158148183517256	0.397678492651106	5495	0.0486489505469889	-0.0654075876871744	0.472898836771647	0.237306642402184	0.0589426934228087	0.242781163649095	0.02157	-0.02157	-0.0655	Brain_spinal_cord	-30.72	30.72
Brain_spinal_cord	BS_M44	BS_M18	Spinal dI4 interneurons	GABAergic neurons (after E13.0)	Developmental progression	246	217	238	100	38632	0.0164413868766266	-0.0665151723225911	0.403882364273071	0.174570304410851	0.0462138386583404	0.21497404182445	292004	-0.0023757197740751	-0.0739524714152018	0.296247271060944	0.198202764345694	0.0359394175010712	0.189576943484885	0.018817	-0.018817	-0.0928	Brain_spinal_cord	-114.45	114.45
Brain_spinal_cord	BS_M17	BS_M18	GABAergic cortical interneurons	GABAergic neurons (after E13.0)	Developmental progression	216	217	99	100	603448	0.0159846617257046	-0.0646445433298746	0.385474407513936	0.177481738277366	0.0483747453311941	0.219942595536186	292004	-0.0023757197740751	-0.0739524714152018	0.296247271060944	0.198202764345694	0.0359394175010712	0.189576943484885	0.01836	-0.01836	-0.0894	Brain_spinal_cord	-114.86	114.86
Brain_spinal_cord	BS_M41	BS_M19	Spinal dI1 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	243	218	235	103	35714	0.0036956946854629	-0.0723034604390462	0.368499000390371	0.169261354090833	0.0408371995286804	0.202082160342472	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.013643	-0.013643	-0.0709	Brain_spinal_cord	-369.15	369.15
Brain_spinal_cord	BS_M13	BS_M19	Di/mesencephalon glutamatergic neurons	Glutamatergic neurons (after E13.0)	Developmental progression	212	218	75	103	30999	-0.0005864013707941	-0.0750349426269531	0.350656473795573	0.163069776444401	0.0421455952616108	0.20529392407378	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.00936	-0.00936	-0.0482	Brain_spinal_cord	1596.25	1596.25
Brain_spinal_cord	BS_M45	BS_M43	Spinal dI5 interneurons	Spinal dI3 interneurons	Developmental progression	247	245	239	237	39157	0.0390962065526684	-0.0687705357869466	0.459122606277466	0.229384273565391	0.0580346560043358	0.240903831443869	5430	0.0302323496414884	-0.0700836054484049	0.407250249862671	0.244935543278085	0.0483285601381872	0.219837576720149	0.008864	-0.008864	-0.0384	Brain_spinal_cord	-22.67	22.67
Brain_spinal_cord	BS_M52	BS_M19	Striatal projection neurons	Glutamatergic neurons (after E13.0)	Developmental progression	255	218	242	103	6235	-0.018424671146456	-0.0873293177286783	0.29713196182251	0.171451483560545	0.0374768932855282	0.193589496836807	570526	-0.009946817087078	-0.0734684944152831	0.265223100185394	0.177530910072459	0.0332255507278166	0.182278772016427	0.008478	0.008478	0.0451	Brain_spinal_cord	-46.01	46.01
Brain_spinal_cord	BS_M11	BS_M53	Deep-layer neurons	Subplate neurons	Developmental progression	210	256	66	243	236402	-0.037414452020403	-0.0758488845825195	0.0906852114995319	0.105159854823563	0.020560627753912	0.143389775625433	103397	-0.0441786232589647	-0.0736210823059082	0	0.0918885460893449	0.0144707679767283	0.120294505180945	0.006764	-0.006764	-0.0511	Brain_spinal_cord	18.08	18.08
Brain_spinal_cord	BS_M54	BS_M33	Telencephalon	Oligodendrocyte progenitor cells	Developmental progression	257	234	249	180	430409	-0.100109493896111	-0.284858779907227	0.516481998443604	0.272419954043712	0.186895615107366	0.43231425503604	29522	-0.0946420630863321	-0.214361572265625	0.372118072191874	0.272542510670009	0.0898005677995498	0.299667428659756	0.005467	0.005467	0.0147	Brain_spinal_cord	-5.46	5.46
Brain_spinal_cord	BS_M56	BS_M53	Upper-layer neurons	Subplate neurons	Developmental progression	259	256	255	243	238829	-0.049014933991142	-0.0690580050150553	-0.0174989782969156	0.0516603930008499	0.0125262514627005	0.111920737411351	103397	-0.0441786232589647	-0.0736210823059082	0	0.0918885460893449	0.0144707679767283	0.120294505180945	0.004836	0.004836	0.0416	Brain_spinal_cord	-9.87	9.87
Endothelium	En_M7	En_M5	Hematoendothelial progenitors	Endothelium	Developmental progression	62	60	110	83	9693	0.0166762951804042	-0.11026195526123	0.388393160184224	0.380171257608584	0.0670014925030002	0.258846465115907	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	0.017796771402345	-0.017796771402345	-0.0698142940602003	Endothelium	NA	NA
Endothelium	En_M5	En_M12	Endothelium	Venous and capillary endothelial cells	Developmental progression	60	56	83	260	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	59523	-0.0359895360969035	-0.0998982620239257	0.27853951327006	0.154461300673689	0.0451076723893589	0.212385668983006	0.0348690598749626	-0.0348690598749626	-0.150003674278514	Endothelium	NA	NA
Endothelium	En_M5	En_M1	Endothelium	Arterial endothelial cells	Developmental progression	60	53	83	25	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	26943	0.0202074294997647	-0.105044072469076	0.442529128710429	0.312845637085699	0.0710909719894045	0.266628903139559	0.0213279057217056	0.0213279057217056	0.0823803894381376	Endothelium	NA	NA
Endothelium	En_M5	En_M2	Endothelium	Brain capillary endothelial cells	Developmental progression	60	57	83	38	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	15179	-0.0416709249983307	-0.117460632324219	0.300889000256856	0.202911917781145	0.044667759841852	0.211347486007882	0.0405504487763898	-0.0405504487763898	-0.174800652635073	Endothelium	NA	NA
Endothelium	En_M5	En_M11	Endothelium	Pericytes	Developmental progression	60	55	83	195	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	14055	0.105592934747134	-0.0810172971089681	0.63877538172404	0.415510494485948	0.153956733882976	0.392373207396958	0.106713410969075	0.106713410969075	0.3240296569399	Endothelium	NA	NA
Endothelium	En_M5	En_M8	Endothelium	Liver sinusoidal endothelial cells	Developmental progression	60	63	83	132	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	30802	-0.0317246070165741	-0.0953514830271403	0.285791043599447	0.149113693915979	0.0453660332228884	0.212993035620624	0.0306041307946332	-0.0306041307946332	-0.131499226990131	Endothelium	NA	NA
Endothelium	En_M2	En_M3	Brain capillary endothelial cells	Brain pericytes	Developmental progression	57	58	38	39	15179	-0.0416709249983307	-0.117460632324219	0.300889000256856	0.202911917781145	0.044667759841852	0.211347486007882	3617	-0.0664769853475335	-0.140879071553548	0.222874720891317	0.2358307990047	0.0407210868754541	0.201794665131302	0.0248060603492028	-0.0248060603492028	-0.120052779604831	Endothelium	NA	NA
Endothelium	En_M5	En_M4	Endothelium	Endocardial cells	Developmental progression	60	59	83	82	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	14071	-0.0103698197049186	-0.114898770650228	0.389416146278381	0.263449648212636	0.0610115810977382	0.247005224838946	0.0092493434829777	-0.0092493434829777	-0.0371501090637976	Endothelium	NA	NA
Endothelium	En_M5	En_M10	Endothelium	Microvascular endothelial cells	Developmental progression	60	54	83	146	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	5624	-0.0259317765105471	-0.0966828918457031	0.323909192721049	0.169630156472262	0.0489371198197585	0.221217358766799	0.0248113002886062	-0.0248113002886062	-0.104893798966467	Endothelium	NA	NA
Endothelium	En_M5	En_M6	Endothelium	Glomerular endothelial cells	Developmental progression	60	61	83	102	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	17038	0.0250167238457398	-0.0849899323781331	0.483891735712688	0.220507101772509	0.0920136685936825	0.303337548934652	0.0261372000676806	0.0261372000676806	0.0938947498764002	Endothelium	NA	NA
Endothelium	En_M5	En_M9	Endothelium	Lymphatic vessel endothelial cells	Developmental progression	60	64	83	136	90215	-0.0011204762219409	-0.114658610026042	0.403880125363668	0.283167987585213	0.0629627074980204	0.250923708521177	25269	0.0254461987855457	-0.0924461428324381	0.472072809219361	0.274723970081919	0.0730977817333289	0.270366014382964	0.0265666750074866	0.0265666750074866	0.101855899106664	Endothelium	NA	NA
Epithelial_cells	Ep_M21	Ep_M14	Placodal area	Olfactory epithelial cells	Developmental progression	78	70	200	177	60938	0.057258031108542	-0.113284413019816	0.749853397051493	0.44981784764843	0.251189274055964	0.501187863037368	33331	-0.228698686726453	-0.319329109191895	0.189010623296102	0.170711949836488	0.0821107547100559	0.286549742121775	0.285956717834995	-0.285956717834995	-0.700483042017837	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M22	Ep_M3	Pre-epidermal keratinocytes	Basal keratinocytes	Developmental progression	79	84	205	31	114402	-0.0765948375414121	-0.250415143966675	0.518557299296061	0.319749654726316	0.175560413572994	0.418999300205853	19591	0.24972903878129	0.126076273918152	1.104684937795	0.540043897708131	0.364966624282385	0.604124676107825	0.326323876322702	0.326323876322702	0.627704349022148	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M21	Ep_M5	Placodal area	Branchial arch epithelium	Developmental progression	78	86	200	40	60938	0.057258031108542	-0.113284413019816	0.749853397051493	0.44981784764843	0.251189274055964	0.501187863037368	41134	-0.0753203284187206	-0.228240222930908	0.526176622390747	0.288180094325862	0.158794533897416	0.398490318448788	0.132578359527263	-0.132578359527263	-0.292822393586615	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M22	Ep_M10	Pre-epidermal keratinocytes	Granular keratinocytes	Developmental progression	79	66	205	105	114402	-0.0765948375414121	-0.250415143966675	0.518557299296061	0.319749654726316	0.175560413572994	0.418999300205853	41185	-0.198850462485564	-0.276580295562744	0.192044271151225	0.15719315284691	0.0786078978965989	0.280371000455823	0.122255624944152	-0.122255624944152	-0.342943950196263	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M21	Ep_M15	Placodal area	Olfactory pit cells	Developmental progression	78	71	200	178	60938	0.057258031108542	-0.113284413019816	0.749853397051493	0.44981784764843	0.251189274055964	0.501187863037368	2081	-0.0854449206935315	-0.250963172912598	0.437389430999756	0.361364728495915	0.152735741954044	0.390814203879598	0.142702951802074	-0.142702951802074	-0.317539370115406	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M22	Ep_M2	Pre-epidermal keratinocytes	Apical ectodermal ridge	Developmental progression	79	76	205	24	114402	-0.0765948375414121	-0.250415143966675	0.518557299296061	0.319749654726316	0.175560413572994	0.418999300205853	6330	-0.193016234028898	-0.31871621131897	0.323407262484233	0.241232227488152	0.106911480016544	0.326973209937058	0.116421396487486	-0.116421396487486	-0.309784854822843	Epithelial_cells	NA	NA
Epithelial_cells	Ep_M20	Ep_M19	Pituitary/Pineal gland progenitors	Pituitary gland cells	Developmental progression	77	75	199	198	2797	0.120383613702012	0.0458488210042318	0.756826940536499	0.524490525563103	0.217563270607051	0.466436780932906	4964	-0.143073684705415	-0.248942565917969	0.308445083141327	0.234891216760677	0.0868208062141454	0.294653705583598	0.263457298407427	-0.263457298407427	-0.675327239027505	Epithelial_cells	NA	NA
