system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,median_x,sh_x,q90_x,frac>0_x,variance_x,std_x,n_y,median_y,sh_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change,system_name
Brain_spinal_cord,BS_M14,BS_M15,Diencephalon,Dorsal telencephalon,Developmental progression,213.0,214.0,195,196,78021,0.2673177789835413,0.1987020069208009,0.5737022969795623,0.5265761782084311,0.0466816276230748,0.2160593150574045,30144,0.0,0.0750209448616616,0.2977030204376921,0.2468816348195329,0.0184601839416799,0.1358682595078037,0.123681,-0.123681,-0.6853,-62.24,62.24,Brain_spinal_cord
Brain_spinal_cord,BS_M27,BS_M2,Midbrain-hindbrain boundary,Anterior roof plate,Developmental progression,227.0,219.0,207,201,66071,0.0,0.1690631785234384,0.3309820944112859,0.4839036793752175,0.0373769717221721,0.193331248695528,16098,0.0,0.0683586702095352,0.2902875746066197,0.2271710771524413,0.0171861235703433,0.1310958564194281,0.100705,-0.100705,-0.6097,-59.57,59.57,Brain_spinal_cord
Brain_spinal_cord,BS_M14,BS_M23,Diencephalon,Hypothalamus (Sim1+),Developmental progression,213.0,223.0,195,204,78021,0.2673177789835413,0.1987020069208009,0.5737022969795623,0.5265761782084311,0.0466816276230748,0.2160593150574045,14611,0.2986073431000181,0.2415497264385263,0.5756918068366793,0.6625829854219424,0.0409451427936319,0.2023490617562431,0.042848,0.042848,0.2047,21.56,21.56,Brain_spinal_cord
Brain_spinal_cord,BS_M22,BS_M23,Hypothalamus,Hypothalamus (Sim1+),Developmental progression,222.0,223.0,203,204,53378,0.3148851510218846,0.2885750404600444,0.5979381443298969,0.7748697965453932,0.0375985566409522,0.1939034724829656,14611,0.2986073431000181,0.2415497264385263,0.5756918068366793,0.6625829854219424,0.0409451427936319,0.2023490617562431,0.047025,-0.047025,-0.2373,-16.3,16.3,Brain_spinal_cord
Brain_spinal_cord,BS_M27,BS_M34,Midbrain-hindbrain boundary,Floorplate and p3 domain,Developmental progression,227.0,235.0,207,215,66071,0.0,0.1690631785234384,0.3309820944112859,0.4839036793752175,0.0373769717221721,0.193331248695528,44992,0.3047567372038343,0.2578311022098147,0.6008319768493399,0.6822546230440967,0.0452450328957174,0.2127087983505087,0.088768,0.088768,0.4367,52.51,52.51,Brain_spinal_cord
Brain_spinal_cord,BS_M44,BS_M18,Spinal dI4 interneurons,GABAergic neurons (after E13.0),Developmental progression,246.0,217.0,226,199,38632,0.0,0.0685788652515395,0.3876182965299685,0.1727324497825637,0.023075199587104,0.1519052322571674,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.002017,-0.002017,-0.0138,-2.94,2.94,Brain_spinal_cord
Brain_spinal_cord,BS_M45,BS_M19,Spinal dI5 interneurons,Glutamatergic neurons (after E13.0),Developmental progression,247.0,218.0,227,200,39157,0.0,0.0908732471376854,0.4081230283911672,0.2273922925658247,0.0287575125211499,0.1695804013474136,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.031235,-0.031235,-0.2041,-34.37,34.37,Brain_spinal_cord
Brain_spinal_cord,BS_M13,BS_M19,Di/mesencephalon glutamatergic neurons,Glutamatergic neurons (after E13.0),Developmental progression,212.0,218.0,194,200,30999,0.0,0.0629731950242009,0.3769716088328075,0.1607471208748669,0.0214042004808575,0.1463017446268413,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.003335,-0.003335,-0.0237,-5.3,5.3,Brain_spinal_cord
Brain_spinal_cord,BS_M17,BS_M18,GABAergic cortical interneurons,GABAergic neurons (after E13.0),Developmental progression,216.0,217.0,198,199,603448,0.0,0.0686051464367104,0.38801261829653,0.1756539088703583,0.0230832494412741,0.1519317262498985,292004,0.0,0.0665618987890793,0.3402996845425867,0.1962541609019054,0.0197554239789605,0.1405539895519174,0.002043,-0.002043,-0.014,-2.98,2.98,Brain_spinal_cord
Brain_spinal_cord,BS_M41,BS_M19,Spinal dI1 interneurons,Glutamatergic neurons (after E13.0),Developmental progression,243.0,218.0,223,200,35714,0.0,0.0653231093356633,0.3801261829652996,0.1675253402027216,0.0216249625990527,0.1470542845314365,570526,0.0,0.0596380055049316,0.3272870662460567,0.1757833998801106,0.0180647625616808,0.1344052177621122,0.005685,-0.005685,-0.0404,-8.7,8.7,Brain_spinal_cord
