"system"	"x"	"y"	"x_name"	"y_name"	"edge_type"	"x_number"	"y_number"	"x_id"	"y_id"
"PNS_neurons"	"PN_M5"	"PN_M1"	"Olfactory sensory neurons"	"Corticofugal neurons"	"Developmental progression"	135	131	179	64
"PNS_neurons"	"PN_M4"	"PN_M6"	"Neural crest (PNS neurons)"	"Otic sensory neurons"	"Developmental progression"	134	136	169	185
"PNS_neurons"	"PN_M4"	"PN_M8"	"Neural crest (PNS neurons)"	"Sympathetic neurons"	"Developmental progression"	134	138	169	246
"PNS_neurons"	"PN_M4"	"PN_M7"	"Neural crest (PNS neurons)"	"Parasympathetic neurons"	"Developmental progression"	134	137	169	190
"PNS_neurons"	"PN_M4"	"PN_M1"	"Neural crest (PNS neurons)"	"Corticofugal neurons"	"Developmental progression"	134	131	169	64
"Lateral_plate_mesoderm"	"L_M24"	"L_M16"	"Somatic mesoderm"	"Limb mesenchyme progenitors"	"Developmental progression"	169	160	224	131
"Lateral_plate_mesoderm"	"L_M7"	"L_M3"	"Extraembryonic mesoderm"	"Allantois"	"Developmental progression"	178	174	88	13
"Lateral_plate_mesoderm"	"L_M25"	"L_M9"	"Splanchnic mesoderm"	"Foregut mesenchyme"	"Developmental progression"	170	180	241	98
"Lateral_plate_mesoderm"	"L_M25"	"L_M14"	"Splanchnic mesoderm"	"Hepatic mesenchyme"	"Developmental progression"	170	158	241	113
"Lateral_plate_mesoderm"	"L_M25"	"L_M19"	"Splanchnic mesoderm"	"Mesothelial cells"	"Developmental progression"	170	163	241	143
"Lateral_plate_mesoderm"	"L_M26"	"L_M27"	"Vascular smooth muscle cells"	"Vascular smooth muscle cells (Pparg+)"	"Developmental progression"	171	172	258	259
"Lateral_plate_mesoderm"	"L_M7"	"L_M16"	"Extraembryonic mesoderm"	"Limb mesenchyme progenitors"	"Developmental progression"	178	160	88	131
"Lateral_plate_mesoderm"	"L_M25"	"L_M21"	"Splanchnic mesoderm"	"Renal stromal cells"	"Developmental progression"	170	166	241	215
"Lateral_plate_mesoderm"	"L_M13"	"L_M10"	"Gut mesenchyme"	"Gastrointestinal smooth muscle cells"	"Developmental progression"	157	154	109	101
"Lateral_plate_mesoderm"	"L_M25"	"L_M8"	"Splanchnic mesoderm"	"First heart field"	"Developmental progression"	170	179	241	93
"Lateral_plate_mesoderm"	"L_M25"	"L_M17"	"Splanchnic mesoderm"	"Lung mesenchyme"	"Developmental progression"	170	161	241	134
"Lateral_plate_mesoderm"	"L_M25"	"L_M11"	"Splanchnic mesoderm"	"Gonad progenitor cells"	"Developmental progression"	170	155	241	104
"Lateral_plate_mesoderm"	"L_M24"	"L_M19"	"Somatic mesoderm"	"Mesothelial cells"	"Developmental progression"	169	163	224	143
"Lateral_plate_mesoderm"	"L_M24"	"L_M20"	"Somatic mesoderm"	"Proepicardium"	"Developmental progression"	169	165	224	211
"Lateral_plate_mesoderm"	"L_M25"	"L_M20"	"Splanchnic mesoderm"	"Proepicardium"	"Developmental progression"	170	165	241	211
"Lateral_plate_mesoderm"	"L_M8"	"L_M5"	"First heart field"	"Atrial cardiomyocytes"	"Developmental progression"	179	176	93	28
"Lateral_plate_mesoderm"	"L_M24"	"L_M22"	"Somatic mesoderm"	"Second heart field"	"Developmental progression"	169	167	224	222
"Lateral_plate_mesoderm"	"L_M11"	"L_M12"	"Gonad progenitor cells"	"Granulosa cells"	"Developmental progression"	155	156	104	107
"Lateral_plate_mesoderm"	"L_M25"	"L_M26"	"Splanchnic mesoderm"	"Vascular smooth muscle cells"	"Developmental progression"	170	171	241	258
"Lateral_plate_mesoderm"	"L_M8"	"L_M28"	"First heart field"	"Ventricular cardiomyocytes"	"Developmental progression"	179	173	93	261
"Lateral_plate_mesoderm"	"L_M26"	"L_M18"	"Vascular smooth muscle cells"	"Meninges"	"Developmental progression"	171	162	258	141
"Lateral_plate_mesoderm"	"L_M11"	"L_M1"	"Gonad progenitor cells"	"Adrenocortical cells"	"Developmental progression"	155	153	104	9
"Lateral_plate_mesoderm"	"L_M26"	"L_M2"	"Vascular smooth muscle cells"	"Airway smooth muscle cells"	"Developmental progression"	171	164	258	12
"Lateral_plate_mesoderm"	"L_M11"	"L_M23"	"Gonad progenitor cells"	"Sertoli cells"	"Developmental progression"	155	168	104	223
"Lateral_plate_mesoderm"	"L_M11"	"L_M15"	"Gonad progenitor cells"	"Leydig cells"	"Developmental progression"	155	159	104	130
"Endothelium"	"En_M7"	"En_M5"	"Hematoendothelial progenitors"	"Endothelium"	"Developmental progression"	62	60	110	83
"Endothelium"	"En_M5"	"En_M12"	"Endothelium"	"Venous and capillary endothelial cells"	"Developmental progression"	60	56	83	260
"Endothelium"	"En_M5"	"En_M1"	"Endothelium"	"Arterial endothelial cells"	"Developmental progression"	60	53	83	25
"Endothelium"	"En_M5"	"En_M2"	"Endothelium"	"Brain capillary endothelial cells"	"Developmental progression"	60	57	83	38
"Endothelium"	"En_M5"	"En_M11"	"Endothelium"	"Pericytes"	"Developmental progression"	60	55	83	195
"Endothelium"	"En_M5"	"En_M8"	"Endothelium"	"Liver sinusoidal endothelial cells"	"Developmental progression"	60	63	83	132
"Endothelium"	"En_M2"	"En_M3"	"Brain capillary endothelial cells"	"Brain pericytes"	"Developmental progression"	57	58	38	39
"Endothelium"	"En_M5"	"En_M4"	"Endothelium"	"Endocardial cells"	"Developmental progression"	60	59	83	82
"Endothelium"	"En_M5"	"En_M10"	"Endothelium"	"Microvascular endothelial cells"	"Developmental progression"	60	54	83	146
"Endothelium"	"En_M5"	"En_M6"	"Endothelium"	"Glomerular endothelial cells"	"Developmental progression"	60	61	83	102
"Endothelium"	"En_M5"	"En_M9"	"Endothelium"	"Lymphatic vessel endothelial cells"	"Developmental progression"	60	64	83	136
"Mesoderm"	"M_M18"	"M_M10"	"Sclerotome"	"Fibroblasts"	"Developmental progression"	273	265	221	92
"Mesoderm"	"M_M18"	"M_M8"	"Sclerotome"	"Early chondrocytes"	"Developmental progression"	273	280	221	80
"Mesoderm"	"M_M18"	"M_M4"	"Sclerotome"	"Chondrocytes (Atp1a2+)"	"Developmental progression"	273	276	221	49
"Mesoderm"	"M_M12"	"M_M14"	"Muscle progenitor cells"	"Myoblasts"	"Developmental progression"	267	269	155	159
"Mesoderm"	"M_M10"	"M_M17"	"Fibroblasts"	"Pre-osteoblasts (Sp7+)"	"Developmental progression"	265	272	92	206
"Mesoderm"	"M_M2"	"M_M3"	"Adipocyte progenitor cells"	"Brown adipocyte cells"	"Developmental progression"	274	275	7	41
"Mesoderm"	"M_M9"	"M_M8"	"Facial mesenchyme"	"Early chondrocytes"	"Developmental progression"	281	280	91	80
"Mesoderm"	"M_M7"	"M_M12"	"Dermomyotome"	"Muscle progenitor cells"	"Developmental progression"	279	267	73	155
"Mesoderm"	"M_M14"	"M_M16"	"Myoblasts"	"Myotubes"	"Developmental progression"	269	271	159	161
"Mesoderm"	"M_M7"	"M_M6"	"Dermomyotome"	"Dermatome"	"Developmental progression"	279	278	73	72
"Mesoderm"	"M_M2"	"M_M1"	"Adipocyte progenitor cells"	"Adipocyte cells (Cyp2e1+)"	"Developmental progression"	274	264	7	6
"Mesoderm"	"M_M11"	"M_M7"	"Mesodermal progenitors (Tbx6+)"	"Dermomyotome"	"Developmental progression"	266	279	142	73
"Mesoderm"	"M_M7"	"M_M14"	"Dermomyotome"	"Myoblasts"	"Developmental progression"	279	269	73	159
"Mesoderm"	"M_M4"	"M_M5"	"Chondrocytes (Atp1a2+)"	"Chondrocytes (Otor+)"	"Developmental progression"	276	277	49	50
"Mesoderm"	"M_M9"	"M_M17"	"Facial mesenchyme"	"Pre-osteoblasts (Sp7+)"	"Developmental progression"	281	272	91	206
"Mesoderm"	"M_M13"	"M_M15"	"Muscle progenitor cells (Prdm1+)"	"Myofibroblasts"	"Developmental progression"	268	270	156	160
"Mesoderm"	"M_M12"	"M_M13"	"Muscle progenitor cells"	"Muscle progenitor cells (Prdm1+)"	"Developmental progression"	267	268	155	156
"Mesoderm"	"M_M10"	"M_M2"	"Fibroblasts"	"Adipocyte progenitor cells"	"Developmental progression"	265	274	92	7
"Mesoderm"	"M_M11"	"M_M9"	"Mesodermal progenitors (Tbx6+)"	"Facial mesenchyme"	"Developmental progression"	266	281	142	91
"Epithelial_cells"	"Ep_M21"	"Ep_M14"	"Placodal area"	"Olfactory epithelial cells"	"Developmental progression"	78	70	200	177
"Epithelial_cells"	"Ep_M22"	"Ep_M3"	"Pre-epidermal keratinocytes"	"Basal keratinocytes"	"Developmental progression"	79	84	205	31
"Epithelial_cells"	"Ep_M21"	"Ep_M5"	"Placodal area"	"Branchial arch epithelium"	"Developmental progression"	78	86	200	40
"Epithelial_cells"	"Ep_M22"	"Ep_M10"	"Pre-epidermal keratinocytes"	"Granular keratinocytes"	"Developmental progression"	79	66	205	105
"Epithelial_cells"	"Ep_M21"	"Ep_M15"	"Placodal area"	"Olfactory pit cells"	"Developmental progression"	78	71	200	178
"Epithelial_cells"	"Ep_M22"	"Ep_M2"	"Pre-epidermal keratinocytes"	"Apical ectodermal ridge"	"Developmental progression"	79	76	205	24
"Epithelial_cells"	"Ep_M20"	"Ep_M19"	"Pituitary/Pineal gland progenitors"	"Pituitary gland cells"	"Developmental progression"	77	75	199	198
"Epithelial_cells"	"Ep_M5"	"Ep_M9"	"Branchial arch epithelium"	"Dental epithelial cells"	"Developmental progression"	86	90	40	71
"Epithelial_cells"	"Ep_M5"	"Ep_M26"	"Branchial arch epithelium"	"Tooth junctional epithelium"	"Developmental progression"	86	83	40	253
"Epithelial_cells"	"Ep_M21"	"Ep_M20"	"Placodal area"	"Pituitary/Pineal gland progenitors"	"Developmental progression"	78	77	200	199
"Epithelial_cells"	"Ep_M14"	"Ep_M13"	"Olfactory epithelial cells"	"Olfactory bulb cells"	"Developmental progression"	70	69	177	175
"Epithelial_cells"	"Ep_M21"	"Ep_M16"	"Placodal area"	"Otic epithelial cells"	"Developmental progression"	78	72	200	184
"Epithelial_cells"	"Ep_M10"	"Ep_M7"	"Granular keratinocytes"	"Conjunctival goblet cells"	"Developmental progression"	66	88	105	59
"Epithelial_cells"	"Ep_M10"	"Ep_M4"	"Granular keratinocytes"	"Bladder urothelial cells"	"Developmental progression"	66	85	105	34
"Epithelial_cells"	"Ep_M10"	"Ep_M8"	"Granular keratinocytes"	"Corneal epithelial cells"	"Developmental progression"	66	89	105	62
"Epithelial_cells"	"Ep_M21"	"Ep_M25"	"Placodal area"	"Thyroid gland cells"	"Developmental progression"	78	82	200	252
"Epithelial_cells"	"Ep_M21"	"Ep_M24"	"Placodal area"	"Thymic epithelial cells"	"Developmental progression"	78	81	200	251
"Epithelial_cells"	"Ep_M21"	"Ep_M17"	"Placodal area"	"Parathyroid epithelial cells"	"Developmental progression"	78	73	200	191
"Epithelial_cells"	"Ep_M24"	"Ep_M5"	"Thymic epithelial cells"	"Branchial arch epithelium"	"Developmental progression"	81	86	251	40
"Epithelial_cells"	"Ep_M16"	"Ep_M6"	"Otic epithelial cells"	"Cochlear hair cells"	"Developmental progression"	72	87	184	54
"Epithelial_cells"	"Ep_M21"	"Ep_M12"	"Placodal area"	"Nonsensory cochlear epithelium"	"Developmental progression"	78	68	200	173
"Epithelial_cells"	"Ep_M5"	"Ep_M17"	"Branchial arch epithelium"	"Parathyroid epithelial cells"	"Developmental progression"	86	73	40	191
"Epithelial_cells"	"Ep_M15"	"Ep_M11"	"Olfactory pit cells"	"Lens epithelial cells"	"Developmental progression"	71	67	178	129
"Epithelial_cells"	"Ep_M20"	"Ep_M18"	"Pituitary/Pineal gland progenitors"	"Pineal gland"	"Developmental progression"	77	74	199	197
"Brain_spinal_cord"	"BS_M54"	"BS_M15"	"Telencephalon"	"Dorsal telencephalon"	"Developmental progression"	257	214	249	79
"Brain_spinal_cord"	"BS_M20"	"BS_M34"	"Hindbrain"	"Floorplate and p3 domain"	"Developmental progression"	220	235	115	95
"Brain_spinal_cord"	"BS_M25"	"BS_M23"	"Midbrain"	"Hypothalamus (Sim1+)"	"Developmental progression"	225	223	147	120
"Brain_spinal_cord"	"BS_M40"	"BS_M35"	"Spinal cord/r7/r8"	"Posterior roof plate"	"Developmental progression"	242	236	234	204
"Brain_spinal_cord"	"BS_M40"	"BS_M34"	"Spinal cord/r7/r8"	"Floorplate and p3 domain"	"Developmental progression"	242	235	234	95
"Brain_spinal_cord"	"BS_M20"	"BS_M2"	"Hindbrain"	"Anterior roof plate"	"Developmental progression"	220	219	115	23
"Brain_spinal_cord"	"BS_M14"	"BS_M15"	"Diencephalon"	"Dorsal telencephalon"	"Developmental progression"	213	214	76	79
"Brain_spinal_cord"	"BS_M27"	"BS_M2"	"Midbrain-hindbrain boundary"	"Anterior roof plate"	"Developmental progression"	227	219	149	23
"Brain_spinal_cord"	"BS_M14"	"BS_M23"	"Diencephalon"	"Hypothalamus (Sim1+)"	"Developmental progression"	213	223	76	120
"Brain_spinal_cord"	"BS_M22"	"BS_M23"	"Hypothalamus"	"Hypothalamus (Sim1+)"	"Developmental progression"	222	223	119	120
"Brain_spinal_cord"	"BS_M27"	"BS_M34"	"Midbrain-hindbrain boundary"	"Floorplate and p3 domain"	"Developmental progression"	227	235	149	95
"Brain_spinal_cord"	"BS_M44"	"BS_M18"	"Spinal dI4 interneurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	246	217	238	100
"Brain_spinal_cord"	"BS_M45"	"BS_M19"	"Spinal dI5 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	247	218	239	103
"Brain_spinal_cord"	"BS_M13"	"BS_M19"	"Di/mesencephalon glutamatergic neurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	212	218	75	103
"Brain_spinal_cord"	"BS_M17"	"BS_M18"	"GABAergic cortical interneurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	216	217	99	100
"Brain_spinal_cord"	"BS_M41"	"BS_M19"	"Spinal dI1 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	243	218	235	103
"Brain_spinal_cord"	"BS_M12"	"BS_M18"	"Di/mesencephalon GABAergic neurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	211	217	74	100
"Brain_spinal_cord"	"BS_M11"	"BS_M53"	"Deep-layer neurons"	"Subplate neurons"	"Developmental progression"	210	256	66	243
"Brain_spinal_cord"	"BS_M21"	"BS_M19"	"Hypothalamic Sim1 neurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	221	218	118	103
"Brain_spinal_cord"	"BS_M54"	"BS_M24"	"Telencephalon"	"Intermediate neuronal progenitors"	"Developmental progression"	257	224	249	123
"Brain_spinal_cord"	"BS_M54"	"BS_M17"	"Telencephalon"	"GABAergic cortical interneurons"	"Developmental progression"	257	216	249	99
"Brain_spinal_cord"	"BS_M48"	"BS_M18"	"Spinal V1 interneurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	250	217	226	100
"Brain_spinal_cord"	"BS_M31"	"BS_M40"	"NMPs and spinal cord progenitors"	"Spinal cord/r7/r8"	"Developmental progression"	232	242	162	234
"Brain_spinal_cord"	"BS_M56"	"BS_M53"	"Upper-layer neurons"	"Subplate neurons"	"Developmental progression"	259	256	255	243
"Brain_spinal_cord"	"BS_M54"	"BS_M3"	"Telencephalon"	"Astrocytes"	"Developmental progression"	257	230	249	27
"Brain_spinal_cord"	"BS_M42"	"BS_M19"	"Spinal dI2 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	244	218	236	103
"Brain_spinal_cord"	"BS_M26"	"BS_M19"	"Midbrain dopaminergic neurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	226	218	148	103
"Brain_spinal_cord"	"BS_M48"	"BS_M46"	"Spinal V1 interneurons"	"Spinal dI6 interneurons"	"Developmental progression"	250	248	226	240
"Brain_spinal_cord"	"BS_M40"	"BS_M29"	"Spinal cord/r7/r8"	"Neural progenitor cells (Neurod1+)"	"Developmental progression"	242	229	234	170
"Brain_spinal_cord"	"BS_M46"	"BS_M18"	"Spinal dI6 interneurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	248	217	240	100
"Brain_spinal_cord"	"BS_M50"	"BS_M18"	"Spinal V2b interneurons"	"GABAergic neurons (after E13.0)"	"Developmental progression"	253	217	228	100
"Brain_spinal_cord"	"BS_M24"	"BS_M11"	"Intermediate neuronal progenitors"	"Deep-layer neurons"	"Developmental progression"	224	210	123	66
"Brain_spinal_cord"	"BS_M40"	"BS_M48"	"Spinal cord/r7/r8"	"Spinal V1 interneurons"	"Developmental progression"	242	250	234	226
"Brain_spinal_cord"	"BS_M24"	"BS_M56"	"Intermediate neuronal progenitors"	"Upper-layer neurons"	"Developmental progression"	224	259	123	255
"Brain_spinal_cord"	"BS_M43"	"BS_M19"	"Spinal dI3 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	245	218	237	103
"Brain_spinal_cord"	"BS_M42"	"BS_M47"	"Spinal dI2 interneurons"	"Spinal V0 interneurons"	"Developmental progression"	244	249	236	225
"Brain_spinal_cord"	"BS_M20"	"BS_M3"	"Hindbrain"	"Astrocytes"	"Developmental progression"	220	230	115	27
"Brain_spinal_cord"	"BS_M40"	"BS_M3"	"Spinal cord/r7/r8"	"Astrocytes"	"Developmental progression"	242	230	234	27
"Brain_spinal_cord"	"BS_M49"	"BS_M19"	"Spinal V2a interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	251	218	227	103
"Brain_spinal_cord"	"BS_M47"	"BS_M19"	"Spinal V0 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	249	218	225	103
"Brain_spinal_cord"	"BS_M3"	"BS_M28"	"Astrocytes"	"Multiciliated ependymal cells"	"Developmental progression"	230	228	27	154
"Brain_spinal_cord"	"BS_M40"	"BS_M45"	"Spinal cord/r7/r8"	"Spinal dI5 interneurons"	"Developmental progression"	242	247	234	239
"Brain_spinal_cord"	"BS_M40"	"BS_M44"	"Spinal cord/r7/r8"	"Spinal dI4 interneurons"	"Developmental progression"	242	246	234	238
"Brain_spinal_cord"	"BS_M51"	"BS_M19"	"Spinal V3 interneurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	254	218	229	103
"Brain_spinal_cord"	"BS_M33"	"BS_M8"	"Oligodendrocyte progenitor cells"	"Committed oligodendrocyte precursors"	"Developmental progression"	234	262	180	57
"Brain_spinal_cord"	"BS_M3"	"BS_M33"	"Astrocytes"	"Oligodendrocyte progenitor cells"	"Developmental progression"	230	234	27	180
"Brain_spinal_cord"	"BS_M20"	"BS_M6"	"Hindbrain"	"Cerebellum-related cells"	"Developmental progression"	220	260	115	47
"Brain_spinal_cord"	"BS_M40"	"BS_M38"	"Spinal cord/r7/r8"	"Spinal cord motor neurons"	"Developmental progression"	242	239	234	232
"Brain_spinal_cord"	"BS_M45"	"BS_M43"	"Spinal dI5 interneurons"	"Spinal dI3 interneurons"	"Developmental progression"	247	245	239	237
"Brain_spinal_cord"	"BS_M20"	"BS_M41"	"Hindbrain"	"Spinal dI1 interneurons"	"Developmental progression"	220	243	115	235
"Brain_spinal_cord"	"BS_M42"	"BS_M5"	"Spinal dI2 interneurons"	"Cerebellar Purkinje cells"	"Developmental progression"	244	252	236	46
"Brain_spinal_cord"	"BS_M25"	"BS_M13"	"Midbrain"	"Di/mesencephalon glutamatergic neurons"	"Developmental progression"	225	212	147	75
"Brain_spinal_cord"	"BS_M20"	"BS_M30"	"Hindbrain"	"Neural progenitor cells (Ror1+)"	"Developmental progression"	220	231	115	171
"Brain_spinal_cord"	"BS_M52"	"BS_M19"	"Striatal projection neurons"	"Glutamatergic neurons (after E13.0)"	"Developmental progression"	255	218	242	103
"Brain_spinal_cord"	"BS_M15"	"BS_M7"	"Dorsal telencephalon"	"Choroid plexus"	"Developmental progression"	214	261	79	51
"Brain_spinal_cord"	"BS_M40"	"BS_M42"	"Spinal cord/r7/r8"	"Spinal dI2 interneurons"	"Developmental progression"	242	244	234	236
"Brain_spinal_cord"	"BS_M54"	"BS_M4"	"Telencephalon"	"Cajal-Retzius cells"	"Developmental progression"	257	241	249	43
"Brain_spinal_cord"	"BS_M25"	"BS_M12"	"Midbrain"	"Di/mesencephalon GABAergic neurons"	"Developmental progression"	225	211	147	74
"Brain_spinal_cord"	"BS_M14"	"BS_M55"	"Diencephalon"	"Thalamic neuronal precursors"	"Developmental progression"	213	258	76	250
"Brain_spinal_cord"	"BS_M2"	"BS_M7"	"Anterior roof plate"	"Choroid plexus"	"Developmental progression"	219	261	23	51
"Brain_spinal_cord"	"BS_M24"	"BS_M9"	"Intermediate neuronal progenitors"	"Cortical Interneurons (Prox1+)"	"Developmental progression"	224	263	123	63
"Brain_spinal_cord"	"BS_M34"	"BS_M10"	"Floorplate and p3 domain"	"Cranial motor neurons"	"Developmental progression"	235	209	95	65
"Brain_spinal_cord"	"BS_M25"	"BS_M52"	"Midbrain"	"Striatal projection neurons"	"Developmental progression"	225	255	147	242
"Brain_spinal_cord"	"BS_M6"	"BS_M28"	"Cerebellum-related cells"	"Multiciliated ependymal cells"	"Developmental progression"	260	228	47	154
"Brain_spinal_cord"	"BS_M34"	"BS_M28"	"Floorplate and p3 domain"	"Multiciliated ependymal cells"	"Developmental progression"	235	228	95	154
"Brain_spinal_cord"	"BS_M23"	"BS_M21"	"Hypothalamus (Sim1+)"	"Hypothalamic Sim1 neurons"	"Developmental progression"	223	221	120	118
"Brain_spinal_cord"	"BS_M34"	"BS_M32"	"Floorplate and p3 domain"	"Neurons (Slc17a8+)"	"Developmental progression"	235	233	95	172
"Brain_spinal_cord"	"BS_M40"	"BS_M49"	"Spinal cord/r7/r8"	"Spinal V2a interneurons"	"Developmental progression"	242	251	234	227
"Brain_spinal_cord"	"BS_M1"	"BS_M26"	"Anterior floor plate"	"Midbrain dopaminergic neurons"	"Developmental progression"	208	226	20	148
"Brain_spinal_cord"	"BS_M7"	"BS_M16"	"Choroid plexus"	"Ependymal cells"	"Developmental progression"	261	215	51	85
"Brain_spinal_cord"	"BS_M21"	"BS_M36"	"Hypothalamic Sim1 neurons"	"Precerebellar neurons"	"Developmental progression"	221	237	118	207
"Brain_spinal_cord"	"BS_M47"	"BS_M36"	"Spinal V0 interneurons"	"Precerebellar neurons"	"Developmental progression"	249	237	225	207
"Brain_spinal_cord"	"BS_M40"	"BS_M51"	"Spinal cord/r7/r8"	"Spinal V3 interneurons"	"Developmental progression"	242	254	234	229
"Brain_spinal_cord"	"BS_M40"	"BS_M50"	"Spinal cord/r7/r8"	"Spinal V2b interneurons"	"Developmental progression"	242	253	234	228
"Brain_spinal_cord"	"BS_M54"	"BS_M33"	"Telencephalon"	"Oligodendrocyte progenitor cells"	"Developmental progression"	257	234	249	180
"Brain_spinal_cord"	"BS_M20"	"BS_M33"	"Hindbrain"	"Oligodendrocyte progenitor cells"	"Developmental progression"	220	234	115	180
"Gastrulation_E8.5b"	"Ga_M11"	"B_M11"	"Blood progenitors"	"Hematopoietic stem cells (Cd34+)"	"Dataset equivalence"	27	183	35	111
"Gastrulation_E8.5b"	"Ga_M29"	"PN_M4"	"Neural crest"	"Neural crest (PNS neurons)"	"Dataset equivalence"	45	134	167	169
