"system","x","y","x_name","y_name","edge_type","x_number.x","y_number.x","x_id.x","y_id.x","x_number.y","y_number.y","x_id.y","y_id.y","n_x","median_x","sh_x","q90_x","frac>0_x","variance_x","std_x","n_y","median_y","sh_y","q90_y","frac>0_y","variance_y","std_y","abs_delta","delta","cohens_d","pct_change","abs_pct_change","system_name"
"Blood","B_M26","B_M1","T cells","Activated T cells","Developmental progression",199,181,247,5,199,181,"181","164",70028,0,0.017122393899583,0,0.0949334551893528,0.0034540435011949,0.0587711111107736,6621,0,0.0147628421352934,0,0.0673614257665005,0.0033148966886082,0.0575751395014219,0.00236,-0.00236,-0.0406,-13.78,13.78,"Blood"
"Blood","B_M15","B_M8","Megakaryocyte-erythroid progenitors","Definitive early erythroblasts (CD36-)","Developmental progression",187,206,138,67,187,206,"170","188",13436,0,0.0264352485858886,0.126722222222222,0.183983328371539,0.0044750089015404,0.0668955073345019,929291,0,0.0188329592727741,0.0618888888888888,0.118425767601322,0.003459775323524,0.0588198548410653,0.007602,-0.007602,-0.1207,-28.76,28.76,"Blood"
"Blood","B_M5","B_M17","Border-associated macrophages","Microglia","Developmental progression",203,189,36,145,203,189,"185","172",65191,0,0.007769830191284,0,0.0488410976975349,0.0015727115106012,0.0396574269286498,8382,0,0.0088159018001537,0,0.0547602004294917,0.0017259274419915,0.0415442829038063,0.001046,0.001046,0.0258,13.46,13.46,"Blood"
"Blood","B_M11","B_M5","Hematopoietic stem cells (Cd34+)","Border-associated macrophages","Developmental progression",183,203,111,36,183,203,"166","185",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,65191,0,0.007769830191284,0,0.0488410976975349,0.0015727115106012,0.0396574269286498,0.008031,-0.008031,-0.1726,-50.83,50.83,"Blood"
"Blood","B_M12","B_M19","Hematopoietic stem cells (Mpo+)","Monocytic myeloid-derived suppressor cells","Developmental progression",184,191,112,152,184,191,"167","174",23128,0,0.0095232810638379,0,0.0679263230716015,0.0017161458946865,0.0414263912824482,24741,0,0.0033044384265434,0,0.0214219312073077,0.000653003509492,0.0255539333467863,0.006219,-0.006219,-0.1807,-65.3,65.3,"Blood"
"Blood","B_M11","B_M12","Hematopoietic stem cells (Cd34+)","Hematopoietic stem cells (Mpo+)","Developmental progression",183,184,111,112,183,184,"166","167",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,23128,0,0.0095232810638379,0,0.0679263230716015,0.0017161458946865,0.0414263912824482,0.006278,-0.006278,-0.1327,-39.73,39.73,"Blood"
"Blood","B_M11","B_M7","Hematopoietic stem cells (Cd34+)","Conventional dendritic cells","Developmental progression",183,205,111,61,183,205,"166","187",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,4582,0,0.0095962704301857,0,0.0571802706241815,0.0019485258751459,0.044142109998797,0.006205,-0.006205,-0.1279,-39.27,39.27,"Blood"
"Blood","B_M3","B_M4","B cell progenitors","B cells","Developmental progression",201,202,29,30,201,202,"183","184",1295,0,0.0293317889317889,0.1462,0.186100386100386,0.0051151577437156,0.0715203309815859,43057,0,0.014974537628415,0,0.0829365724504726,0.0030366934368175,0.0551062014370206,0.014357,-0.014357,-0.2249,-48.95,48.95,"Blood"
"Blood","B_M11","B_M8","Hematopoietic stem cells (Cd34+)","Definitive early erythroblasts (CD36-)","Developmental progression",183,206,111,67,183,206,"166","188",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,929291,0,0.0188329592727741,0.0618888888888888,0.118425767601322,0.003459775323524,0.0588198548410653,0.003032,0.003032,0.0544,19.19,19.19,"Blood"
"Blood","B_M5","B_M13","Border-associated macrophages","Kupffer cells","Developmental progression",203,185,36,127,203,185,"185","168",65191,0,0.007769830191284,0,0.0488410976975349,0.0015727115106012,0.0396574269286498,33417,0,0.0050524317296918,0,0.0351018942454439,0.0009416371102763,0.0306861061439261,0.002717,-0.002717,-0.0766,-34.97,34.97,"Blood"
"Blood","B_M27","B_M26","T-NK progenitors","T cells","Developmental progression",200,199,248,247,200,199,"182","181",1901,0,0.0138961365363259,0.003,0.100473435034192,0.0024397510975414,0.0493938366351653,70028,0,0.017122393899583,0,0.0949334551893528,0.0034540435011949,0.0587711111107736,0.003226,0.003226,0.0594,23.22,23.22,"Blood"
"Blood","B_M27","B_M25","T-NK progenitors","Regulatory T cells","Developmental progression",200,198,248,213,200,198,"182","180",1901,0,0.0138961365363259,0.003,0.100473435034192,0.0024397510975414,0.0493938366351653,9800,0,0.0239902040816326,0.116688888888889,0.146530612244898,0.0044051856007314,0.0663715722333846,0.010094,0.010094,0.1725,72.64,72.64,"Blood"
"Blood","B_M5","B_M6","Border-associated macrophages","Border-associated macrophages (Ms4a8a+)","Developmental progression",203,204,36,37,203,204,"185","186",65191,0,0.007769830191284,0,0.0488410976975349,0.0015727115106012,0.0396574269286498,4736,0,0.0039840934684684,0,0.026393581081081,0.0007576308627331,0.027525095144851,0.003786,-0.003786,-0.1109,-48.72,48.72,"Blood"
"Blood","B_M11","B_M3","Hematopoietic stem cells (Cd34+)","B cell progenitors","Developmental progression",183,201,111,29,183,201,"166","183",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,1295,0,0.0293317889317889,0.1462,0.186100386100386,0.0051151577437156,0.0715203309815859,0.013531,0.013531,0.2157,85.63,85.63,"Blood"
"Blood","B_M11","B_M15","Hematopoietic stem cells (Cd34+)","Megakaryocyte-erythroid progenitors","Developmental progression",183,187,111,138,183,187,"166","170",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,13436,0,0.0264352485858886,0.126722222222222,0.183983328371539,0.0044750089015404,0.0668955073345019,0.010634,0.010634,0.1768,67.3,67.3,"Blood"
"Blood","B_M11","B_M22","Hematopoietic stem cells (Cd34+)","Plasmacytoid dendritic cells","Developmental progression",183,195,111,201,183,195,"166","178",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,1101,0,0.0237710162478554,0.109666666666667,0.135331516802906,0.0046431068790437,0.0681403469248851,0.00797,0.00797,0.131,50.44,50.44,"Blood"
"Blood","B_M18","B_M7","Monocytes","Conventional dendritic cells","Developmental progression",190,205,151,61,190,205,"173","187",29268,0,0.0056960540901705,0,0.0406245729123957,0.0010604886199337,0.0325651442486241,4582,0,0.0095962704301857,0,0.0571802706241815,0.0019485258751459,0.044142109998797,0.0039,0.0039,0.1006,68.47,68.47,"Blood"
"Blood","B_M11","B_M10","Hematopoietic stem cells (Cd34+)","Granulocytes","Developmental progression",183,182,111,106,183,182,"166","165",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,3547,0,0.0074462299909156,0,0.0532844657457005,0.0013455086380899,0.0366811755276449,0.008355,-0.008355,-0.1845,-52.88,52.88,"Blood"
"Blood","B_M18","B_M2","Monocytes","Adipose tissue macrophages","Developmental progression",190,192,151,8,190,192,"173","175",29268,0,0.0056960540901705,0,0.0406245729123957,0.0010604886199337,0.0325651442486241,4190,0,0.0058215857862635,0,0.0369928400954653,0.0011030829853099,0.033212693135455,0.000126,0.000126,0.0038,2.2,2.2,"Blood"
"Blood","B_M11","B_M14","Hematopoietic stem cells (Cd34+)","Mast cells","Developmental progression",183,186,111,137,183,186,"166","169",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,23828,0,0.023093093093093,0.107,0.139541715628672,0.0043420802706989,0.0658944631262665,0.007292,0.007292,0.1224,46.15,46.15,"Blood"
"Blood","B_M11","B_M27","Hematopoietic stem cells (Cd34+)","T-NK progenitors","Developmental progression",183,200,111,248,183,200,"166","182",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,1901,0,0.0138961365363259,0.003,0.100473435034192,0.0024397510975414,0.0493938366351653,0.001905,-0.001905,-0.0374,-12.06,12.06,"Blood"
"Blood","B_M5","B_M21","Border-associated macrophages","Osteoclasts","Developmental progression",203,194,36,183,203,194,"185","177",65191,0,0.007769830191284,0,0.0488410976975349,0.0015727115106012,0.0396574269286498,3323,0,0.0126250041796234,0,0.0902798675895275,0.0022656184166791,0.0475985127570084,0.004855,0.004855,0.1108,62.49,62.49,"Blood"
"Blood","B_M11","B_M25","Hematopoietic stem cells (Cd34+)","Regulatory T cells","Developmental progression",183,198,111,213,183,198,"166","180",37750,0,0.0158012774098601,0.034,0.113456953642384,0.0027579163465405,0.0525158675691499,9800,0,0.0239902040816326,0.116688888888889,0.146530612244898,0.0044051856007314,0.0663715722333846,0.008189,0.008189,0.1368,51.82,51.82,"Blood"
"Blood","B_M15","B_M16","Megakaryocyte-erythroid progenitors","Megakaryocytes","Developmental progression",187,188,138,139,187,188,"170","171",13436,0,0.0264352485858886,0.126722222222222,0.183983328371539,0.0044750089015404,0.0668955073345019,14777,0,0.0108026813441308,0,0.0793801177505583,0.0018940326034832,0.0435204848718761,0.015633,-0.015633,-0.277,-59.14,59.14,"Blood"
"Blood","B_M27","B_M20","T-NK progenitors","Natural killer cells","Developmental progression",200,193,248,165,200,193,"182","176",1901,0,0.0138961365363259,0.003,0.100473435034192,0.0024397510975414,0.0493938366351653,2961,0,0.0126941723892078,0,0.0732860520094562,0.002553474797901,0.0505319186049866,0.001202,-0.001202,-0.0241,-8.65,8.65,"Blood"
"Eye","Ey_M7","Ey_M10","Eye field","Naive retinal progenitor cells","Developmental progression",106,92,90,163,106,92,"96","82",43440,0,0.0837496419071004,0.299677777777778,0.378867403314917,0.01744426089787,0.132076723527918,52693,0,0.132846308913054,0.360311111111111,0.482492930749815,0.0286415032203551,0.169238007611633,0.049097,0.049097,0.3234,58.62,58.62,"Eye"
"Eye","Ey_M10","Ey_M16","Naive retinal progenitor cells","Retinal progenitor cells","Developmental progression",92,98,163,218,92,98,"82","88",52693,0,0.132846308913054,0.360311111111111,0.482492930749815,0.0286415032203551,0.169238007611633,10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,0.086175,-0.086175,-0.6158,-64.87,64.87,"Eye"
"Eye","Ey_M7","Ey_M16","Eye field","Retinal progenitor cells","Developmental progression",106,98,90,218,106,98,"96","88",43440,0,0.0837496419071004,0.299677777777778,0.378867403314917,0.01744426089787,0.132076723527918,10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,0.037078,-0.037078,-0.3135,-44.27,44.27,"Eye"
"Eye","Ey_M16","Ey_M2","Retinal progenitor cells","Amacrine/Horizontal precursor cells","Developmental progression",98,101,218,17,98,101,"88","91",10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,5154,0,0.018701741904885,0.0199444444444443,0.101668606907257,0.0037761674905743,0.0614505288063032,0.02797,-0.02797,-0.3307,-59.93,59.93,"Eye"
"Eye","Ey_M16","Ey_M3","Retinal progenitor cells","Bipolar precursor cells","Developmental progression",98,102,218,33,98,102,"88","92",10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,3414,0,0.0247726680986786,0.117855555555556,0.141769185705917,0.0048351597117051,0.0695353126958173,0.021899,-0.021899,-0.2499,-46.92,46.92,"Eye"
"Eye","Ey_M7","Ey_M11","Eye field","Optic stalk","Developmental progression",106,93,90,182,106,93,"96","83",43440,0,0.0837496419071004,0.299677777777778,0.378867403314917,0.01744426089787,0.132076723527918,3457,0,0.100226464821779,0.299422222222222,0.478738790859126,0.0172844388966041,0.131470296632373,0.016477,0.016477,0.125,19.67,19.67,"Eye"
"Eye","Ey_M7","Ey_M5","Eye field","Ciliary margin cells","Developmental progression",106,104,90,52,106,104,"96","94",43440,0,0.0837496419071004,0.299677777777778,0.378867403314917,0.01744426089787,0.132076723527918,725,0,0.0452493486590038,0.198222222222222,0.241379310344828,0.0094454569911258,0.0971877409508308,0.0385,-0.0385,-0.332,-45.97,45.97,"Eye"
"Eye","Ey_M11","Ey_M18","Optic stalk","Suprachiasmatic nucleus","Developmental progression",93,100,182,244,93,100,"83","90",3457,0,0.100226464821779,0.299422222222222,0.478738790859126,0.0172844388966041,0.131470296632373,6017,0,0.0847104315550385,0.295333333333333,0.338374605285026,0.0184141375231787,0.135698701258261,0.015516,-0.015516,-0.1161,-15.48,15.48,"Eye"
"Eye","Ey_M12","Ey_M6","Photoreceptor precursor cells","Cone precursor cells","Developmental progression",94,105,196,58,94,105,"84","95",4703,0,0.0217245729676093,0.0615111111111111,0.103763555177546,0.004613783920803,0.0679248402339159,5744,0,0.0233325595790776,0.112788888888889,0.118906685236769,0.0049090913935407,0.0700649084316871,0.001608,0.001608,0.0233,7.4,7.4,"Eye"
"Eye","Ey_M10","Ey_M5","Naive retinal progenitor cells","Ciliary margin cells","Developmental progression",92,104,163,52,92,104,"82","94",52693,0,0.132846308913054,0.360311111111111,0.482492930749815,0.0286415032203551,0.169238007611633,725,0,0.0452493486590038,0.198222222222222,0.241379310344828,0.0094454569911258,0.0971877409508308,0.087597,-0.087597,-0.6348,-65.94,65.94,"Eye"
"Eye","Ey_M12","Ey_M17","Photoreceptor precursor cells","Rod precursor cells","Developmental progression",94,99,196,219,94,99,"84","89",4703,0,0.0217245729676093,0.0615111111111111,0.103763555177546,0.004613783920803,0.0679248402339159,2743,0,0.0202575444565965,0,0.0951512942034269,0.0044152015415939,0.0664469829382335,0.001467,-0.001467,-0.0218,-6.75,6.75,"Eye"
"Eye","Ey_M2","Ey_M1","Amacrine/Horizontal precursor cells","Amacrine cells","Developmental progression",101,91,17,16,101,91,"91","81",5154,0,0.018701741904885,0.0199444444444443,0.101668606907257,0.0037761674905743,0.0614505288063032,10061,0,0.0142520734629868,0,0.0834907066891959,0.0027805399293238,0.0527308252289284,0.00445,-0.00445,-0.0777,-23.79,23.79,"Eye"
"Eye","Ey_M16","Ey_M12","Retinal progenitor cells","Photoreceptor precursor cells","Developmental progression",98,94,218,196,98,94,"88","84",10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,4703,0,0.0217245729676093,0.0615111111111111,0.103763555177546,0.004613783920803,0.0679248402339159,0.024947,-0.024947,-0.2867,-53.45,53.45,"Eye"
"Eye","Ey_M5","Ey_M9","Ciliary margin cells","Iris pigment epithelium","Developmental progression",104,108,52,126,104,108,"94","98",725,0,0.0452493486590038,0.198222222222222,0.241379310344828,0.0094454569911258,0.0971877409508308,592,0,0.0430335960960961,0.197411111111111,0.260135135135135,0.0079839321275237,0.0893528518152817,0.002216,-0.002216,-0.0237,-4.9,4.9,"Eye"
"Eye","Ey_M16","Ey_M14","Retinal progenitor cells","Retinal ganglion cells","Developmental progression",98,96,218,216,98,96,"88","86",10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,11197,0,0.0135238307880086,0.0099777777777776,0.104492274716442,0.0022808240445035,0.0477579736222497,0.033148,-0.033148,-0.4142,-71.02,71.02,"Eye"
"Eye","Ey_M7","Ey_M15","Eye field","Retinal pigment cells","Developmental progression",106,97,90,217,106,97,"96","87",43440,0,0.0837496419071004,0.299677777777778,0.378867403314917,0.01744426089787,0.132076723527918,3242,0,0.063407190348893,0.248055555555556,0.313078346699568,0.0135438551146124,0.116378069732284,0.020342,-0.020342,-0.1634,-24.29,24.29,"Eye"
"Eye","Ey_M2","Ey_M8","Amacrine/Horizontal precursor cells","Horizontal cells","Developmental progression",101,107,17,116,101,107,"91","97",5154,0,0.018701741904885,0.0199444444444443,0.101668606907257,0.0037761674905743,0.0614505288063032,910,0,0.0214731379731379,0.0894,0.145054945054945,0.0038000749203871,0.0616447477112778,0.002771,0.002771,0.045,14.82,14.82,"Eye"
"Eye","Ey_M16","Ey_M6","Retinal progenitor cells","Cone precursor cells","Developmental progression",98,105,218,58,98,105,"88","95",10201,0,0.0466714374407737,0.223666666666667,0.215763160474463,0.0105289937680871,0.102610885231963,5744,0,0.0233325595790776,0.112788888888889,0.118906685236769,0.0049090913935407,0.0700649084316871,0.023339,-0.023339,-0.2656,-50.01,50.01,"Eye"
"Eye","Ey_M1","Ey_M4","Amacrine cells","Cholinergic amacrine cells","Developmental progression",91,103,16,48,91,103,"81","93",10061,0,0.0142520734629868,0,0.0834907066891959,0.0027805399293238,0.0527308252289284,1426,0,0.0264220040517375,0.133888888888889,0.170406732117812,0.0046181846379424,0.0679572265321533,0.01217,0.01217,0.2001,85.39,85.39,"Eye"
"Eye","Ey_M14","Ey_M13","Retinal ganglion cells","PV-containing retinal ganglion cells","Developmental progression",96,95,216,187,96,95,"86","85",11197,0,0.0135238307880086,0.0099777777777776,0.104492274716442,0.0022808240445035,0.0477579736222497,1133,0,0.0137190350102971,0.0251777777777778,0.114739629302736,0.002164595737008,0.0465252161414431,0.000195,0.000195,0.0041,1.44,1.44,"Eye"
"Renal","R_M10","R_M7","Posterior intermediate mesoderm","Metanephric mesenchyme","Developmental progression",140,150,203,144,140,150,"128","138",10600,0,0.0642664255765199,0.254,0.338679245283019,0.0124217910906456,0.111453089192923,29547,0,0.053189821865728,0.230666666666667,0.292313940501574,0.009322051400723,0.0965507711037203,0.011077,-0.011077,-0.1062,-17.24,17.24,"Renal"
"Renal","R_M8","R_M11","Nephron progenitors","Proximal tubule cells","Developmental progression",151,141,166,212,151,141,"139","129",20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,16160,0,0.0183765264026402,0.0521111111111111,0.117388613861386,0.0034507425819729,0.058743021559781,0.018253,-0.018253,-0.2557,-49.83,49.83,"Renal"
"Renal","R_M7","R_M8","Metanephric mesenchyme","Nephron progenitors","Developmental progression",150,151,144,166,150,151,"138","139",29547,0,0.053189821865728,0.230666666666667,0.292313940501574,0.009322051400723,0.0965507711037203,20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,0.01656,-0.01656,-0.1848,-31.13,31.13,"Renal"
"Renal","R_M1","R_M10","Anterior intermediate mesoderm","Posterior intermediate mesoderm","Developmental progression",139,140,21,203,139,140,"127","128",7846,0,0.0340170787662503,0.166444444444444,0.207494264593423,0.0063743102906263,0.0798392778688929,10600,0,0.0642664255765199,0.254,0.338679245283019,0.0124217910906456,0.111453089192923,0.030249,0.030249,0.312,88.92,88.92,"Renal"
"Renal","R_M8","R_M9","Nephron progenitors","Podocytes","Developmental progression",151,152,166,202,151,152,"139","140",20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,4879,0,0.0463763749402199,0.223466666666667,0.247181799549088,0.0084745453860929,0.0920572940406837,0.009747,0.009747,0.1118,26.61,26.61,"Renal"
"Renal","R_M10","R_M12","Posterior intermediate mesoderm","Renal pericytes and mesangial cells","Developmental progression",140,142,203,214,140,142,"128","130",10600,0,0.0642664255765199,0.254,0.338679245283019,0.0124217910906456,0.111453089192923,7956,0,0.114835511982571,0.324777777777778,0.428733031674208,0.0252380707962865,0.158864945146141,0.050569,0.050569,0.3685,78.69,78.69,"Renal"
"Renal","R_M8","R_M2","Nephron progenitors","Ascending loop of Henle","Developmental progression",151,145,166,26,151,145,"139","133",20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,4087,0,0.0182113748198896,0.0522666666666668,0.11304135062393,0.0034045140589878,0.0583482138457365,0.018418,-0.018418,-0.2586,-50.28,50.28,"Renal"
"Renal","R_M1","R_M13","Anterior intermediate mesoderm","Ureteric bud","Developmental progression",139,143,21,256,139,143,"127","131",7846,0,0.0340170787662503,0.166444444444444,0.207494264593423,0.0063743102906263,0.0798392778688929,5851,0,0.0371302341480088,0.176777777777778,0.224064262519227,0.0067392507833447,0.0820929399116921,0.003113,0.003113,0.0384,9.15,9.15,"Renal"
"Renal","R_M13","R_M4","Ureteric bud","Collecting duct principal cells","Developmental progression",143,147,256,56,143,147,"131","135",5851,0,0.0371302341480088,0.176777777777778,0.224064262519227,0.0067392507833447,0.0820929399116921,1895,0,0.0303777777777777,0.152666666666667,0.189445910290237,0.0053806734509236,0.0733530739023498,0.006752,-0.006752,-0.0867,-18.19,18.19,"Renal"
"Renal","R_M8","R_M6","Nephron progenitors","Distal convoluted tubule","Developmental progression",151,149,166,77,151,149,"139","137",20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,1287,0,0.011098938098938,0,0.0745920745920745,0.0020118414602888,0.0448535557151136,0.025531,-0.025531,-0.386,-69.7,69.7,"Renal"
"Renal","R_M1","R_M8","Anterior intermediate mesoderm","Nephron progenitors","Developmental progression",139,151,21,166,139,151,"127","139",7846,0,0.0340170787662503,0.166444444444444,0.207494264593423,0.0063743102906263,0.0798392778688929,20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,0.002613,0.002613,0.0323,7.68,7.68,"Renal"
"Renal","R_M13","R_M14","Ureteric bud","Ureteric bud stalk","Developmental progression",143,144,256,257,143,144,"131","132",5851,0,0.0371302341480088,0.176777777777778,0.224064262519227,0.0067392507833447,0.0820929399116921,401,0,0.0611612635078969,0.237777777777778,0.371571072319202,0.0099931278179551,0.0999656331843854,0.024031,0.024031,0.2627,64.72,64.72,"Renal"
"Renal","R_M8","R_M5","Nephron progenitors","Connecting tubule","Developmental progression",151,148,166,60,151,148,"139","136",20280,0,0.0366297830374753,0.182677777777778,0.216124260355029,0.0067386234834519,0.0820891191538312,563,0,0.0158192224195776,0.0338,0.120781527531083,0.0027435961879888,0.0523793488694619,0.020811,-0.020811,-0.3022,-56.81,56.81,"Renal"
"Renal","R_M4","R_M3","Collecting duct principal cells","Collecting duct intercalated cells","Developmental progression",147,146,56,55,147,146,"135","134",1895,0,0.0303777777777777,0.152666666666667,0.189445910290237,0.0053806734509236,0.0733530739023498,434,0,0.0550468509984639,0.2496,0.278801843317972,0.0102987329237991,0.101482673022537,0.024669,0.024669,0.2786,81.21,81.21,"Renal"
"Renal","R_M5","R_M3","Connecting tubule","Collecting duct intercalated cells","Developmental progression",148,146,60,55,148,146,"136","134",563,0,0.0158192224195776,0.0338,0.120781527531083,0.0027435961879888,0.0523793488694619,434,0,0.0550468509984639,0.2496,0.278801843317972,0.0102987329237991,0.101482673022537,0.039228,0.039228,0.4858,247.97,247.97,"Renal"
"Gut","G_M8","G_M14","Gut","Midgut/Hindgut epithelial cells","Developmental progression",123,114,108,150,123,114,"31","104",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,47855,0,0.0158948908160066,0.0159555555555553,0.104649461916205,0.0029861300961631,0.054645494747171,0.147284,-0.147284,-1.3429,-90.26,90.26,"Gut"
"Gut","G_M13","G_M4","Lung progenitor cells","Alveolar Type 2 cells","Developmental progression",113,119,135,15,113,119,"103","109",28988,0,0.100682995262407,0.295444444444444,0.482613495239409,0.0156743602670593,0.125197285382149,21443,0,0.0222638260608227,0.0858666666666665,0.11299724851933,0.0046082024276025,0.0678837419976425,0.078419,-0.078419,-0.7787,-77.89,77.89,"Gut"
"Gut","G_M13","G_M3","Lung progenitor cells","Alveolar Type 1 cells","Developmental progression",113,118,135,14,113,118,"103","108",28988,0,0.100682995262407,0.295444444444444,0.482613495239409,0.0156743602670593,0.125197285382149,14321,0,0.0414359875551831,0.212666666666667,0.216604985685357,0.0077575963247792,0.0880772179668454,0.059247,-0.059247,-0.5474,-58.85,58.85,"Gut"
"Gut","G_M8","G_M9","Gut","Hepatocytes","Developmental progression",123,124,108,114,123,124,"31","112",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,289569,0,0.0275054040084861,0.138333333333333,0.174842610914842,0.0048798231867276,0.0698557312375126,0.135674,-0.135674,-1.191,-83.14,83.14,"Gut"
"Gut","G_M13","G_M1","Lung progenitor cells","Airway club cells","Developmental progression",113,109,135,10,113,109,"103","99",28988,0,0.100682995262407,0.295444444444444,0.482613495239409,0.0156743602670593,0.125197285382149,6264,0,0.0303532531573719,0.166755555555555,0.16235632183908,0.0059353729539749,0.0770413717036171,0.07033,-0.07033,-0.6766,-69.85,69.85,"Gut"
"Gut","G_M8","G_M13","Gut","Lung progenitor cells","Developmental progression",123,113,108,135,123,113,"31","103",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,28988,0,0.100682995262407,0.295444444444444,0.482613495239409,0.0156743602670593,0.125197285382149,0.062496,-0.062496,-0.4611,-38.3,38.3,"Gut"
"Gut","G_M8","G_M7","Gut","Foregut epithelial cells","Developmental progression",123,122,108,97,123,122,"31","111",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,6962,0,0.0292375594497111,0.148766666666667,0.17394426888825,0.0055058292468059,0.0742012752370597,0.133942,-0.133942,-1.1619,-82.08,82.08,"Gut"
"Gut","G_M14","G_M11","Midgut/Hindgut epithelial cells","Intestinal goblet cells","Developmental progression",114,111,150,125,114,111,"104","101",47855,0,0.0158948908160066,0.0159555555555553,0.104649461916205,0.0029861300961631,0.054645494747171,1745,0,0.0139682903533906,0,0.0893982808022922,0.0025835272530677,0.0508284099010356,0.001927,-0.001927,-0.0365,-12.12,12.12,"Gut"
"Gut","G_M9","G_M5","Hepatocytes","Biliary epithelial cells","Developmental progression",124,120,114,32,124,120,"112","110",289569,0,0.0275054040084861,0.138333333333333,0.174842610914842,0.0048798231867276,0.0698557312375126,1742,0,0.0346118127312157,0.176933333333333,0.203214695752009,0.0063679538326244,0.0797994601023365,0.007106,0.007106,0.0948,25.84,25.84,"Gut"
"Gut","G_M3","G_M12","Alveolar Type 1 cells","Lung cells (Eln+)","Developmental progression",118,112,14,133,118,112,"108","102",14321,0,0.0414359875551831,0.212666666666667,0.216604985685357,0.0077575963247792,0.0880772179668454,5308,0,0.0697115465126015,0.264588888888889,0.328560663149962,0.0144358632786384,0.120149337404076,0.028276,0.028276,0.2684,68.24,68.24,"Gut"
"Gut","G_M1","G_M2","Airway club cells","Airway goblet cells","Developmental progression",109,117,10,11,109,117,"99","107",6264,0,0.0303532531573719,0.166755555555555,0.16235632183908,0.0059353729539749,0.0770413717036171,408,0,0.0203981481481481,0.0896,0.142156862745098,0.0035048866796089,0.0592020834059824,0.009955,-0.009955,-0.1449,-32.8,32.8,"Gut"
"Gut","G_M8","G_M15","Gut","Pancreatic acinar cells","Developmental progression",123,115,108,188,123,115,"31","105",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,3747,0,0.0433914242505115,0.1988,0.257005604483587,0.0079716915122601,0.0892843296007765,0.119788,-0.119788,-0.994,-73.41,73.41,"Gut"
"Gut","G_M8","G_M5","Gut","Biliary epithelial cells","Developmental progression",123,120,108,32,123,120,"31","110",21287,0.175444444444444,0.163179081651295,0.326888888888889,0.657349556067083,0.0210724788645575,0.145163627898167,1742,0,0.0346118127312157,0.176933333333333,0.203214695752009,0.0063679538326244,0.0797994601023365,0.128567,-0.128567,-1.0976,-78.79,78.79,"Gut"
"Gut","G_M13","G_M2","Lung progenitor cells","Airway goblet cells","Developmental progression",113,117,135,11,113,117,"103","107",28988,0,0.100682995262407,0.295444444444444,0.482613495239409,0.0156743602670593,0.125197285382149,408,0,0.0203981481481481,0.0896,0.142156862745098,0.0035048866796089,0.0592020834059824,0.080285,-0.080285,-0.8198,-79.74,79.74,"Gut"
