"system","x","y","x_name","y_name","edge_type","sh_x","sh_y","abs_delta","delta","cohens_d","pct_change","abs_pct_change","sh_node_x","sh_node_y"
"Gastrulation","Ga_M18","Ga_M22","Extraembryonic mesoderm","Gut mesenchyme","Developmental progression",0.0240241077019411,0.0743738132498696,0.0503497055479284,0.0503497055479284,0.6751,209.579919356839,209.579919356839,0.0240241077019411,0.0743738132498696
"Gastrulation","Ga_M23","Ga_M17","Hematoendothelial progenitors","Endothelium","Developmental progression",0.0010999914464117,0.000744512333107,0.0003554791133047,-0.0003554791133047,-0.0324,-32.316534320728,32.316534320728,0.0010999914464117,0.000744512333107
"Gastrulation","Ga_M18","Ga_M9","Extraembryonic mesoderm","Amniotic mesoderm","Developmental progression",0.0240241077019411,0.0083873456790123,0.0156367620229287,-0.0156367620229287,-0.336,-65.0877952135777,65.0877952135777,0.0240241077019411,0.0083873456790123
"Gastrulation","Ga_M36","Ga_M14","Surface ectoderm","CLE and NMPs","Developmental progression",0.0026115682766845,0.006091635505698,0.0034800672290134,0.0034800672290134,0.1392,133.255839415827,133.255839415827,0.0026115682766845,0.006091635505698
"Gastrulation","Ga_M26","Ga_M9","Lateral plate mesoderm","Amniotic mesoderm","Developmental progression",0.0180307924203273,0.0083873456790123,0.0096434467413149,-0.0096434467413149,-0.2329,-53.4832109233495,53.4832109233495,0.0180307924203273,0.0083873456790123
"Gastrulation","Ga_M26","Ga_M12","Lateral plate mesoderm","Cardiogenic mesoderm","Developmental progression",0.0180307924203273,0.0031095907766375,0.0149212016436897,-0.0149212016436897,-0.3969,-82.7539982483971,82.7539982483971,0.0180307924203273,0.0031095907766375
"Gastrulation","Ga_M15","Ga_M24","Definitive ectoderm","Hindbrain","Developmental progression",0.0031198247049996,0.0103043927648578,0.0071845680598582,0.0071845680598582,0.2309,230.287555847116,230.287555847116,0.0031198247049996,0.0103043927648578
"Gastrulation","Ga_M7","Ga_M23","Allantois","Hematoendothelial progenitors","Developmental progression",0.0045471152322079,0.0010999914464117,0.0034471237857961,-0.0034471237857961,-0.1809,-75.8090263774194,75.8090263774194,0.0045471152322079,0.0010999914464117
"Gastrulation","Ga_M28","Ga_M23","Nascent mesoderm","Hematoendothelial progenitors","Developmental progression",0.0032225857924821,0.0010999914464117,0.0021225943460704,-0.0021225943460704,-0.1367,-65.8661858133338,65.8661858133338,0.0032225857924821,0.0010999914464117
"Gastrulation","Ga_M15","Ga_M34","Definitive ectoderm","Primordial germ cells","Developmental progression",0.0031198247049996,0.002028947368421,0.0010908773365786,-0.0010908773365786,-0.0583,-34.9659817370645,34.9659817370645,0.0031198247049996,0.002028947368421
"Gastrulation","Ga_M15","Ga_M29","Definitive ectoderm","Neural crest","Developmental progression",0.0031198247049996,0.0002769301895515,0.0028428945154481,-0.0028428945154481,-0.1916,-91.1235336681655,91.1235336681655,0.0031198247049996,0.0002769301895515
"Gastrulation","Ga_M6","Ga_M34","Primitive streak","Primordial germ cells","Developmental progression",0.0005834176973751,0.002028947368421,0.0014455296710458,0.0014455296710458,0.1106,247.769253066778,247.769253066778,0.0005834176973751,0.002028947368421
"Gastrulation","Ga_M26","Ga_M22","Lateral plate mesoderm","Gut mesenchyme","Developmental progression",0.0180307924203273,0.0743738132498696,0.0563430208295422,0.0563430208295422,0.7881,312.482222168023,312.482222168023,0.0180307924203273,0.0743738132498696
"Gastrulation","Ga_M10","Ga_M30","Anterior primitive streak","Notochord","Developmental progression",0.0011593878312803,0.0314645191409897,0.0303051313097094,0.0303051313097094,0.6397,2613.89075269515,2613.89075269515,0.0011593878312803,0.0314645191409897
"Gastrulation","Ga_M6","Ga_M10","Primitive streak","Anterior primitive streak","Developmental progression",0.0005834176973751,0.0011593878312803,0.0005759701339051,0.0005759701339051,0.0568,98.7234594522013,98.7234594522013,0.0005834176973751,0.0011593878312803
"Gastrulation","Ga_M28","Ga_M13","Nascent mesoderm","Cardiopharyngeal mesoderm","Developmental progression",0.0032225857924821,0.0099859480076282,0.006763362215146,0.006763362215146,0.2386,209.873767547911,209.873767547911,0.0032225857924821,0.0099859480076282
"Gastrulation","Ga_M28","Ga_M34","Nascent mesoderm","Primordial germ cells","Developmental progression",0.0032225857924821,0.002028947368421,0.0011936384240611,-0.0011936384240611,-0.0682,-37.039771814476,37.039771814476,0.0032225857924821,0.002028947368421
"Gastrulation","Ga_M35","Ga_M19","Spinal cord","Floor plate","Developmental progression",0.015675142118863,0.0965757967269595,0.0809006546080964,0.0809006546080964,1.03,516.107949737456,516.107949737456,0.015675142118863,0.0965757967269595
"Gastrulation","Ga_M14","Ga_M34","CLE and NMPs","Primordial germ cells","Developmental progression",0.006091635505698,0.002028947368421,0.0040626881372769,-0.0040626881372769,-0.1672,-66.6928960781844,66.6928960781844,0.006091635505698,0.002028947368421
"Gastrulation","Ga_M28","Ga_M26","Nascent mesoderm","Lateral plate mesoderm","Developmental progression",0.0032225857924821,0.0180307924203273,0.0148082066278451,0.0148082066278451,0.4034,459.513185417453,459.513185417453,0.0032225857924821,0.0180307924203273
"Gastrulation","Ga_M28","Ga_M32","Nascent mesoderm","Paraxial mesoderm (Tbx6-)","Developmental progression",0.0032225857924821,0.0165324893609412,0.013309903568459,0.013309903568459,0.3563,413.019370950779,413.019370950779,0.0032225857924821,0.0165324893609412
"Notochord","No_M1","No_M2","Notochord","Ciliated nodal cells","Developmental progression",0.283269485903814,0.297072222222222,0.013803,0.013803,0.1013,4.87,4.87,0.283269485903814,0.297072222222222
"Blood","B_M8","B_M9","Definitive early erythroblasts (CD36-)","Definitive erythroblasts (CD36+)","Developmental progression",0.0188329592727741,0.0039714439901251,0.014862,-0.014862,-0.3136,-78.91,78.91,0.0188329592727741,0.0039714439901251
"Blood","B_M11","B_M18","Hematopoietic stem cells (Cd34+)","Monocytes","Developmental progression",0.0158012774098601,0.0056960540901705,0.010105,-0.010105,-0.2313,-63.95,63.95,0.0158012774098601,0.0056960540901705
"Blood","B_M19","B_M23","Monocytic myeloid-derived suppressor cells","PMN myeloid-derived suppressor cells","Developmental progression",0.0033044384265434,0.0018243834785246,0.00148,-0.00148,-0.0639,-44.79,44.79,0.0033044384265434,0.0018243834785246
"Blood","B_M25","B_M26","Regulatory T cells","T cells","Developmental progression",0.0239902040816326,0.017122393899583,0.006868,-0.006868,-0.1096,-28.63,28.63,0.0239902040816326,0.017122393899583
"Blood","B_M26","B_M1","T cells","Activated T cells","Developmental progression",0.017122393899583,0.0147628421352934,0.00236,-0.00236,-0.0406,-13.78,13.78,0.017122393899583,0.0147628421352934
"Blood","B_M15","B_M8","Megakaryocyte-erythroid progenitors","Definitive early erythroblasts (CD36-)","Developmental progression",0.0264352485858886,0.0188329592727741,0.007602,-0.007602,-0.1207,-28.76,28.76,0.0264352485858886,0.0188329592727741
"Blood","B_M5","B_M17","Border-associated macrophages","Microglia","Developmental progression",0.007769830191284,0.0088159018001537,0.001046,0.001046,0.0258,13.46,13.46,0.007769830191284,0.0088159018001537
"Blood","B_M11","B_M5","Hematopoietic stem cells (Cd34+)","Border-associated macrophages","Developmental progression",0.0158012774098601,0.007769830191284,0.008031,-0.008031,-0.1726,-50.83,50.83,0.0158012774098601,0.007769830191284
"Blood","B_M12","B_M19","Hematopoietic stem cells (Mpo+)","Monocytic myeloid-derived suppressor cells","Developmental progression",0.0095232810638379,0.0033044384265434,0.006219,-0.006219,-0.1807,-65.3,65.3,0.0095232810638379,0.0033044384265434
"Blood","B_M11","B_M12","Hematopoietic stem cells (Cd34+)","Hematopoietic stem cells (Mpo+)","Developmental progression",0.0158012774098601,0.0095232810638379,0.006278,-0.006278,-0.1327,-39.73,39.73,0.0158012774098601,0.0095232810638379
"Blood","B_M11","B_M7","Hematopoietic stem cells (Cd34+)","Conventional dendritic cells","Developmental progression",0.0158012774098601,0.0095962704301857,0.006205,-0.006205,-0.1279,-39.27,39.27,0.0158012774098601,0.0095962704301857
"Blood","B_M3","B_M4","B cell progenitors","B cells","Developmental progression",0.0293317889317889,0.014974537628415,0.014357,-0.014357,-0.2249,-48.95,48.95,0.0293317889317889,0.014974537628415
"Blood","B_M11","B_M8","Hematopoietic stem cells (Cd34+)","Definitive early erythroblasts (CD36-)","Developmental progression",0.0158012774098601,0.0188329592727741,0.003032,0.003032,0.0544,19.19,19.19,0.0158012774098601,0.0188329592727741
"Blood","B_M5","B_M13","Border-associated macrophages","Kupffer cells","Developmental progression",0.007769830191284,0.0050524317296918,0.002717,-0.002717,-0.0766,-34.97,34.97,0.007769830191284,0.0050524317296918
"Blood","B_M27","B_M26","T-NK progenitors","T cells","Developmental progression",0.0138961365363259,0.017122393899583,0.003226,0.003226,0.0594,23.22,23.22,0.0138961365363259,0.017122393899583
"Blood","B_M27","B_M25","T-NK progenitors","Regulatory T cells","Developmental progression",0.0138961365363259,0.0239902040816326,0.010094,0.010094,0.1725,72.64,72.64,0.0138961365363259,0.0239902040816326
"Blood","B_M5","B_M6","Border-associated macrophages","Border-associated macrophages (Ms4a8a+)","Developmental progression",0.007769830191284,0.0039840934684684,0.003786,-0.003786,-0.1109,-48.72,48.72,0.007769830191284,0.0039840934684684
"Blood","B_M11","B_M3","Hematopoietic stem cells (Cd34+)","B cell progenitors","Developmental progression",0.0158012774098601,0.0293317889317889,0.013531,0.013531,0.2157,85.63,85.63,0.0158012774098601,0.0293317889317889
"Blood","B_M11","B_M15","Hematopoietic stem cells (Cd34+)","Megakaryocyte-erythroid progenitors","Developmental progression",0.0158012774098601,0.0264352485858886,0.010634,0.010634,0.1768,67.3,67.3,0.0158012774098601,0.0264352485858886
"Blood","B_M11","B_M22","Hematopoietic stem cells (Cd34+)","Plasmacytoid dendritic cells","Developmental progression",0.0158012774098601,0.0237710162478554,0.00797,0.00797,0.131,50.44,50.44,0.0158012774098601,0.0237710162478554
"Blood","B_M18","B_M7","Monocytes","Conventional dendritic cells","Developmental progression",0.0056960540901705,0.0095962704301857,0.0039,0.0039,0.1006,68.47,68.47,0.0056960540901705,0.0095962704301857
"Blood","B_M11","B_M10","Hematopoietic stem cells (Cd34+)","Granulocytes","Developmental progression",0.0158012774098601,0.0074462299909156,0.008355,-0.008355,-0.1845,-52.88,52.88,0.0158012774098601,0.0074462299909156
"Blood","B_M18","B_M2","Monocytes","Adipose tissue macrophages","Developmental progression",0.0056960540901705,0.0058215857862635,0.000126,0.000126,0.0038,2.2,2.2,0.0056960540901705,0.0058215857862635
"Blood","B_M11","B_M14","Hematopoietic stem cells (Cd34+)","Mast cells","Developmental progression",0.0158012774098601,0.023093093093093,0.007292,0.007292,0.1224,46.15,46.15,0.0158012774098601,0.023093093093093
"Blood","B_M11","B_M27","Hematopoietic stem cells (Cd34+)","T-NK progenitors","Developmental progression",0.0158012774098601,0.0138961365363259,0.001905,-0.001905,-0.0374,-12.06,12.06,0.0158012774098601,0.0138961365363259
"Blood","B_M5","B_M21","Border-associated macrophages","Osteoclasts","Developmental progression",0.007769830191284,0.0126250041796234,0.004855,0.004855,0.1108,62.49,62.49,0.007769830191284,0.0126250041796234
"Blood","B_M11","B_M25","Hematopoietic stem cells (Cd34+)","Regulatory T cells","Developmental progression",0.0158012774098601,0.0239902040816326,0.008189,0.008189,0.1368,51.82,51.82,0.0158012774098601,0.0239902040816326
"Blood","B_M15","B_M16","Megakaryocyte-erythroid progenitors","Megakaryocytes","Developmental progression",0.0264352485858886,0.0108026813441308,0.015633,-0.015633,-0.277,-59.14,59.14,0.0264352485858886,0.0108026813441308
"Blood","B_M27","B_M20","T-NK progenitors","Natural killer cells","Developmental progression",0.0138961365363259,0.0126941723892078,0.001202,-0.001202,-0.0241,-8.65,8.65,0.0138961365363259,0.0126941723892078
"Eye","Ey_M7","Ey_M10","Eye field","Naive retinal progenitor cells","Developmental progression",0.0837496419071004,0.132846308913054,0.049097,0.049097,0.3234,58.62,58.62,0.0837496419071004,0.132846308913054
"Eye","Ey_M10","Ey_M16","Naive retinal progenitor cells","Retinal progenitor cells","Developmental progression",0.132846308913054,0.0466714374407737,0.086175,-0.086175,-0.6158,-64.87,64.87,0.132846308913054,0.0466714374407737
"Eye","Ey_M7","Ey_M16","Eye field","Retinal progenitor cells","Developmental progression",0.0837496419071004,0.0466714374407737,0.037078,-0.037078,-0.3135,-44.27,44.27,0.0837496419071004,0.0466714374407737
"Eye","Ey_M16","Ey_M2","Retinal progenitor cells","Amacrine/Horizontal precursor cells","Developmental progression",0.0466714374407737,0.018701741904885,0.02797,-0.02797,-0.3307,-59.93,59.93,0.0466714374407737,0.018701741904885
"Eye","Ey_M16","Ey_M3","Retinal progenitor cells","Bipolar precursor cells","Developmental progression",0.0466714374407737,0.0247726680986786,0.021899,-0.021899,-0.2499,-46.92,46.92,0.0466714374407737,0.0247726680986786
"Eye","Ey_M7","Ey_M11","Eye field","Optic stalk","Developmental progression",0.0837496419071004,0.100226464821779,0.016477,0.016477,0.125,19.67,19.67,0.0837496419071004,0.100226464821779
"Eye","Ey_M7","Ey_M5","Eye field","Ciliary margin cells","Developmental progression",0.0837496419071004,0.0452493486590038,0.0385,-0.0385,-0.332,-45.97,45.97,0.0837496419071004,0.0452493486590038
"Eye","Ey_M11","Ey_M18","Optic stalk","Suprachiasmatic nucleus","Developmental progression",0.100226464821779,0.0847104315550385,0.015516,-0.015516,-0.1161,-15.48,15.48,0.100226464821779,0.0847104315550385
"Eye","Ey_M12","Ey_M6","Photoreceptor precursor cells","Cone precursor cells","Developmental progression",0.0217245729676093,0.0233325595790776,0.001608,0.001608,0.0233,7.4,7.4,0.0217245729676093,0.0233325595790776
"Eye","Ey_M10","Ey_M5","Naive retinal progenitor cells","Ciliary margin cells","Developmental progression",0.132846308913054,0.0452493486590038,0.087597,-0.087597,-0.6348,-65.94,65.94,0.132846308913054,0.0452493486590038
"Eye","Ey_M12","Ey_M17","Photoreceptor precursor cells","Rod precursor cells","Developmental progression",0.0217245729676093,0.0202575444565965,0.001467,-0.001467,-0.0218,-6.75,6.75,0.0217245729676093,0.0202575444565965
"Eye","Ey_M2","Ey_M1","Amacrine/Horizontal precursor cells","Amacrine cells","Developmental progression",0.018701741904885,0.0142520734629868,0.00445,-0.00445,-0.0777,-23.79,23.79,0.018701741904885,0.0142520734629868
"Eye","Ey_M16","Ey_M12","Retinal progenitor cells","Photoreceptor precursor cells","Developmental progression",0.0466714374407737,0.0217245729676093,0.024947,-0.024947,-0.2867,-53.45,53.45,0.0466714374407737,0.0217245729676093
"Eye","Ey_M5","Ey_M9","Ciliary margin cells","Iris pigment epithelium","Developmental progression",0.0452493486590038,0.0430335960960961,0.002216,-0.002216,-0.0237,-4.9,4.9,0.0452493486590038,0.0430335960960961
"Eye","Ey_M16","Ey_M14","Retinal progenitor cells","Retinal ganglion cells","Developmental progression",0.0466714374407737,0.0135238307880086,0.033148,-0.033148,-0.4142,-71.02,71.02,0.0466714374407737,0.0135238307880086
"Eye","Ey_M7","Ey_M15","Eye field","Retinal pigment cells","Developmental progression",0.0837496419071004,0.063407190348893,0.020342,-0.020342,-0.1634,-24.29,24.29,0.0837496419071004,0.063407190348893
"Eye","Ey_M2","Ey_M8","Amacrine/Horizontal precursor cells","Horizontal cells","Developmental progression",0.018701741904885,0.0214731379731379,0.002771,0.002771,0.045,14.82,14.82,0.018701741904885,0.0214731379731379
"Eye","Ey_M16","Ey_M6","Retinal progenitor cells","Cone precursor cells","Developmental progression",0.0466714374407737,0.0233325595790776,0.023339,-0.023339,-0.2656,-50.01,50.01,0.0466714374407737,0.0233325595790776
"Eye","Ey_M1","Ey_M4","Amacrine cells","Cholinergic amacrine cells","Developmental progression",0.0142520734629868,0.0264220040517375,0.01217,0.01217,0.2001,85.39,85.39,0.0142520734629868,0.0264220040517375
"Eye","Ey_M14","Ey_M13","Retinal ganglion cells","PV-containing retinal ganglion cells","Developmental progression",0.0135238307880086,0.0137190350102971,0.000195,0.000195,0.0041,1.44,1.44,0.0135238307880086,0.0137190350102971
"Renal","R_M10","R_M7","Posterior intermediate mesoderm","Metanephric mesenchyme","Developmental progression",0.0642664255765199,0.053189821865728,0.011077,-0.011077,-0.1062,-17.24,17.24,0.0642664255765199,0.053189821865728
"Renal","R_M8","R_M11","Nephron progenitors","Proximal tubule cells","Developmental progression",0.0366297830374753,0.0183765264026402,0.018253,-0.018253,-0.2557,-49.83,49.83,0.0366297830374753,0.0183765264026402
"Renal","R_M7","R_M8","Metanephric mesenchyme","Nephron progenitors","Developmental progression",0.053189821865728,0.0366297830374753,0.01656,-0.01656,-0.1848,-31.13,31.13,0.053189821865728,0.0366297830374753
"Renal","R_M1","R_M10","Anterior intermediate mesoderm","Posterior intermediate mesoderm","Developmental progression",0.0340170787662503,0.0642664255765199,0.030249,0.030249,0.312,88.92,88.92,0.0340170787662503,0.0642664255765199
"Renal","R_M8","R_M9","Nephron progenitors","Podocytes","Developmental progression",0.0366297830374753,0.0463763749402199,0.009747,0.009747,0.1118,26.61,26.61,0.0366297830374753,0.0463763749402199
"Renal","R_M10","R_M12","Posterior intermediate mesoderm","Renal pericytes and mesangial cells","Developmental progression",0.0642664255765199,0.114835511982571,0.050569,0.050569,0.3685,78.69,78.69,0.0642664255765199,0.114835511982571
"Renal","R_M8","R_M2","Nephron progenitors","Ascending loop of Henle","Developmental progression",0.0366297830374753,0.0182113748198896,0.018418,-0.018418,-0.2586,-50.28,50.28,0.0366297830374753,0.0182113748198896
"Renal","R_M1","R_M13","Anterior intermediate mesoderm","Ureteric bud","Developmental progression",0.0340170787662503,0.0371302341480088,0.003113,0.003113,0.0384,9.15,9.15,0.0340170787662503,0.0371302341480088
