system	x	y	x_name	y_name	edge_type	abs_delta	delta	sh_x	sh_y	x_id	y_id
Lateral_plate_mesoderm	L_M25	L_M17	Splanchnic mesoderm	Lung mesenchyme	Developmental progression	0.124857	0.124857	0.150717741774099	0.275575162340582	170	161
Lateral_plate_mesoderm	L_M25	L_M11	Splanchnic mesoderm	Gonad progenitor cells	Developmental progression	0.11662	-0.11662	0.150717741774099	0.0340977961432506	170	155
Lateral_plate_mesoderm	L_M24	L_M19	Somatic mesoderm	Mesothelial cells	Developmental progression	0.061509	0.061509	0.0426248394582477	0.104133533746545	169	163
Lateral_plate_mesoderm	L_M24	L_M20	Somatic mesoderm	Proepicardium	Developmental progression	0.016872	-0.016872	0.0426248394582477	0.025752480261492	169	165
Lateral_plate_mesoderm	L_M25	L_M20	Splanchnic mesoderm	Proepicardium	Developmental progression	0.124965	-0.124965	0.150717741774099	0.025752480261492	170	165
Lateral_plate_mesoderm	L_M8	L_M5	First heart field	Atrial cardiomyocytes	Developmental progression	0.021702	-0.021702	0.0400722239676056	0.0183703991705546	179	176
Lateral_plate_mesoderm	L_M24	L_M22	Somatic mesoderm	Second heart field	Developmental progression	0.039313	0.039313	0.0426248394582477	0.081937392014576	169	167
Lateral_plate_mesoderm	L_M11	L_M12	Gonad progenitor cells	Granulosa cells	Developmental progression	0.003283	-0.003283	0.0340977961432506	0.0308148148148148	155	156
Lateral_plate_mesoderm	L_M25	L_M26	Splanchnic mesoderm	Vascular smooth muscle cells	Developmental progression	0.117964	-0.117964	0.150717741774099	0.0327537031671794	170	171
Lateral_plate_mesoderm	L_M8	L_M28	First heart field	Ventricular cardiomyocytes	Developmental progression	0.022723	-0.022723	0.0400722239676056	0.0173494868362338	179	173
Lateral_plate_mesoderm	L_M26	L_M18	Vascular smooth muscle cells	Meninges	Developmental progression	0.001149	-0.001149	0.0327537031671794	0.0316048724383103	171	162
Lateral_plate_mesoderm	L_M11	L_M1	Gonad progenitor cells	Adrenocortical cells	Developmental progression	0.001427	-0.001427	0.0340977961432506	0.032671223388743	155	153
Lateral_plate_mesoderm	L_M26	L_M2	Vascular smooth muscle cells	Airway smooth muscle cells	Developmental progression	0.028771	0.028771	0.0327537031671794	0.061525063258704	171	164
Lateral_plate_mesoderm	L_M11	L_M23	Gonad progenitor cells	Sertoli cells	Developmental progression	0.030189	0.030189	0.0340977961432506	0.0642867946480511	155	168
Lateral_plate_mesoderm	L_M11	L_M15	Gonad progenitor cells	Leydig cells	Developmental progression	0.032353	0.032353	0.0340977961432506	0.0664512471655328	155	159
Endothelium	En_M5	En_M12	Endothelium	Venous and capillary endothelial cells	Developmental progression	0.009504	-0.009504	0.0285445559065688	0.0190406602863132	60	56
Endothelium	En_M5	En_M2	Endothelium	Brain capillary endothelial cells	Developmental progression	0.009825	-0.009825	0.0285445559065688	0.0187198468644545	60	57
Endothelium	En_M5	En_M11	Endothelium	Pericytes	Developmental progression	0.03237	0.03237	0.0285445559065688	0.0609145183604095	60	55
Endothelium	En_M5	En_M8	Endothelium	Liver sinusoidal endothelial cells	Developmental progression	0.010217	-0.010217	0.0285445559065688	0.018327244262638	60	63
Endothelium	En_M2	En_M3	Brain capillary endothelial cells	Brain pericytes	Developmental progression	0.00278	-0.00278	0.0187198468644545	0.0159403434399287	57	58
Endothelium	En_M5	En_M4	Endothelium	Endocardial cells	Developmental progression	8.7e-05	-8.7e-05	0.0285445559065688	0.0284576868105401	60	59
Endothelium	En_M5	En_M10	Endothelium	Microvascular endothelial cells	Developmental progression	0.007557	-0.007557	0.0285445559065688	0.0209879089615931	60	54
Endothelium	En_M5	En_M6	Endothelium	Glomerular endothelial cells	Developmental progression	0.007016	0.007016	0.0285445559065688	0.0355606357031993	60	61
Endothelium	En_M5	En_M9	Endothelium	Lymphatic vessel endothelial cells	Developmental progression	0.01008	0.01008	0.0285445559065688	0.0386245817228839	60	64
Mesoderm	M_M18	M_M10	Sclerotome	Fibroblasts	Developmental progression	0.108249	-0.108249	0.213199982788934	0.104950915147271	273	265
Mesoderm	M_M18	M_M8	Sclerotome	Early chondrocytes	Developmental progression	0.004167	0.004167	0.213199982788934	0.217367385409744	273	280
Mesoderm	M_M18	M_M4	Sclerotome	Chondrocytes (Atp1a2+)	Developmental progression	0.069282	-0.069282	0.213199982788934	0.14391799682279	273	276
Mesoderm	M_M12	M_M14	Muscle progenitor cells	Myoblasts	Developmental progression	0.098424	-0.098424	0.175475743225531	0.0770520506242563	267	269
Mesoderm	M_M10	M_M17	Fibroblasts	Pre-osteoblasts (Sp7+)	Developmental progression	0.122875	0.122875	0.104950915147271	0.227826060316771	265	272
Mesoderm	M_M2	M_M3	Adipocyte progenitor cells	Brown adipocyte cells	Developmental progression	0.036524	-0.036524	0.0552055848561182	0.0186811873426554	274	275
Mesoderm	M_M9	M_M8	Facial mesenchyme	Early chondrocytes	Developmental progression	0.050675	0.050675	0.166692163688615	0.217367385409744	281	280
Mesoderm	M_M7	M_M12	Dermomyotome	Muscle progenitor cells	Developmental progression	0.007751	0.007751	0.167724643445085	0.175475743225531	279	267
Mesoderm	M_M14	M_M16	Myoblasts	Myotubes	Developmental progression	0.036673	-0.036673	0.0770520506242563	0.0403787707280922	269	271
Mesoderm	M_M7	M_M6	Dermomyotome	Dermatome	Developmental progression	0.003752	0.003752	0.167724643445085	0.171476347617675	279	278
Mesoderm	M_M2	M_M1	Adipocyte progenitor cells	Adipocyte cells (Cyp2e1+)	Developmental progression	0.026046	-0.026046	0.0552055848561182	0.0291599429378469	274	264
Mesoderm	M_M11	M_M7	Mesodermal progenitors (Tbx6+)	Dermomyotome	Developmental progression	0.035929	-0.035929	0.203653567390066	0.167724643445085	266	279
Mesoderm	M_M7	M_M14	Dermomyotome	Myoblasts	Developmental progression	0.090673	-0.090673	0.167724643445085	0.0770520506242563	279	269
Mesoderm	M_M4	M_M5	Chondrocytes (Atp1a2+)	Chondrocytes (Otor+)	Developmental progression	0.070737	-0.070737	0.14391799682279	0.0731810429543494	276	277
Mesoderm	M_M9	M_M17	Facial mesenchyme	Pre-osteoblasts (Sp7+)	Developmental progression	0.061134	0.061134	0.166692163688615	0.227826060316771	281	272
Mesoderm	M_M13	M_M15	Muscle progenitor cells (Prdm1+)	Myofibroblasts	Developmental progression	0.077949	-0.077949	0.11767405743322	0.0397253035113405	268	270
Mesoderm	M_M12	M_M13	Muscle progenitor cells	Muscle progenitor cells (Prdm1+)	Developmental progression	0.057802	-0.057802	0.175475743225531	0.11767405743322	267	268
Mesoderm	M_M10	M_M2	Fibroblasts	Adipocyte progenitor cells	Developmental progression	0.049745	-0.049745	0.104950915147271	0.0552055848561182	265	274
Mesoderm	M_M11	M_M9	Mesodermal progenitors (Tbx6+)	Facial mesenchyme	Developmental progression	0.036961	-0.036961	0.203653567390066	0.166692163688615	266	281
Epithelial_cells	Ep_M21	Ep_M14	Placodal area	Olfactory epithelial cells	Developmental progression	0.08705	-0.08705	0.116338746850168	0.0292890835691831	78	70
Epithelial_cells	Ep_M22	Ep_M3	Pre-epidermal keratinocytes	Basal keratinocytes	Developmental progression	0.098406	0.098406	0.068327674924098	0.166734129617341	79	84
Epithelial_cells	Ep_M21	Ep_M5	Placodal area	Branchial arch epithelium	Developmental progression	0.050727	-0.050727	0.116338746850168	0.0656113704261951	78	86
Epithelial_cells	Ep_M22	Ep_M10	Pre-epidermal keratinocytes	Granular keratinocytes	Developmental progression	0.040047	-0.040047	0.068327674924098	0.0282803097136228	79	66
Epithelial_cells	Ep_M21	Ep_M15	Placodal area	Olfactory pit cells	Developmental progression	0.054657	-0.054657	0.116338746850168	0.0616816701372203	78	71
Epithelial_cells	Ep_M22	Ep_M2	Pre-epidermal keratinocytes	Apical ectodermal ridge	Developmental progression	0.019728	-0.019728	0.068327674924098	0.0486001404247849	79	76
Epithelial_cells	Ep_M20	Ep_M19	Pituitary/Pineal gland progenitors	Pituitary gland cells	Developmental progression	0.080341	-0.080341	0.122428554403527	0.0420872504252842	77	75
Epithelial_cells	Ep_M5	Ep_M9	Branchial arch epithelium	Dental epithelial cells	Developmental progression	0.091995	0.091995	0.0656113704261951	0.157606168725526	86	90
Epithelial_cells	Ep_M5	Ep_M26	Branchial arch epithelium	Tooth junctional epithelium	Developmental progression	0.058622	-0.058622	0.0656113704261951	0.0069894524407889	86	83
Epithelial_cells	Ep_M21	Ep_M20	Placodal area	Pituitary/Pineal gland progenitors	Developmental progression	0.00609	0.00609	0.116338746850168	0.122428554403527	78	77
Epithelial_cells	Ep_M14	Ep_M13	Olfactory epithelial cells	Olfactory bulb cells	Developmental progression	0.014978	-0.014978	0.0292890835691831	0.0143109148550724	70	69
Epithelial_cells	Ep_M21	Ep_M16	Placodal area	Otic epithelial cells	Developmental progression	0.065938	-0.065938	0.116338746850168	0.0504007605109967	78	72
Epithelial_cells	Ep_M10	Ep_M7	Granular keratinocytes	Conjunctival goblet cells	Developmental progression	0.014477	-0.014477	0.0282803097136228	0.0138035012504465	66	88
Epithelial_cells	Ep_M10	Ep_M4	Granular keratinocytes	Bladder urothelial cells	Developmental progression	0.011036	-0.011036	0.0282803097136228	0.0172443936701362	66	85
Epithelial_cells	Ep_M10	Ep_M8	Granular keratinocytes	Corneal epithelial cells	Developmental progression	0.016504	-0.016504	0.0282803097136228	0.011776540919398	66	89
Epithelial_cells	Ep_M21	Ep_M25	Placodal area	Thyroid gland cells	Developmental progression	0.078161	-0.078161	0.116338746850168	0.038178143923391	78	82
Epithelial_cells	Ep_M21	Ep_M24	Placodal area	Thymic epithelial cells	Developmental progression	0.080081	-0.080081	0.116338746850168	0.0362581311306143	78	81
Epithelial_cells	Ep_M21	Ep_M17	Placodal area	Parathyroid epithelial cells	Developmental progression	0.039137	-0.039137	0.116338746850168	0.0772016936104696	78	73
Epithelial_cells	Ep_M24	Ep_M5	Thymic epithelial cells	Branchial arch epithelium	Developmental progression	0.029353	0.029353	0.0362581311306143	0.0656113704261951	81	86
Epithelial_cells	Ep_M16	Ep_M6	Otic epithelial cells	Cochlear hair cells	Developmental progression	0.038242	-0.038242	0.0504007605109967	0.0121587301587301	72	87
Epithelial_cells	Ep_M21	Ep_M12	Placodal area	Nonsensory cochlear epithelium	Developmental progression	0.094639	-0.094639	0.116338746850168	0.0216993464052287	78	68
Epithelial_cells	Ep_M5	Ep_M17	Branchial arch epithelium	Parathyroid epithelial cells	Developmental progression	0.01159	0.01159	0.0656113704261951	0.0772016936104696	86	73
Epithelial_cells	Ep_M15	Ep_M11	Olfactory pit cells	Lens epithelial cells	Developmental progression	0.0247	-0.0247	0.0616816701372203	0.0369815853236413	71	67
Epithelial_cells	Ep_M20	Ep_M18	Pituitary/Pineal gland progenitors	Pineal gland	Developmental progression	0.109658	-0.109658	0.122428554403527	0.0127701646090534	77	74
Brain_spinal_cord	BS_M54	BS_M15	Telencephalon	Dorsal telencephalon	Developmental progression	0.034352	-0.034352	0.109373441164647	0.0750209448616616	257	214
Brain_spinal_cord	BS_M20	BS_M34	Hindbrain	Floorplate and p3 domain	Developmental progression	0.063427	0.063427	0.194404347706721	0.257831102209815	220	235
Brain_spinal_cord	BS_M25	BS_M23	Midbrain	Hypothalamus (Sim1+)	Developmental progression	0.130354	0.130354	0.111195562915097	0.241549726438526	225	223
Brain_spinal_cord	BS_M40	BS_M35	Spinal cord/r7/r8	Posterior roof plate	Developmental progression	0.012633	-0.012633	0.20034856098446	0.187715459367514	242	236
Brain_spinal_cord	BS_M40	BS_M34	Spinal cord/r7/r8	Floorplate and p3 domain	Developmental progression	0.057483	0.057483	0.20034856098446	0.257831102209815	242	235
Brain_spinal_cord	BS_M14	BS_M15	Diencephalon	Dorsal telencephalon	Developmental progression	0.123681	-0.123681	0.198702006920801	0.0750209448616616	213	214
Brain_spinal_cord	BS_M27	BS_M2	Midbrain-hindbrain boundary	Anterior roof plate	Developmental progression	0.100705	-0.100705	0.169063178523438	0.0683586702095352	227	219
Brain_spinal_cord	BS_M14	BS_M23	Diencephalon	Hypothalamus (Sim1+)	Developmental progression	0.042848	0.042848	0.198702006920801	0.241549726438526	213	223
Brain_spinal_cord	BS_M22	BS_M23	Hypothalamus	Hypothalamus (Sim1+)	Developmental progression	0.047025	-0.047025	0.288575040460044	0.241549726438526	222	223
Brain_spinal_cord	BS_M27	BS_M34	Midbrain-hindbrain boundary	Floorplate and p3 domain	Developmental progression	0.088768	0.088768	0.169063178523438	0.257831102209815	227	235
Brain_spinal_cord	BS_M44	BS_M18	Spinal dI4 interneurons	GABAergic neurons (after E13.0)	Developmental progression	0.002017	-0.002017	0.0685788652515395	0.0665618987890793	246	217
Brain_spinal_cord	BS_M45	BS_M19	Spinal dI5 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.031235	-0.031235	0.0908732471376854	0.0596380055049316	247	218
Brain_spinal_cord	BS_M13	BS_M19	Di/mesencephalon glutamatergic neurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.003335	-0.003335	0.0629731950242009	0.0596380055049316	212	218
Brain_spinal_cord	BS_M17	BS_M18	GABAergic cortical interneurons	GABAergic neurons (after E13.0)	Developmental progression	0.002043	-0.002043	0.0686051464367104	0.0665618987890793	216	217
Brain_spinal_cord	BS_M41	BS_M19	Spinal dI1 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.005685	-0.005685	0.0653231093356633	0.0596380055049316	243	218
Brain_spinal_cord	BS_M12	BS_M18	Di/mesencephalon GABAergic neurons	GABAergic neurons (after E13.0)	Developmental progression	0.037311	-0.037311	0.103872811917649	0.0665618987890793	211	217
Brain_spinal_cord	BS_M11	BS_M53	Deep-layer neurons	Subplate neurons	Developmental progression	0.007092	-0.007092	0.0369367331357213	0.0298443689629836	210	256
Brain_spinal_cord	BS_M21	BS_M19	Hypothalamic Sim1 neurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.055952	-0.055952	0.115590498858093	0.0596380055049316	221	218
Brain_spinal_cord	BS_M54	BS_M24	Telencephalon	Intermediate neuronal progenitors	Developmental progression	0.087108	-0.087108	0.109373441164647	0.0222655770287976	257	224
Brain_spinal_cord	BS_M54	BS_M17	Telencephalon	GABAergic cortical interneurons	Developmental progression	0.040768	-0.040768	0.109373441164647	0.0686051464367104	257	216
Brain_spinal_cord	BS_M48	BS_M18	Spinal V1 interneurons	GABAergic neurons (after E13.0)	Developmental progression	0.09233	-0.09233	0.158891732397451	0.0665618987890793	250	217
Brain_spinal_cord	BS_M31	BS_M40	NMPs and spinal cord progenitors	Spinal cord/r7/r8	Developmental progression	0.085671	-0.085671	0.286019186450505	0.20034856098446	232	242
Brain_spinal_cord	BS_M56	BS_M53	Upper-layer neurons	Subplate neurons	Developmental progression	0.011209	0.011209	0.0186351884516241	0.0298443689629836	259	256
Brain_spinal_cord	BS_M54	BS_M3	Telencephalon	Astrocytes	Developmental progression	0.109398	0.109398	0.109373441164647	0.218771390114909	257	230
Brain_spinal_cord	BS_M42	BS_M19	Spinal dI2 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.015497	-0.015497	0.0751345889529104	0.0596380055049316	244	218
Brain_spinal_cord	BS_M26	BS_M19	Midbrain dopaminergic neurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.035519	-0.035519	0.0951567671212429	0.0596380055049316	226	218
Brain_spinal_cord	BS_M48	BS_M46	Spinal V1 interneurons	Spinal dI6 interneurons	Developmental progression	0.059052	-0.059052	0.158891732397451	0.0998397609267841	250	248
Brain_spinal_cord	BS_M40	BS_M29	Spinal cord/r7/r8	Neural progenitor cells (Neurod1+)	Developmental progression	0.050001	-0.050001	0.20034856098446	0.150347214044974	242	229
Brain_spinal_cord	BS_M46	BS_M18	Spinal dI6 interneurons	GABAergic neurons (after E13.0)	Developmental progression	0.033278	-0.033278	0.0998397609267841	0.0665618987890793	248	217
Brain_spinal_cord	BS_M50	BS_M18	Spinal V2b interneurons	GABAergic neurons (after E13.0)	Developmental progression	0.032033	-0.032033	0.0985949269297624	0.0665618987890793	253	217
Brain_spinal_cord	BS_M24	BS_M11	Intermediate neuronal progenitors	Deep-layer neurons	Developmental progression	0.014671	0.014671	0.0222655770287976	0.0369367331357213	224	210
Brain_spinal_cord	BS_M40	BS_M48	Spinal cord/r7/r8	Spinal V1 interneurons	Developmental progression	0.041457	-0.041457	0.20034856098446	0.158891732397451	242	250
Brain_spinal_cord	BS_M24	BS_M56	Intermediate neuronal progenitors	Upper-layer neurons	Developmental progression	0.00363	-0.00363	0.0222655770287976	0.0186351884516241	224	259
Brain_spinal_cord	BS_M43	BS_M19	Spinal dI3 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.03233	-0.03233	0.0919675276388332	0.0596380055049316	245	218
Brain_spinal_cord	BS_M42	BS_M47	Spinal dI2 interneurons	Spinal V0 interneurons	Developmental progression	0.038845	0.038845	0.0751345889529104	0.113979929831958	244	249
Brain_spinal_cord	BS_M20	BS_M3	Hindbrain	Astrocytes	Developmental progression	0.024367	0.024367	0.194404347706721	0.218771390114909	220	230
Brain_spinal_cord	BS_M40	BS_M3	Spinal cord/r7/r8	Astrocytes	Developmental progression	0.018423	0.018423	0.20034856098446	0.218771390114909	242	230
Brain_spinal_cord	BS_M49	BS_M19	Spinal V2a interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.067041	-0.067041	0.126678959004791	0.0596380055049316	251	218
Brain_spinal_cord	BS_M47	BS_M19	Spinal V0 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.054342	-0.054342	0.113979929831958	0.0596380055049316	249	218
Brain_spinal_cord	BS_M3	BS_M28	Astrocytes	Multiciliated ependymal cells	Developmental progression	0.085991	-0.085991	0.218771390114909	0.132780523277847	230	228
Brain_spinal_cord	BS_M40	BS_M45	Spinal cord/r7/r8	Spinal dI5 interneurons	Developmental progression	0.109475	-0.109475	0.20034856098446	0.0908732471376854	242	247
Brain_spinal_cord	BS_M40	BS_M44	Spinal cord/r7/r8	Spinal dI4 interneurons	Developmental progression	0.13177	-0.13177	0.20034856098446	0.0685788652515395	242	246
Brain_spinal_cord	BS_M51	BS_M19	Spinal V3 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.133297	-0.133297	0.192935423593941	0.0596380055049316	254	218
Brain_spinal_cord	BS_M33	BS_M8	Oligodendrocyte progenitor cells	Committed oligodendrocyte precursors	Developmental progression	0.011762	0.011762	0.0846382603363418	0.0964004078907364	234	262
Brain_spinal_cord	BS_M3	BS_M33	Astrocytes	Oligodendrocyte progenitor cells	Developmental progression	0.134133	-0.134133	0.218771390114909	0.0846382603363418	230	234
Brain_spinal_cord	BS_M20	BS_M6	Hindbrain	Cerebellum-related cells	Developmental progression	0.027203	0.027203	0.194404347706721	0.221606887928188	220	260
Brain_spinal_cord	BS_M40	BS_M38	Spinal cord/r7/r8	Spinal cord motor neurons	Developmental progression	0.071291	-0.071291	0.20034856098446	0.129057282206927	242	239
Brain_spinal_cord	BS_M45	BS_M43	Spinal dI5 interneurons	Spinal dI3 interneurons	Developmental progression	0.001094	0.001094	0.0908732471376854	0.0919675276388332	247	245
Brain_spinal_cord	BS_M20	BS_M41	Hindbrain	Spinal dI1 interneurons	Developmental progression	0.129081	-0.129081	0.194404347706721	0.0653231093356633	220	243
Brain_spinal_cord	BS_M42	BS_M5	Spinal dI2 interneurons	Cerebellar Purkinje cells	Developmental progression	0.044113	-0.044113	0.0751345889529104	0.031021598872637	244	252
Brain_spinal_cord	BS_M25	BS_M13	Midbrain	Di/mesencephalon glutamatergic neurons	Developmental progression	0.048222	-0.048222	0.111195562915097	0.0629731950242009	225	212
Brain_spinal_cord	BS_M20	BS_M30	Hindbrain	Neural progenitor cells (Ror1+)	Developmental progression	0.102178	-0.102178	0.194404347706721	0.0922267155414433	220	231
Brain_spinal_cord	BS_M52	BS_M19	Striatal projection neurons	Glutamatergic neurons (after E13.0)	Developmental progression	0.000363	-0.000363	0.0600005944867049	0.0596380055049316	255	218
Brain_spinal_cord	BS_M15	BS_M7	Dorsal telencephalon	Choroid plexus	Developmental progression	0.015314	0.015314	0.0750209448616616	0.090335119315514	214	261
Brain_spinal_cord	BS_M40	BS_M42	Spinal cord/r7/r8	Spinal dI2 interneurons	Developmental progression	0.125214	-0.125214	0.20034856098446	0.0751345889529104	242	244
Brain_spinal_cord	BS_M54	BS_M4	Telencephalon	Cajal-Retzius cells	Developmental progression	0.073839	-0.073839	0.109373441164647	0.0355346151882381	257	241
Brain_spinal_cord	BS_M25	BS_M12	Midbrain	Di/mesencephalon GABAergic neurons	Developmental progression	0.007323	-0.007323	0.111195562915097	0.103872811917649	225	211
Brain_spinal_cord	BS_M14	BS_M55	Diencephalon	Thalamic neuronal precursors	Developmental progression	0.153731	-0.153731	0.198702006920801	0.0449708244819441	213	258
Brain_spinal_cord	BS_M2	BS_M7	Anterior roof plate	Choroid plexus	Developmental progression	0.021976	0.021976	0.0683586702095352	0.090335119315514	219	261
Brain_spinal_cord	BS_M24	BS_M9	Intermediate neuronal progenitors	Cortical Interneurons (Prox1+)	Developmental progression	0.011951	0.011951	0.0222655770287976	0.03421632528649	224	263
Brain_spinal_cord	BS_M34	BS_M10	Floorplate and p3 domain	Cranial motor neurons	Developmental progression	0.106466	-0.106466	0.257831102209815	0.151365557824696	235	209
Brain_spinal_cord	BS_M25	BS_M52	Midbrain	Striatal projection neurons	Developmental progression	0.051195	-0.051195	0.111195562915097	0.0600005944867049	225	255
Brain_spinal_cord	BS_M6	BS_M28	Cerebellum-related cells	Multiciliated ependymal cells	Developmental progression	0.088826	-0.088826	0.221606887928188	0.132780523277847	260	228
Brain_spinal_cord	BS_M34	BS_M28	Floorplate and p3 domain	Multiciliated ependymal cells	Developmental progression	0.125051	-0.125051	0.257831102209815	0.132780523277847	235	228
Brain_spinal_cord	BS_M23	BS_M21	Hypothalamus (Sim1+)	Hypothalamic Sim1 neurons	Developmental progression	0.125959	-0.125959	0.241549726438526	0.115590498858093	223	221
Brain_spinal_cord	BS_M34	BS_M32	Floorplate and p3 domain	Neurons (Slc17a8+)	Developmental progression	0.115929	-0.115929	0.257831102209815	0.141902440321808	235	233
Brain_spinal_cord	BS_M40	BS_M49	Spinal cord/r7/r8	Spinal V2a interneurons	Developmental progression	0.07367	-0.07367	0.20034856098446	0.126678959004791	242	251
Brain_spinal_cord	BS_M1	BS_M26	Anterior floor plate	Midbrain dopaminergic neurons	Developmental progression	0.078764	-0.078764	0.17392096368855	0.0951567671212429	208	226
Brain_spinal_cord	BS_M7	BS_M16	Choroid plexus	Ependymal cells	Developmental progression	0.042498	-0.042498	0.090335119315514	0.0478373648942709	261	215
Brain_spinal_cord	BS_M21	BS_M36	Hypothalamic Sim1 neurons	Precerebellar neurons	Developmental progression	0.028106	-0.028106	0.115590498858093	0.0874845460209683	221	237
Brain_spinal_cord	BS_M47	BS_M36	Spinal V0 interneurons	Precerebellar neurons	Developmental progression	0.026495	-0.026495	0.113979929831958	0.0874845460209683	249	237
Brain_spinal_cord	BS_M40	BS_M51	Spinal cord/r7/r8	Spinal V3 interneurons	Developmental progression	0.007413	-0.007413	0.20034856098446	0.192935423593941	242	254
Brain_spinal_cord	BS_M40	BS_M50	Spinal cord/r7/r8	Spinal V2b interneurons	Developmental progression	0.101754	-0.101754	0.20034856098446	0.0985949269297624	242	253
Brain_spinal_cord	BS_M54	BS_M33	Telencephalon	Oligodendrocyte progenitor cells	Developmental progression	0.024735	-0.024735	0.109373441164647	0.0846382603363418	257	234
Brain_spinal_cord	BS_M20	BS_M33	Hindbrain	Oligodendrocyte progenitor cells	Developmental progression	0.109766	-0.109766	0.194404347706721	0.0846382603363418	220	234
Gastrulation_E8.5b	Ga_M12	L_M8	Cardiogenic mesoderm	First heart field	Dataset equivalence	0.0369626331909681	0.0369626331909681	0.0031095907766375	0.0400722239676056	28	179
Gastrulation_E8.5b	Ga_M26	L_M8	Lateral plate mesoderm	First heart field	Dataset equivalence	0.0220414315472783	0.0220414315472783	0.0180307924203273	0.0400722239676056	42	179
Gastrulation_E8.5b	Ga_M21	G_M8	Gut	Gut	Dataset equivalence	0.145126807858515	0.145126807858515	0.0180522737927801	0.163179081651295	37	123
Gastrulation_E8.5b	Ga_M22	L_M13	Gut mesenchyme	Gut mesenchyme	Dataset equivalence	0.229282654419906	0.229282654419906	0.0743738132498696	0.303656467669776	38	157
Gastrulation_E8.5b	Ga_M23	En_M7	Hematoendothelial progenitors	Hematoendothelial progenitors	Dataset equivalence	NA	NA	0.0010999914464117	NA	39	62
Gastrulation_E8.5b	Ga_M17	En_M7	Endothelium	Hematoendothelial progenitors	Dataset equivalence	NA	NA	0.000744512333107	NA	33	62
Gastrulation_E8.5b	Ga_M24	BS_M20	Hindbrain	Hindbrain	Dataset equivalence	0.184099954941864	0.184099954941864	0.0103043927648578	0.194404347706721	40	220
Brain_spinal_cord	BS_M20	BS_M2	Hindbrain	Anterior roof plate	Developmental progression	0.126045677497186	-0.126045677497186	0.194404347706721	0.0683586702095352	220	219
Gastrulation_E8.5b	Ga_M27	BS_M25	Midbrain	Midbrain	Dataset equivalence	0.10735426722201	0.10735426722201	0.0038412956930872	0.111195562915097	43	225
Gastrulation_E8.5b	Ga_M31	M_M11	Paraxial mesoderm (Tbx6+)	Mesodermal progenitors (Tbx6+)	Dataset equivalence	0.196739995127424	0.196739995127424	0.0069135722626425	0.203653567390066	47	266
Gastrulation_E8.5b	Ga_M27	BS_M27	Midbrain	Midbrain-hindbrain boundary	Dataset equivalence	0.165221882830351	0.165221882830351	0.0038412956930872	0.169063178523438	43	227
Gastrulation_E8.5b	Ga_M29	PG_M4	Neural crest	Neural crest (PNS glia)	Dataset equivalence	0.0584645791099568	0.0584645791099568	0.0002769301895515	0.0587415092995083	45	128
Gastrulation_E8.5b	Ga_M14	BS_M31	CLE and NMPs	NMPs and spinal cord progenitors	Dataset equivalence	0.279927550944807	0.279927550944807	0.006091635505698	0.286019186450505	30	232
Gastrulation_E8.5b	Ga_M30	No_M1	Notochord	Notochord	Dataset equivalence	0.251804966762825	0.251804966762825	0.0314645191409897	0.283269485903814	46	282
Gastrulation_E8.5b	Ga_M36	Ep_M14	Surface ectoderm	Olfactory epithelial cells	Dataset equivalence	0.0266775152924986	0.0266775152924986	0.0026115682766845	0.0292890835691831	52	70
Gastrulation_E8.5b	Ga_M36	Ep_M16	Surface ectoderm	Otic epithelial cells	Dataset equivalence	0.0477891922343122	0.0477891922343122	0.0026115682766845	0.0504007605109967	52	72
Gastrulation_E8.5b	Ga_M36	Ep_M21	Surface ectoderm	Placodal area	Dataset equivalence	0.113727178573484	0.113727178573484	0.0026115682766845	0.116338746850168	52	78
Gastrulation_E8.5b	Ga_M19	BS_M34	Floor plate	Floorplate and p3 domain	Dataset equivalence	0.161255305482855	0.161255305482855	0.0965757967269595	0.257831102209815	35	235
Gastrulation_E8.5b	Ga_M35	BS_M35	Spinal cord	Posterior roof plate	Dataset equivalence	0.172040317248651	0.172040317248651	0.015675142118863	0.187715459367514	51	236
Gastrulation_E8.5b	Ga_M36	Ep_M22	Surface ectoderm	Pre-epidermal keratinocytes	Dataset equivalence	0.0657161066474135	0.0657161066474135	0.0026115682766845	0.068327674924098	52	79
Gastrulation_E8.5b	Ga_M33	B_M24	Primitive erythroid cells	Primitive erythroid cells	Dataset equivalence	NA	NA	0.0004304977883409	NA	49	197
Gastrulation_E8.5b	Ga_M34	Ep_M23	Primordial germ cells	Primordial germ cells	Dataset equivalence	NA	NA	0.002028947368421	NA	50	80
Gastrulation_E8.5b	Ga_M25	R_M10	Intermediate mesoderm	Posterior intermediate mesoderm	Dataset equivalence	0.0553511164704214	0.0553511164704214	0.0089153091060985	0.0642664255765199	41	140
