system	meta_group	total_cells_node	node_age_mean	node_age_weighted	n_celltypes_in_node	delta_input	delta_output	delta_delta
Epithelial_cells	Ep_M6	248	36.354838709677416	36.79717365383567	1	-0.038242	0	-0.038242
Epithelial_cells	Ep_M7	566	37.17667844522968	38.25728408246055	1	-0.014477	0	-0.014477
Epithelial_cells	Ep_M8	894	36.391498881431765	35.83818956138062	1	-0.016504	0	-0.016504
Epithelial_cells	Ep_M9	4112	35.11843385214008	36.08567373453683	1	0.091995	0	0.091995
Eye	Ey_M1	2609	40.87504791107704	40.7753222705037	1	-0.00445	0.01217	-0.01662
Eye	Ey_M10	22496	34.066678520625885	34.53983356319809	1	0.049097	-0.17377199999999998	0.22286899999999998
Eye	Ey_M11	3437	13.6491125981961	14.255105470726752	1	0.016477	-0.015516	0.031993
Eye	Ey_M12	1540	40.176623376623375	39.475164904431594	1	-0.024947	1.4100000000000007e-4	-0.025088
Eye	Ey_M13	742	33.66576819407008	32.86399119552576	1	1.95e-4	0	1.95e-4
Eye	Ey_M14	6903	33.147037519918875	32.338532443224345	1	-0.033148	1.95e-4	-0.033343
Eye	Ey_M15	1850	22.778378378378378	21.952251870167945	1	-0.020342	0	-0.020342
Eye	Ey_M16	4757	35.38805970149254	35.44776134262107	1	-0.123253	-0.131303	0.008050000000000002
Eye	Ey_M17	467	42.63169164882227	43.18691533752408	1	-0.001467	0	-0.001467
Eye	Ey_M18	4116	26.849125364431487	27.59894432241461	1	-0.015516	0	-0.015516
Eye	Ey_M2	2320	36.30560344827586	35.398448556996435	1	-0.02797	-0.001679	-0.026291
Eye	Ey_M3	1105	39.41990950226244	39.912003452646886	1	-0.021899	0	-0.021899
Eye	Ey_M4	580	39.18448275862069	39.01061603620683	1	0.01217	0	0.01217
Eye	Ey_M5	553	24.918625678119348	24.809566471570967	1	-0.126097	-0.002216	-0.12388099999999999
Eye	Ey_M6	2793	36.93197278911565	37.64925652017528	1	-0.021731	0	-0.021731
Eye	Ey_M7	42457	7.830251784158091	8.119862889068393	1	0.0745376832724686	-0.030345999999999998	0.1048836832724686
Eye	Ey_M8	471	35.76645435244161	36.813107921210474	1	0.002771	0	0.002771
Eye	Ey_M9	236	35.17372881355932	34.81975593867427	1	-0.002216	0	-0.002216
