system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,sh_x,median_x,q90_x,frac>0_x,variance_x,std_x,n_y,sh_y,median_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d
Epithelial_cells,Ep_M21,Ep_M14,Placodal area,Olfactory epithelial cells,Developmental progression,78,70,200,177,60938,0.057258031108542,-0.113284413019816,0.7498533970514935,0.4498178476484295,0.2511892740559637,0.5011878630373682,33331,-0.2286986867264526,-0.3193291091918945,0.1890106232961019,0.1707119498364885,0.0821107547100559,0.2865497421217753,0.2859567178349946,-0.2859567178349946,-0.7004830420178371
Epithelial_cells,Ep_M22,Ep_M3,Pre-epidermal keratinocytes,Basal keratinocytes,Developmental progression,79,84,205,31,114402,-0.0765948375414121,-0.2504151439666748,0.5185572992960613,0.3197496547263159,0.1755604135729942,0.4189993002058526,19591,0.2497290387812904,0.1260762739181519,1.1046849377950032,0.5400438977081313,0.3649666242823847,0.6041246761078252,0.3263238763227025,0.3263238763227025,0.6277043490221481
Epithelial_cells,Ep_M21,Ep_M5,Placodal area,Branchial arch epithelium,Developmental progression,78,86,200,40,60938,0.057258031108542,-0.113284413019816,0.7498533970514935,0.4498178476484295,0.2511892740559637,0.5011878630373682,41134,-0.0753203284187206,-0.2282402229309082,0.5261766223907471,0.2881800943258618,0.1587945338974161,0.3984903184487876,0.1325783595272626,-0.1325783595272626,-0.2928223935866154
Epithelial_cells,Ep_M22,Ep_M10,Pre-epidermal keratinocytes,Granular keratinocytes,Developmental progression,79,66,205,105,114402,-0.0765948375414121,-0.2504151439666748,0.5185572992960613,0.3197496547263159,0.1755604135729942,0.4189993002058526,41185,-0.1988504624855638,-0.2765802955627441,0.1920442711512247,0.1571931528469103,0.0786078978965989,0.2803710004558227,0.1222556249441517,-0.1222556249441517,-0.34294395019626295
Epithelial_cells,Ep_M21,Ep_M15,Placodal area,Olfactory pit cells,Developmental progression,78,71,200,178,60938,0.057258031108542,-0.113284413019816,0.7498533970514935,0.4498178476484295,0.2511892740559637,0.5011878630373682,2081,-0.0854449206935315,-0.2509631729125977,0.4373894309997558,0.3613647284959154,0.1527357419540439,0.3908142038795978,0.1427029518020735,-0.1427029518020735,-0.31753937011540617
Epithelial_cells,Ep_M22,Ep_M2,Pre-epidermal keratinocytes,Apical ectodermal ridge,Developmental progression,79,76,205,24,114402,-0.0765948375414121,-0.2504151439666748,0.5185572992960613,0.3197496547263159,0.1755604135729942,0.4189993002058526,6330,-0.1930162340288981,-0.3187162113189697,0.3234072624842328,0.2412322274881516,0.1069114800165435,0.3269732099370581,0.11642139648748599,-0.11642139648748599,-0.30978485482284335
Epithelial_cells,Ep_M20,Ep_M19,Pituitary/Pineal gland progenitors,Pituitary gland cells,Developmental progression,77,75,199,198,2797,0.1203836137020123,0.0458488210042318,0.7568269405364991,0.5244905255631033,0.2175632706070513,0.4664367809329056,4964,-0.1430736847054148,-0.2489425659179687,0.3084450831413269,0.2348912167606768,0.0868208062141454,0.2946537055835977,0.2634572984074271,-0.2634572984074271,-0.6753272390275054
Epithelial_cells,Ep_M5,Ep_M9,Branchial arch epithelium,Dental epithelial cells,Developmental progression,86,90,40,71,41134,-0.0753203284187206,-0.2282402229309082,0.5261766223907471,0.2881800943258618,0.1587945338974161,0.3984903184487876,9903,0.2408527824972506,0.2046013689041138,0.8978410828908298,0.5888114712713319,0.2525359921537004,0.5025295933113794,0.3161731109159712,0.3161731109159712,0.6971792611175535
Epithelial_cells,Ep_M5,Ep_M26,Branchial arch epithelium,Tooth junctional epithelium,Developmental progression,86,83,40,253,41134,-0.0753203284187206,-0.2282402229309082,0.5261766223907471,0.2881800943258618,0.1587945338974161,0.3984903184487876,2918,-0.2653369450721671,-0.2824280166625976,-0.1130912733078002,0.0421521590130226,0.029692587748759,0.1723153729321881,0.1900166166534465,-0.1900166166534465,-0.6189644947489101
Epithelial_cells,Ep_M21,Ep_M20,Placodal area,Pituitary/Pineal gland progenitors,Developmental progression,78,77,200,199,60938,0.057258031108542,-0.113284413019816,0.7498533970514935,0.4498178476484295,0.2511892740559637,0.5011878630373682,2797,0.1203836137020123,0.0458488210042318,0.7568269405364991,0.5244905255631033,0.2175632706070513,0.4664367809329056,0.06312558259347029,0.06312558259347029,0.1303912888006782
