system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,sh_x,median_x,q90_x,frac>0_x,variance_x,std_x,n_y,sh_y,median_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d
Blood,B_M8,B_M9,Definitive early erythroblasts (CD36-),Definitive erythroblasts (CD36+),Developmental progression,206,207,67,70,929291,0.0159490046732279,-0.0448514080047607,0.3454750474294027,0.1588867211669972,0.0410108856370428,0.2025114456939233,92446,-0.003717530398278,-0.0147486591339111,0.0,0.0158362719858079,0.0098087002131005,0.0990388823296211,0.0196665350715059,-0.0196665350715059,-0.12337503475446683
Blood,B_M11,B_M18,Hematopoietic stem cells (Cd34+),Monocytes,Developmental progression,183,190,111,151,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,29268,-0.0747154647080123,-0.1004133669535319,-0.0291513586044312,0.0705890392237255,0.0182218089136221,0.1349881806441667,0.05304991495890529,-0.05304991495890529,-0.3074140822449913
Blood,B_M19,B_M23,Monocytic myeloid-derived suppressor cells,PMN myeloid-derived suppressor cells,Developmental progression,191,196,152,186,24741,-0.0684136497151592,-0.081294085184733,-0.027624880472819,0.0280910229982619,0.0106165934386326,0.1030368547590263,15382,-0.0558068342634694,-0.0595329984029134,-0.0189791377385457,0.0087114809517618,0.0057130809610288,0.0755849254880151,0.012606815451689804,0.012606815451689804,0.1395184460619165
Blood,B_M25,B_M26,Regulatory T cells,T cells,Developmental progression,198,199,213,247,9800,0.0008719443543427,-0.0859500376383463,0.4043833317756653,0.1859183673469387,0.0555656378831123,0.2357236472717837,70028,-0.0222611683199682,-0.0796690781911214,0.2223465693791708,0.1101702176272348,0.0427364730688886,0.2067280171357734,0.0231331126743109,-0.0231331126743109,-0.10434404029478946
Blood,B_M26,B_M1,T cells,Activated T cells,Developmental progression,199,181,247,5,70028,-0.0222611683199682,-0.0796690781911214,0.2223465693791708,0.1101702176272348,0.0427364730688886,0.2067280171357734,6621,-0.0297947386961199,-0.0755596669514973,-0.0254071521759033,0.0690228062226249,0.0397177235441743,0.1992930594480759,0.0075335703761517,-0.0075335703761517,-0.037103037495252345
Blood,B_M15,B_M8,Megakaryocyte-erythroid progenitors,Definitive early erythroblasts (CD36-),Developmental progression,187,206,138,67,13436,0.0170045965121203,-0.0950595347086588,0.398443210919698,0.299866031557011,0.0557985721985432,0.2362172140182489,929291,0.0159490046732279,-0.0448514080047607,0.3454750474294027,0.1588867211669972,0.0410108856370428,0.2025114456939233,0.0010555918388924015,-0.0010555918388924015,-0.004797910338256886
Blood,B_M5,B_M17,Border-associated macrophages,Microglia,Developmental progression,203,189,36,145,65191,-0.0428894282681379,-0.0711910947163899,-0.0174603160222371,0.0577993894862787,0.0216704989814881,0.1472090315893972,8382,-0.0430267996422233,-0.0756041876475016,-0.0183721868197123,0.0617990932951562,0.0235506693290573,0.1534622733086453,0.0001373713740853988,-0.0001373713740853988,-0.0009135668895713554
Blood,B_M11,B_M5,Hematopoietic stem cells (Cd34+),Border-associated macrophages,Developmental progression,183,203,111,36,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,65191,-0.0428894282681379,-0.0711910947163899,-0.0174603160222371,0.0577993894862787,0.0216704989814881,0.1472090315893972,0.0212238785190309,-0.0212238785190309,-0.11957512925770418
Blood,B_M12,B_M19,Hematopoietic stem cells (Mpo+),Monocytic myeloid-derived suppressor cells,Developmental progression,184,191,112,152,23128,-0.0502673521867971,-0.0980870374043782,0.1641172793706257,0.1337340020754064,0.0277914387328579,0.1667076444943602,24741,-0.0684136497151592,-0.081294085184733,-0.027624880472819,0.0280910229982619,0.0106165934386326,0.1030368547590263,0.018146297528362103,-0.018146297528362103,-0.1309459276970133
Blood,B_M11,B_M12,Hematopoietic stem cells (Cd34+),Hematopoietic stem cells (Mpo+),Developmental progression,183,184,111,112,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,23128,-0.0502673521867971,-0.0980870374043782,0.1641172793706257,0.1337340020754064,0.0277914387328579,0.1667076444943602,0.0286018024376901,-0.0286018024376901,-0.1538429155655314
Blood,B_M11,B_M7,Hematopoietic stem cells (Cd34+),Conventional dendritic cells,Developmental progression,183,205,111,61,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,4582,-0.0671799229205339,-0.1021280034383138,-0.0355232308705647,0.0683107813182016,0.0264814939920354,0.1627313552823653,0.0455143731714269,-0.0455143731714269,-0.24716497037301535
Blood,B_M3,B_M4,B cell progenitors,B cells,Developmental progression,201,202,29,30,1295,0.0414472683117349,-0.0712039311726888,0.444963855425517,0.288030888030888,0.0611078077375572,0.2471999347442415,43057,-0.0075475305069055,-0.0557407760620117,0.0,0.0932020345123905,0.0370569058143876,0.1925017034064572,0.0489947988186404,-0.0489947988186404,-0.2211501685639045
Blood,B_M11,B_M8,Hematopoietic stem cells (Cd34+),Definitive early erythroblasts (CD36-),Developmental progression,183,206,111,67,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,929291,0.0159490046732279,-0.0448514080047607,0.3454750474294027,0.1588867211669972,0.0410108856370428,0.2025114456939233,0.0376145544223349,0.0376145544223349,0.1853713334669756
Blood,B_M5,B_M13,Border-associated macrophages,Kupffer cells,Developmental progression,203,185,36,127,65191,-0.0428894282681379,-0.0711910947163899,-0.0174603160222371,0.0577993894862787,0.0216704989814881,0.1472090315893972,33417,-0.0577729128549355,-0.0795376014709472,-0.0197973903020222,0.0509321602777029,0.0153584213647694,0.1239290981358675,0.014883484586797599,-0.014883484586797599,-0.10938281481097449
Blood,B_M27,B_M26,T-NK progenitors,T cells,Developmental progression,200,199,248,247,1901,-0.0262751244503678,-0.0899107678731282,0.2814818938573201,0.1588637559179379,0.0372806157119752,0.193081888617175,70028,-0.0222611683199682,-0.0796690781911214,0.2223465693791708,0.1101702176272348,0.0427364730688886,0.2067280171357734,0.0040139561303996,0.0040139561303996,0.0200676374448272
Blood,B_M27,B_M25,T-NK progenitors,Regulatory T cells,Developmental progression,200,198,248,213,1901,-0.0262751244503678,-0.0899107678731282,0.2814818938573201,0.1588637559179379,0.0372806157119752,0.193081888617175,9800,0.0008719443543427,-0.0859500376383463,0.4043833317756653,0.1859183673469387,0.0555656378831123,0.2357236472717837,0.0271470688047105,0.0271470688047105,0.12599570742776664
Blood,B_M5,B_M6,Border-associated macrophages,Border-associated macrophages (Ms4a8a+),Developmental progression,203,204,36,37,65191,-0.0428894282681379,-0.0711910947163899,-0.0174603160222371,0.0577993894862787,0.0216704989814881,0.1472090315893972,4736,-0.0636300352396997,-0.0787105719248453,-0.0307591931025187,0.0329391891891891,0.0120284700007886,0.1096743816977722,0.020740606971561805,-0.020740606971561805,-0.15978211029063102
Blood,B_M11,B_M3,Hematopoietic stem cells (Cd34+),B cell progenitors,Developmental progression,183,201,111,29,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,1295,0.0414472683117349,-0.0712039311726888,0.444963855425517,0.288030888030888,0.0611078077375572,0.2471999347442415,0.0631128180608419,0.0631128180608419,0.2788597868047832
Blood,B_M11,B_M15,Hematopoietic stem cells (Cd34+),Megakaryocyte-erythroid progenitors,Developmental progression,183,187,111,138,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,13436,0.0170045965121203,-0.0950595347086588,0.398443210919698,0.299866031557011,0.0557985721985432,0.2362172140182489,0.038670146261227306,0.038670146261227306,0.1754687832969342
Blood,B_M11,B_M22,Hematopoietic stem cells (Cd34+),Plasmacytoid dendritic cells,Developmental progression,183,195,111,201,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,1101,0.0131808687382454,-0.0713870620727539,0.4169811344146729,0.1553133514986376,0.05534868762474,0.2352630179708236,0.0348464184873524,0.0348464184873524,0.15848575966635997
Blood,B_M18,B_M7,Monocytes,Conventional dendritic cells,Developmental progression,190,205,151,61,29268,-0.0747154647080123,-0.1004133669535319,-0.0291513586044312,0.0705890392237255,0.0182218089136221,0.1349881806441667,4582,-0.0671799229205339,-0.1021280034383138,-0.0355232308705647,0.0683107813182016,0.0264814939920354,0.1627313552823653,0.007535541787478395,0.007535541787478395,0.05040338156400167
Blood,B_M11,B_M10,Hematopoietic stem cells (Cd34+),Granulocytes,Developmental progression,183,182,111,106,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,3547,-0.0540243284015119,-0.0867665354410807,-0.0168947381973266,0.0817592331547786,0.0215051368156175,0.1466462983358856,0.0323587786524049,-0.0323587786524049,-0.18254875291504793
Blood,B_M18,B_M2,Monocytes,Adipose tissue macrophages,Developmental progression,190,192,151,8,29268,-0.0747154647080123,-0.1004133669535319,-0.0291513586044312,0.0705890392237255,0.0182218089136221,0.1349881806441667,4190,-0.0686311051380852,-0.090851551691691,-0.0217317730585734,0.0568019093078758,0.017333559961248,0.1316569783993543,0.006084359569927103,0.006084359569927103,0.04563281656975003
Blood,B_M11,B_M14,Hematopoietic stem cells (Cd34+),Mast cells,Developmental progression,183,186,111,137,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,23828,0.0096981945814159,-0.0666443125406901,0.3777055818239848,0.1763891220412959,0.0494245022850062,0.2223162213717349,0.0313637443305229,0.0313637443305229,0.1472279084055152
Blood,B_M11,B_M27,Hematopoietic stem cells (Cd34+),T-NK progenitors,Developmental progression,183,200,111,248,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,1901,-0.0262751244503678,-0.0899107678731282,0.2814818938573201,0.1588637559179379,0.0372806157119752,0.193081888617175,0.004609574701260798,-0.004609574701260798,-0.023249504493464152
Blood,B_M5,B_M21,Border-associated macrophages,Osteoclasts,Developmental progression,203,194,36,183,65191,-0.0428894282681379,-0.0711910947163899,-0.0174603160222371,0.0577993894862787,0.0216704989814881,0.1472090315893972,3323,-0.0414614146409152,-0.0991115442911783,0.221400226910909,0.1808606680710201,0.0329139709870672,0.1814220796569899,0.0014280136272227031,0.0014280136272227031,0.008643961042706847
Blood,B_M11,B_M25,Hematopoietic stem cells (Cd34+),Regulatory T cells,Developmental progression,183,198,111,213,37750,-0.021665549749107,-0.095818395614624,0.3134579642613728,0.1881059602649006,0.0413378035918838,0.2033170027122272,9800,0.0008719443543427,-0.0859500376383463,0.4043833317756653,0.1859183673469387,0.0555656378831123,0.2357236472717837,0.022537494103449702,0.022537494103449702,0.10238846294093848
Blood,B_M15,B_M16,Megakaryocyte-erythroid progenitors,Megakaryocytes,Developmental progression,187,188,138,139,13436,0.0170045965121203,-0.0950595347086588,0.398443210919698,0.299866031557011,0.0557985721985432,0.2362172140182489,14777,-0.0381247526756955,-0.0852441533406575,0.191660709063212,0.1405562698788658,0.0275975763367616,0.1661251827290543,0.0551293491878158,-0.0551293491878158,-0.2699758183777832
Blood,B_M27,B_M20,T-NK progenitors,Natural killer cells,Developmental progression,200,193,248,165,1901,-0.0262751244503678,-0.0899107678731282,0.2814818938573201,0.1588637559179379,0.0372806157119752,0.193081888617175,2961,-0.0556749092422733,-0.0986257680257161,-0.0236829217274983,0.0847686592367443,0.0343696297636838,0.1853904791613738,0.0293997847919055,-0.0293997847919055,-0.15532819941458317
