system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,median_x,sh_x,q90_x,frac>0_x,variance_x,std_x,n_y,median_y,sh_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change
Gut,G_M3,G_M12,Alveolar Type 1 cells,Lung cells (Eln+),Developmental progression,118,112,14,133,14321,-0.1507129669189453,-0.1096088647612662,0.0,0.0092172334334194,0.4586841230761477,0.6772622262286209,5308,-0.1834031295776367,1.1686261177781658,6.852109752655029,0.2123210248681236,8.847278135955532,2.974437448654036,1.278235,1.278235,0.5926,-1166.18,1166.18
Gut,G_M8,G_M15,Gut,Pancreatic acinar cells,Developmental progression,123,115,108,188,21287,-0.1610127639770507,0.0723126358707464,0.0,0.0396016348005825,2.062785680306653,1.4362401193068843,3747,-0.1354524612426758,0.8567980227738913,6.8087820720672605,0.136375767280491,6.545962472193825,2.55850786049092,0.784485,0.784485,0.3781,1084.85,1084.85
Gut,G_M13,G_M2,Lung progenitor cells,Airway goblet cells,Developmental progression,113,117,135,11,28988,0.0,0.249582172690284,0.0,0.0494342486546157,2.6045954872245525,1.6138759206409123,408,-0.175640230178833,-0.225753173197017,0.0,0.0049019607843137,0.1790801100249961,0.4231785793550947,0.475335,-0.475335,-0.4029,-190.45,190.45
Gut,G_M8,G_M7,Gut,Foregut epithelial cells,Developmental progression,123,122,108,97,21287,-0.1610127639770507,0.0723126358707464,0.0,0.0396016348005825,2.062785680306653,1.4362401193068843,6962,-0.3854844379425048,-0.3948261548047502,0.0,0.0056018385521401,0.3909803998844009,0.6252842552666754,0.467139,-0.467139,-0.4217,-646.0,646.0
Gut,G_M8,G_M16,Gut,Pancreatic islets,Developmental progression,123,116,108,189,21287,-0.1610127639770507,0.0723126358707464,0.0,0.0396016348005825,2.062785680306653,1.4362401193068843,1323,-0.4885434150695801,-0.3871671193166835,-0.159755781173706,0.018896447467876,0.8838114656222076,0.9401124749848858,0.45948,-0.45948,-0.3785,-635.41,635.41
Gut,G_M13,G_M1,Lung progenitor cells,Airway club cells,Developmental progression,113,109,135,10,28988,0.0,0.249582172690284,0.0,0.0494342486546157,2.6045954872245525,1.6138759206409123,6264,-0.1519881057739257,-0.1420685635139811,0.0,0.0030332056194125,0.1861454801179203,0.4314458020631564,0.391651,-0.391651,-0.3316,-156.92,156.92
Gut,G_M13,G_M3,Lung progenitor cells,Alveolar Type 1 cells,Developmental progression,113,118,135,14,28988,0.0,0.249582172690284,0.0,0.0494342486546157,2.6045954872245525,1.6138759206409123,14321,-0.1507129669189453,-0.1096088647612662,0.0,0.0092172334334194,0.4586841230761477,0.6772622262286209,0.359191,-0.359191,-0.2902,-143.92,143.92
Gut,G_M13,G_M4,Lung progenitor cells,Alveolar Type 2 cells,Developmental progression,113,119,135,15,28988,0.0,0.249582172690284,0.0,0.0494342486546157,2.6045954872245525,1.6138759206409123,21443,0.0,-0.0677442893293462,0.0,0.0050832439490742,0.2955278660675498,0.5436247474752689,0.317326,-0.317326,-0.2635,-127.14,127.14
Gut,G_M8,G_M14,Gut,Midgut/Hindgut epithelial cells,Developmental progression,123,114,108,150,21287,-0.1610127639770507,0.0723126358707464,0.0,0.0396016348005825,2.062785680306653,1.4362401193068843,47855,-0.1497270107269287,-0.1285106764701625,0.0,0.0050987357642879,0.291748928692334,0.5401378793348361,0.200823,-0.200823,-0.1851,-277.72,277.72
Gut,G_M8,G_M13,Gut,Lung progenitor cells,Developmental progression,123,113,108,135,21287,-0.1610127639770507,0.0723126358707464,0.0,0.0396016348005825,2.062785680306653,1.4362401193068843,28988,0.0,0.249582172690284,0.0,0.0494342486546157,2.6045954872245525,1.6138759206409123,0.17727,0.17727,0.116,245.14,245.14
