system	x	y	x_name	y_name	edge_type	x_number	y_number	x_id	y_id	n_x	median_x	sh_x	q90_x	frac>0_x	variance_x	std_x	n_y	median_y	sh_y	q90_y	frac>0_y	variance_y	std_y	abs_delta	delta	cohens_d	pct_change	abs_pct_change	system_name
Brain_spinal_cord	BS_M54	BS_M15	Telencephalon	Dorsal telencephalon	Developmental progression	257	214	249	79	430409	-0.959811356862386	-0.251393378014101	2.01397010040283	0.299378033451903	2.86576200872556	1.69285616894217	30144	-1.0008896223704	-0.560952057252517	1.45314929771423	0.241839171974522	1.51215825573812	1.22969844097572	0.309559	-0.309559	-0.2092	123.14	123.14	Brain_spinal_cord
Brain_spinal_cord	BS_M40	BS_M34	Spinal cord/r7/r8	Floorplate and p3 domain	Developmental progression	242	235	234	95	395636	0.961362841924032	0.835499220278825	3.27359512646993	0.535492220121526	3.71460594600617	1.92733130156861	44992	1.36006622314453	1.14427886183572	3.95146764564514	0.679809743954481	3.84498524287439	1.9608633922011	0.30878	0.30878	0.1588	36.96	36.96	Brain_spinal_cord
Brain_spinal_cord	BS_M40	BS_M49	Spinal cord/r7/r8	Spinal V2a interneurons	Developmental progression	242	251	234	227	395636	0.961362841924032	0.835499220278825	3.27359512646993	0.535492220121526	3.71460594600617	1.92733130156861	11065	-0.485100994110107	0.534915596459066	3.34862793159485	0.309263443289652	3.30733586434136	1.81860822178427	0.300584	-0.300584	-0.1604	-35.98	35.98	Brain_spinal_cord
Brain_spinal_cord	BS_M25	BS_M52	Midbrain	Striatal projection neurons	Developmental progression	225	255	147	242	145124	-0.768415358861287	-0.0572447289290287	2.11055882898966	0.304002094760343	2.67048489764447	1.63416183337039	6235	-0.8280286693573	-0.331380945259223	2.3724879693985	0.16663993584603	1.87164204028414	1.36807969076517	0.274136	-0.274136	-0.1819	478.88	478.88	Brain_spinal_cord
Brain_spinal_cord	BS_M42	BS_M19	Spinal dI2 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	244	218	236	103	21843	-0.516540222167969	0.0847611303171853	2.95376772880554	0.193700499015703	2.13192276929755	1.46011053324656	570526	-0.568314571380615	-0.143774781586842	2.35049537420273	0.175783399880111	1.78316934030527	1.33535363866852	0.228536	-0.228536	-0.1633	-269.62	269.62	Brain_spinal_cord
Brain_spinal_cord	BS_M44	BS_M18	Spinal dI4 interneurons	GABAergic neurons (after E13.0)	Developmental progression	246	217	238	100	38632	-0.428375883102417	0.128656292402564	3.06545324087143	0.172732449782564	2.04299395678344	1.42933339595192	292004	-0.588472533226013	-0.0922782792897716	2.46941485595703	0.196254160901905	1.94874350310719	1.39597403382269	0.220935	-0.220935	-0.1564	-171.72	171.72	Brain_spinal_cord
Brain_spinal_cord	BS_M7	BS_M16	Choroid plexus	Ependymal cells	Developmental progression	261	215	51	85	9441	-0.97794792175293	-0.591143711023284	1.1756621615092	0.292553754898845	1.40647207025119	1.18594775190612	5895	-0.98583210627238	-0.784626097042007	0.708234750111898	0.182527565733673	0.898368060147804	0.94782279997255	0.193482	-0.193482	-0.1802	32.73	32.73	Brain_spinal_cord
Brain_spinal_cord	BS_M33	BS_M8	Oligodendrocyte progenitor cells	Committed oligodendrocyte precursors	Developmental progression	234	262	180	57	29522	-1.23521188577016	-0.918116330006979	0.85505599975586	0.230573809362509	1.41265351175607	1.18855101352701	1865	-1.15477368672689	-0.726803050188639	1.19376545588175	0.267024128686327	1.67260691225566	1.2932930496433	0.191313	0.191313	0.154	-20.84	20.84	Brain_spinal_cord
Brain_spinal_cord	BS_M52	BS_M19	Striatal projection neurons	Glutamatergic neurons (after E13.0)	Developmental progression	255	218	242	103	6235	-0.8280286693573	-0.331380945259223	2.3724879693985	0.16663993584603	1.87164204028414	1.36807969076517	570526	-0.568314571380615	-0.143774781586842	2.35049537420273	0.175783399880111	1.78316934030527	1.33535363866852	0.187606	0.187606	0.1388	-56.61	56.61	Brain_spinal_cord
Brain_spinal_cord	BS_M20	BS_M3	Hindbrain	Astrocytes	Developmental progression	220	230	115	27	197367	0.608872989018758	0.612983073489076	3.12752704493205	0.518683467854302	3.62182414914149	1.90310907442046	109750	0.57387865225474	0.445883106371793	2.57251387755076	0.607234624145786	2.7416200460182	1.65578381620856	0.1671	-0.1671	-0.0937	-27.26	27.26	Brain_spinal_cord
Brain_spinal_cord	BS_M17	BS_M18	GABAergic cortical interneurons	GABAergic neurons (after E13.0)	Developmental progression	216	217	99	100	603448	-0.432261009216309	0.0748155118136196	2.94567287158966	0.175653908870358	2.07080965799855	1.4390308050902	292004	-0.588472533226013	-0.0922782792897716	2.46941485595703	0.196254160901905	1.94874350310719	1.39597403382269	0.167094	-0.167094	-0.1179	-223.34	223.34	Brain_spinal_cord
Brain_spinal_cord	BS_M41	BS_M19	Spinal dI1 interneurons	Glutamatergic neurons (after E13.0)	Developmental progression	243	218	235	103	35714	-0.495518312454224	0.0203487611228183	2.85428542327881	0.167525340202722	1.86492508417635	1.36562259946749	570526	-0.568314571380615	-0.143774781586842	2.35049537420273	0.175783399880111	1.78316934030527	1.33535363866852	0.164124	-0.164124	-0.1215	-806.55	806.55	Brain_spinal_cord
Brain_spinal_cord	BS_M47	BS_M36	Spinal V0 interneurons	Precerebellar neurons	Developmental progression	249	237	225	207	9397	-0.469279403686523	0.424761283978942	3.17655415916443	0.290092582739172	2.81922767867779	1.67905559130059	1286	-0.411006531715393	0.282199449353789	3.07184026241302	0.225505443234837	2.31024088894759	1.51994765993688	0.142562	-0.142562	-0.089	-33.56	33.56	Brain_spinal_cord
Brain_spinal_cord	BS_M21	BS_M36	Hypothalamic Sim1 neurons	Precerebellar neurons	Developmental progression	221	237	118	207	19592	-0.493675527572632	0.418549025185062	3.22062137126923	0.283789301755819	3.0366887656294	1.74260975712562	1286	-0.411006531715393	0.282199449353789	3.07184026241302	0.225505443234837	2.31024088894759	1.51994765993688	0.13635	-0.13635	-0.0834	-32.58	32.58	Brain_spinal_cord
Brain_spinal_cord	BS_M40	BS_M51	Spinal cord/r7/r8	Spinal V3 interneurons	Developmental progression	242	254	234	229	395636	0.961362841924032	0.835499220278825	3.27359512646993	0.535492220121526	3.71460594600617	1.92733130156861	4440	-0.408376798629761	0.961381350532308	3.39353708744049	0.47972972972973	3.8049056831095	1.95061674429128	0.125882	0.125882	0.0649	15.07	15.07	Brain_spinal_cord
Brain_spinal_cord	BS_M11	BS_M53	Deep-layer neurons	Subplate neurons	Developmental progression	210	256	66	243	236402	-0.569422278404236	-0.310553313727496	1.43397052526474	0.10290945085067	1.15669750366899	1.07549872322983	103397	-0.649281511306763	-0.429595246326532	-0.0836470508575439	0.0905538845421047	0.927614545054343	0.963127481206067	0.119042	-0.119042	-0.1166	38.33	38.33	Brain_spinal_cord
Brain_spinal_cord	BS_M20	BS_M6	Hindbrain	Cerebellum-related cells	Developmental progression	220	260	115	47	197367	0.608872989018758	0.612983073489076	3.12752704493205	0.518683467854302	3.62182414914149	1.90310907442046	9252	0.407522983551025	0.518094914714719	3.496932873408	0.555555555555556	3.95697997248429	1.98921591902043	0.094888	-0.094888	-0.0487	-15.48	15.48	Brain_spinal_cord
Brain_spinal_cord	BS_M2	BS_M7	Anterior roof plate	Choroid plexus	Developmental progression	219	261	23	51	16098	-1.09549601236979	-0.685141451600798	1.25498469161987	0.22102124487514	1.40494082191164	1.18530199608017	9441	-0.97794792175293	-0.591143711023284	1.1756621615092	0.292553754898845	1.40647207025119	1.18594775190612	0.093998	0.093998	0.0793	-13.72	13.72	Brain_spinal_cord
Brain_spinal_cord	BS_M13	BS_M19	Di/mesencephalon glutamatergic neurons	Glutamatergic neurons (after E13.0)	Developmental progression	212	218	75	103	30999	-0.549906425476074	-0.0622205617657868	2.77861642074585	0.160747120874867	1.90237793255235	1.37926717228837	570526	-0.568314571380615	-0.143774781586842	2.35049537420273	0.175783399880111	1.78316934030527	1.33535363866852	0.081554	-0.081554	-0.0601	131.07	131.07	Brain_spinal_cord
Brain_spinal_cord	BS_M1	BS_M26	Anterior floor plate	Midbrain dopaminergic neurons	Developmental progression	208	226	20	148	16274	0.569818598429362	0.254779257345588	1.91392345174154	0.534533611896276	2.22712715353666	1.49235624216762	5495	-0.417759990692139	0.319859242384601	3.17430572223663	0.236214740673339	2.5035217014287	1.58225209793784	0.06508	0.06508	0.0423	25.54	25.54	Brain_spinal_cord
Brain_spinal_cord	BS_M56	BS_M53	Upper-layer neurons	Subplate neurons	Developmental progression	259	256	255	243	238829	-0.496977915763855	-0.383886437395891	-0.105397014617917	0.0503707673691218	0.657530939758659	0.810882815059401	103397	-0.649281511306763	-0.429595246326532	-0.0836470508575439	0.0905538845421047	0.927614545054343	0.963127481206067	0.045709	-0.045709	-0.0513	11.91	11.91	Brain_spinal_cord
Brain_spinal_cord	BS_M15	BS_M7	Dorsal telencephalon	Choroid plexus	Developmental progression	214	261	79	51	30144	-1.0008896223704	-0.560952057252517	1.45314929771423	0.241839171974522	1.51215825573812	1.22969844097572	9441	-0.97794792175293	-0.591143711023284	1.1756621615092	0.292553754898845	1.40647207025119	1.18594775190612	0.030192	-0.030192	-0.025	5.38	5.38	Brain_spinal_cord
Brain_spinal_cord	BS_M40	BS_M48	Spinal cord/r7/r8	Spinal V1 interneurons	Developmental progression	242	250	234	226	395636	0.961362841924032	0.835499220278825	3.27359512646993	0.535492220121526	3.71460594600617	1.92733130156861	31325	-0.420459642410278	0.812117820330876	3.44573766708374	0.364054269752594	4.17700025579868	2.04377108693676	0.023381	-0.023381	-0.0118	-2.8	2.8	Brain_spinal_cord
Brain_spinal_cord	BS_M45	BS_M43	Spinal dI5 interneurons	Spinal dI3 interneurons	Developmental progression	247	245	239	237	39157	-0.442739219665527	0.281339034822533	3.16335161972046	0.227392292565825	2.45113457177562	1.56560996795997	5430	-0.473856401443481	0.269929236177581	3.03161873197556	0.243462246777164	2.40484557904146	1.55075645381261	0.01141	-0.01141	-0.0073	-4.06	4.06	Brain_spinal_cord
Brain_spinal_cord	BS_M25	BS_M13	Midbrain	Di/mesencephalon glutamatergic neurons	Developmental progression	225	212	147	75	145124	-0.768415358861287	-0.0572447289290287	2.11055882898966	0.304002094760343	2.67048489764447	1.63416183337039	30999	-0.549906425476074	-0.0622205617657868	2.77861642074585	0.160747120874867	1.90237793255235	1.37926717228837	0.004976	-0.004976	-0.0033	8.69	8.69	Brain_spinal_cord
Endothelium	En_M5	En_M11	Endothelium	Pericytes	Developmental progression	60	55	83	195	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	14055	-0.164948558807373	0.37733042200347	0	0.0926360725720384	4.2491179987297	2.06133888497978	0.35214	0.35214	0.2264	1397.93	1397.93	Endothelium
Endothelium	En_M5	En_M6	Endothelium	Glomerular endothelial cells	Developmental progression	60	61	83	102	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	17038	0	0.321384889983504	0	0.0614508745157882	3.20910379741729	1.79139716350599	0.296195	0.296195	0.2149	1175.83	1175.83	Endothelium
Endothelium	En_M2	En_M3	Brain capillary endothelial cells	Brain pericytes	Developmental progression	57	58	38	39	15179	0	-0.0529771926269692	0	0.0058633638579616	0.303225658152519	0.550659294076218	3617	-0.303781595230103	-0.29134532428559	0	0.0069118053635609	0.352592483802553	0.593794984655944	0.238368	-0.238368	-0.4163	449.94	449.94	Endothelium
Endothelium	En_M5	En_M9	Endothelium	Lymphatic vessel endothelial cells	Developmental progression	60	64	83	136	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	25269	-0.134399929046631	-0.0894369246321959	0	0.0049863469072776	0.287560529118584	0.536246705461753	0.114627	-0.114627	-0.1729	-455.05	455.05	Endothelium
Endothelium	En_M5	En_M12	Endothelium	Venous and capillary endothelial cells	Developmental progression	60	56	83	260	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	59523	0	-0.0887736498292747	0	0.004233657577743	0.254286664367141	0.504268444746586	0.113964	-0.113964	-0.1753	-452.41	452.41	Endothelium
Endothelium	En_M7	En_M5	Hematoendothelial progenitors	Endothelium	Developmental progression	62	60	110	83	9693	0	0.11468519401688	0	0.0244506344784896	1.27551074088817	1.12938511628592	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	0.089495	-0.089495	-0.0926	-78.04	78.04	Endothelium
Endothelium	En_M5	En_M2	Endothelium	Brain capillary endothelial cells	Developmental progression	60	57	83	38	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	15179	0	-0.0529771926269692	0	0.0058633638579616	0.303225658152519	0.550659294076218	0.078167	-0.078167	-0.1169	-310.31	310.31	Endothelium
Endothelium	En_M5	En_M1	Endothelium	Arterial endothelial cells	Developmental progression	60	53	83	25	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	26943	0	-0.0456507904754424	0	0.0082396169691571	0.46048608706079	0.67859125183043	0.070841	-0.070841	-0.0977	-281.22	281.22	Endothelium
Endothelium	En_M5	En_M4	Endothelium	Endocardial cells	Developmental progression	60	59	83	82	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	14071	0	-0.0450593019800902	0	0.0079596332883235	0.442212991905876	0.66499097129651	0.07025	-0.07025	-0.0977	-278.88	278.88	Endothelium
Endothelium	En_M5	En_M10	Endothelium	Microvascular endothelial cells	Developmental progression	60	54	83	146	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	5624	0	-0.0418659492797227	0	0.0053342816500711	0.281667546794204	0.530723606780595	0.067056	-0.067056	-0.1015	-266.2	266.2	Endothelium
Endothelium	En_M5	En_M8	Endothelium	Liver sinusoidal endothelial cells	Developmental progression	60	63	83	132	90215	0	0.0251902048643429	0	0.010231114559663	0.591098333042181	0.768829196273256	30802	0	0.0117174083528158	0	0.0141549250048698	0.772276306787928	0.878792527726498	0.013473	-0.013473	-0.0163	-53.48	53.48	Endothelium
Epithelial_cells	Ep_M20	Ep_M18	Pituitary/Pineal gland progenitors	Pineal gland	Developmental progression	77	74	199	197	2797	1.312296667099	0.940671490173831	3.60733416366577	0.532713621737576	5.97540127914717	2.44446339288343	540	-1.45632698774338	-1.15759227878959	0.661961073398591	0.109259259259259	1.30713140436667	1.1432984756251	2.098264	-2.098264	-1.0996	-223.06	223.06	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M12	Placodal area	Nonsensory cochlear epithelium	Developmental progression	78	68	200	173	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	51	-1.46669995307922	-1.12477730320949	1.19043912887573	0.176470588235294	1.62975643852302	1.27661914388083	1.946598	-1.946598	-1.0018	-236.86	236.86	Epithelial_cells
Epithelial_cells	Ep_M20	Ep_M19	Pituitary/Pineal gland progenitors	Pituitary gland cells	Developmental progression	77	75	199	198	2797	1.312296667099	0.940671490173831	3.60733416366577	0.532713621737576	5.97540127914717	2.44446339288343	4964	-1.39364446640015	-0.728796897561775	1.99933200502396	0.271958098307816	2.9051252031767	1.70444278377912	1.669468	-1.669468	-0.7923	-177.48	177.48	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M14	Placodal area	Olfactory epithelial cells	Developmental progression	78	70	200	177	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	33331	-1.41337627410889	-0.803705214302459	2.05355806827545	0.226125828808016	2.88946350842065	1.69984220103533	1.625525	-1.625525	-0.7744	-197.8	197.8	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M24	Placodal area	Thymic epithelial cells	Developmental progression	78	81	200	251	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	1937	-0.976757431030274	-0.385288641808509	2.38966058158875	0.260712441920496	3.09935514862616	1.76049855115708	1.207109	-1.207109	-0.5684	-146.88	146.88	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M16	Placodal area	Otic epithelial cells	Developmental progression	78	72	200	184	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	29337	-1.22894718170166	-0.357908857155542	2.41759187316895	0.33987796979923	3.67892896668808	1.91805343165619	1.179729	-1.179729	-0.5384	-143.55	143.55	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M25	Placodal area	Thyroid gland cells	Developmental progression	78	82	200	252	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	1578	-0.94587634563446	-0.313181780300213	2.65218336963654	0.251584283903675	3.05947204198105	1.7491346551884	1.135002	-1.135002	-0.5356	-138.11	138.11	Epithelial_cells
Epithelial_cells	Ep_M5	Ep_M9	Branchial arch epithelium	Dental epithelial cells	Developmental progression	86	90	40	71	41134	-0.802671809196472	0.0263481759614657	3.00033773422241	0.320659308601157	3.81633660152749	1.95354462491326	9903	1.72295401096344	1.08792835488002	3.50874652671814	0.570433202059982	4.01796012167573	2.00448500160907	1.06158	1.06158	0.5364	4029.05	4029.05	Epithelial_cells
Epithelial_cells	Ep_M5	Ep_M26	Branchial arch epithelium	Tooth junctional epithelium	Developmental progression	86	83	40	253	41134	-0.802671809196472	0.0263481759614657	3.00033773422241	0.320659308601157	3.81633660152749	1.95354462491326	2918	-0.979536385536194	-0.911089824344133	-0.343431276321411	0.0610006854009595	0.99133543500054	0.995658292287339	0.937438	-0.937438	-0.6046	-3557.89	3557.89	Epithelial_cells
Epithelial_cells	Ep_M16	Ep_M6	Otic epithelial cells	Cochlear hair cells	Developmental progression	72	87	184	54	29337	-1.22894718170166	-0.357908857155542	2.41759187316895	0.33987796979923	3.67892896668808	1.91805343165619	574	-1.66940692186356	-1.2744551335893	0.885033995628357	0.170731707317073	1.50004254437159	1.22476223993541	0.916546	-0.916546	-0.5696	256.08	256.08	Epithelial_cells
Epithelial_cells	Ep_M22	Ep_M3	Pre-epidermal keratinocytes	Basal keratinocytes	Developmental progression	79	84	205	31	114402	-0.873145503997803	0.265045912648616	3.33222803401947	0.372484746770161	5.3361599754642	2.31001298166573	19591	1.63313152313232	1.17384486469982	3.84426865577698	0.555969577867388	5.08073982212802	2.25404964943721	0.908799	0.908799	0.3982	342.88	342.88	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M5	Placodal area	Branchial arch epithelium	Developmental progression	78	86	200	40	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	41134	-0.802671809196472	0.0263481759614657	3.00033773422241	0.320659308601157	3.81633660152749	1.95354462491326	0.795472	-0.795472	-0.3605	-96.79	96.79	Epithelial_cells
Epithelial_cells	Ep_M22	Ep_M10	Pre-epidermal keratinocytes	Granular keratinocytes	Developmental progression	79	66	205	105	114402	-0.873145503997803	0.265045912648616	3.33222803401947	0.372484746770161	5.3361599754642	2.31001298166573	41185	-1.01671220302582	-0.523258396696202	2.27933784389496	0.201505402452349	2.50448130667787	1.58255530920024	0.788304	-0.788304	-0.3981	-297.42	297.42	Epithelial_cells
Epithelial_cells	Ep_M15	Ep_M11	Olfactory pit cells	Lens epithelial cells	Developmental progression	71	67	178	129	2081	-1.1142733001709	0.212884356756728	2.97643929481506	0.419990389235944	5.53119586691744	2.35184945668668	1605	-1.09539018630981	-0.420965008459359	2.20545890998841	0.285358255451713	2.81094711624484	1.67658793871507	0.633849	-0.633849	-0.3104	-297.74	297.74	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M15	Placodal area	Olfactory pit cells	Developmental progression	78	71	200	178	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	2081	-1.1142733001709	0.212884356756728	2.97643929481506	0.419990389235944	5.53119586691744	2.35184945668668	0.608936	-0.608936	-0.2545	-74.1	74.1	Epithelial_cells
Epithelial_cells	Ep_M22	Ep_M2	Pre-epidermal keratinocytes	Apical ectodermal ridge	Developmental progression	79	76	205	24	114402	-0.873145503997803	0.265045912648616	3.33222803401947	0.372484746770161	5.3361599754642	2.31001298166573	6330	-1.2572288274765	-0.329641708053872	2.61199512577057	0.320379146919431	3.5027243073173	1.87155665351528	0.594688	-0.594688	-0.2829	-224.37	224.37	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M17	Placodal area	Parathyroid epithelial cells	Developmental progression	78	73	200	191	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	433	-0.707384128570557	0.348482194211136	3.05674365997315	0.383371824480369	4.21970823001765	2.0541928414873	0.473338	-0.473338	-0.2102	-57.6	57.6	Epithelial_cells
Epithelial_cells	Ep_M24	Ep_M5	Thymic epithelial cells	Branchial arch epithelium	Developmental progression	81	86	251	40	1937	-0.976757431030274	-0.385288641808509	2.38966058158875	0.260712441920496	3.09935514862616	1.76049855115708	41134	-0.802671809196472	0.0263481759614657	3.00033773422241	0.320659308601157	3.81633660152749	1.95354462491326	0.411637	0.411637	0.2214	-106.84	106.84	Epithelial_cells
Epithelial_cells	Ep_M10	Ep_M7	Granular keratinocytes	Conjunctival goblet cells	Developmental progression	66	88	105	59	41185	-1.01671220302582	-0.523258396696202	2.27933784389496	0.201505402452349	2.50448130667787	1.58255530920024	1244	-1.10052050590515	-0.90973198972331	0.982108304023744	0.131028938906752	1.65886632031662	1.2879698444904	0.386474	-0.386474	-0.2679	73.86	73.86	Epithelial_cells
Epithelial_cells	Ep_M5	Ep_M17	Branchial arch epithelium	Parathyroid epithelial cells	Developmental progression	86	73	40	191	41134	-0.802671809196472	0.0263481759614657	3.00033773422241	0.320659308601157	3.81633660152749	1.95354462491326	433	-0.707384128570557	0.348482194211136	3.05674365997315	0.383371824480369	4.21970823001765	2.0541928414873	0.322134	0.322134	0.1607	1222.6	1222.6	Epithelial_cells
Epithelial_cells	Ep_M14	Ep_M13	Olfactory epithelial cells	Olfactory bulb cells	Developmental progression	70	69	177	175	33331	-1.41337627410889	-0.803705214302459	2.05355806827545	0.226125828808016	2.88946350842065	1.69984220103533	5888	-1.40141429662704	-1.0568590579352	1.36805757713318	0.142493206521739	1.77676098102355	1.33295198001411	0.253154	-0.253154	-0.1657	31.5	31.5	Epithelial_cells
Epithelial_cells	Ep_M10	Ep_M8	Granular keratinocytes	Corneal epithelial cells	Developmental progression	66	89	105	62	41185	-1.01671220302582	-0.523258396696202	2.27933784389496	0.201505402452349	2.50448130667787	1.58255530920024	1078	-0.842810080051422	-0.710851243227886	0.662286871910097	0.11038961038961	1.22555539607067	1.10704805499611	0.187593	-0.187593	-0.1374	35.85	35.85	Epithelial_cells
Epithelial_cells	Ep_M21	Ep_M20	Placodal area	Pituitary/Pineal gland progenitors	Developmental progression	78	77	200	199	60938	0.857073812484741	0.821820205621151	3.64591120481491	0.520643933177984	5.92196105128164	2.43350797230698	2797	1.312296667099	0.940671490173831	3.60733416366577	0.532713621737576	5.97540127914717	2.44446339288343	0.118851	0.118851	0.0487	14.46	14.46	Epithelial_cells
Epithelial_cells	Ep_M10	Ep_M4	Granular keratinocytes	Bladder urothelial cells	Developmental progression	66	85	105	34	41185	-1.01671220302582	-0.523258396696202	2.27933784389496	0.201505402452349	2.50448130667787	1.58255530920024	1313	-0.880867509841919	-0.615036203133088	1.54613934421539	0.148514851485149	1.91956223255141	1.38548267132845	0.091778	-0.091778	-0.0617	17.54	17.54	Epithelial_cells
Eye	Ey_M10	Ey_M5	Naive retinal progenitor cells	Ciliary margin cells	Developmental progression	92	104	163	52	52693	-0.278296346664429	1.14277047940337	4.13581309509277	0.356442032148483	5.81474087540932	2.41137738137549	725	-0.653632674217224	-0.376471654082989	-0.0841928730010985	0.096551724137931	1.43338235944619	1.19723947456062	1.519242	-1.519242	-0.798	-132.94	132.94	Eye
Eye	Ey_M16	Ey_M14	Retinal progenitor cells	Retinal ganglion cells	Developmental progression	98	96	218	216	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	11197	-1.75751430511475	-1.69124376580876	-0.734725009918213	0.0224167187639546	0.666232360679145	0.816230580583174	1.497049	-1.497049	-1.3509	770.9	770.9	Eye
Eye	Ey_M10	Ey_M16	Naive retinal progenitor cells	Retinal progenitor cells	Developmental progression	92	98	163	218	52693	-0.278296346664429	1.14277047940337	4.13581309509277	0.356442032148483	5.81474087540932	2.41137738137549	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	1.336965	-1.336965	-0.6856	-116.99	116.99	Eye
Eye	Ey_M7	Ey_M10	Eye field	Naive retinal progenitor cells	Developmental progression	106	92	90	163	43440	-0.54688777923584	-0.0013291324760154	3.01217688941956	0.172720994475138	2.79667845870331	1.67232725825519	52693	-0.278296346664429	1.14277047940337	4.13581309509277	0.356442032148483	5.81474087540932	2.41137738137549	1.1441	1.1441	0.5514	-86078.67	86078.67	Eye
Eye	Ey_M16	Ey_M6	Retinal progenitor cells	Cone precursor cells	Developmental progression	98	105	218	58	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	5744	-1.09085347652435	-1.07588856777358	-0.609758179664612	0.019150417827298	0.427846185948769	0.654099522969379	0.881694	-0.881694	-0.8373	454.03	454.03	Eye
Eye	Ey_M2	Ey_M8	Amacrine/Horizontal precursor cells	Horizontal cells	Developmental progression	101	107	17	116	5154	-0.628805134296417	-0.594151179720183	-0.265166090965271	0.0201785021342646	0.407318701742823	0.638215247187673	910	-1.27462736845016	-1.26892925840944	-0.657210282325745	0.0142857142857142	0.407846055181396	0.638628260556481	0.674778	-0.674778	-1.0569	113.57	113.57	Eye
Eye	Ey_M16	Ey_M12	Retinal progenitor cells	Photoreceptor precursor cells	Developmental progression	98	94	218	196	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	4703	-0.799968776702881	-0.809900450080906	-0.431851425170898	0.0106315118009781	0.246602282382575	0.496590658774987	0.615706	-0.615706	-0.6102	317.06	317.06	Eye
Eye	Ey_M7	Ey_M15	Eye field	Retinal pigment cells	Developmental progression	106	97	90	217	43440	-0.54688777923584	-0.0013291324760154	3.01217688941956	0.172720994475138	2.79667845870331	1.67232725825519	3242	-1.01762291669846	-0.503614942011165	2.29442964315414	0.173658235657002	2.53633705244708	1.59258816159328	0.502286	-0.502286	-0.3076	37790.5	37790.5	Eye
Eye	Ey_M16	Ey_M2	Retinal progenitor cells	Amacrine/Horizontal precursor cells	Developmental progression	98	101	218	17	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	5154	-0.628805134296417	-0.594151179720183	-0.265166090965271	0.0201785021342646	0.407318701742823	0.638215247187673	0.399957	-0.399957	-0.3816	205.96	205.96	Eye
Eye	Ey_M7	Ey_M5	Eye field	Ciliary margin cells	Developmental progression	106	104	90	52	43440	-0.54688777923584	-0.0013291324760154	3.01217688941956	0.172720994475138	2.79667845870331	1.67232725825519	725	-0.653632674217224	-0.376471654082989	-0.0841928730010985	0.096551724137931	1.43338235944619	1.19723947456062	0.375143	-0.375143	-0.258	28224.61	28224.61	Eye
Eye	Ey_M14	Ey_M13	Retinal ganglion cells	PV-containing retinal ganglion cells	Developmental progression	96	95	216	187	11197	-1.75751430511475	-1.69124376580876	-0.734725009918213	0.0224167187639546	0.666232360679145	0.816230580583174	1133	-2.14246765136719	-2.05547909343127	-1.23074757766724	0.0158870255957634	0.470493464163528	0.685925261353982	0.364235	-0.364235	-0.4831	21.54	21.54	Eye
