system	x	y	x_name	y_name	edge_type	x_number	y_number	x_id	y_id	n_x	median_x	sh_x	q90_x	frac>0_x	variance_x	std_x	n_y	median_y	sh_y	q90_y	frac>0_y	variance_y	std_y	abs_delta	delta	cohens_d	pct_change	abs_pct_change	system_name
Eye	Ey_M11	Ey_M18	Optic stalk	Suprachiasmatic nucleus	Developmental progression	93	100	182	244	3457	-0.499115180969238	-0.0683935984856205	2.90088841152191	0.133352617876772	1.99251179513787	1.41156359939532	6017	-0.618422918319702	-0.412945030060087	-0.173858444213867	0.0766162539471497	1.46070030264748	1.20859434991542	0.344551	-0.344551	-0.2622	503.78	503.78	Eye
Eye	Ey_M16	Ey_M3	Retinal progenitor cells	Bipolar precursor cells	Developmental progression	98	102	218	33	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	3414	-0.568146634101868	-0.46874626717235	-0.184208812713623	0.0398359695371997	0.703912323156226	0.838994829040219	0.274552	-0.274552	-0.2459	141.38	141.38	Eye
Eye	Ey_M12	Ey_M6	Photoreceptor precursor cells	Cone precursor cells	Developmental progression	94	105	196	58	4703	-0.799968776702881	-0.809900450080906	-0.431851425170898	0.0106315118009781	0.246602282382575	0.496590658774987	5744	-1.09085347652435	-1.07588856777358	-0.609758179664612	0.019150417827298	0.427846185948769	0.654099522969379	0.265988	-0.265988	-0.458	32.84	32.84	Eye
Eye	Ey_M2	Ey_M1	Amacrine/Horizontal precursor cells	Amacrine cells	Developmental progression	101	91	17	16	5154	-0.628805134296417	-0.594151179720183	-0.265166090965271	0.0201785021342646	0.407318701742823	0.638215247187673	10061	-0.830852117538452	-0.857344164356845	-0.353781280517578	0.0065599840970082	0.25166329830491	0.5016605409088	0.263193	-0.263193	-0.4585	44.3	44.3	Eye
Eye	Ey_M1	Ey_M4	Amacrine cells	Cholinergic amacrine cells	Developmental progression	91	103	16	48	10061	-0.830852117538452	-0.857344164356845	-0.353781280517578	0.0065599840970082	0.25166329830491	0.5016605409088	1426	-1.1437003159523	-1.09479630568252	-0.552117583751679	0.0133239831697054	0.314655930079402	0.560942002420395	0.237452	-0.237452	-0.4462	27.7	27.7	Eye
Eye	Ey_M7	Ey_M16	Eye field	Retinal progenitor cells	Developmental progression	106	98	90	218	43440	-0.54688777923584	-0.0013291324760154	3.01217688941956	0.172720994475138	2.79667845870331	1.67232725825519	10201	-0.521692638397217	-0.194194488179484	0	0.0975394569159886	1.78979017039819	1.33783039672381	0.192865	-0.192865	-0.1274	14510.62	14510.62	Eye
Eye	Ey_M5	Ey_M9	Ciliary margin cells	Iris pigment epithelium	Developmental progression	104	108	52	126	725	-0.653632674217224	-0.376471654082989	-0.0841928730010985	0.096551724137931	1.43338235944619	1.19723947456062	592	-0.868297719955444	-0.509955168608073	1.78713821029663	0.130067567567567	1.59864135207554	1.26437389726122	0.133484	-0.133484	-0.1084	35.46	35.46	Eye
Eye	Ey_M7	Ey_M11	Eye field	Optic stalk	Developmental progression	106	93	90	182	43440	-0.54688777923584	-0.0013291324760154	3.01217688941956	0.172720994475138	2.79667845870331	1.67232725825519	3457	-0.499115180969238	-0.0683935984856205	2.90088841152191	0.133352617876772	1.99251179513787	1.41156359939532	0.067064	-0.067064	-0.0433	5045.73	5045.73	Eye
Eye	Ey_M12	Ey_M17	Photoreceptor precursor cells	Rod precursor cells	Developmental progression	94	99	196	219	4703	-0.799968776702881	-0.809900450080906	-0.431851425170898	0.0106315118009781	0.246602282382575	0.496590658774987	2743	-0.83407247543335	-0.838688597192392	-0.461636873245239	0.0069267225665329	0.214198234496169	0.46281555126872	0.028788	-0.028788	-0.06	3.55	3.55	Eye
Gut	G_M3	G_M12	Alveolar Type 1 cells	Lung cells (Eln+)	Developmental progression	118	112	14	133	14321	-0.150712966918945	-0.109608864761266	0	0.0092172334334194	0.458684123076148	0.677262226228621	5308	-0.183403129577637	1.16862611777817	6.85210975265503	0.212321024868124	8.84727813595553	2.97443744865404	1.278235	1.278235	0.5926	-1166.18	1166.18	Gut
Gut	G_M8	G_M15	Gut	Pancreatic acinar cells	Developmental progression	123	115	108	188	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	3747	-0.135452461242676	0.856798022773891	6.80878207206726	0.136375767280491	6.54596247219382	2.55850786049092	0.784485	0.784485	0.3781	1084.85	1084.85	Gut
Gut	G_M13	G_M2	Lung progenitor cells	Airway goblet cells	Developmental progression	113	117	135	11	28988	0	0.249582172690284	0	0.0494342486546157	2.60459548722455	1.61387592064091	408	-0.175640230178833	-0.225753173197017	0	0.0049019607843137	0.179080110024996	0.423178579355095	0.475335	-0.475335	-0.4029	-190.45	190.45	Gut
Gut	G_M8	G_M7	Gut	Foregut epithelial cells	Developmental progression	123	122	108	97	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	6962	-0.385484437942505	-0.39482615480475	0	0.0056018385521401	0.390980399884401	0.625284255266675	0.467139	-0.467139	-0.4217	-646	646	Gut
Gut	G_M8	G_M16	Gut	Pancreatic islets	Developmental progression	123	116	108	189	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	1323	-0.48854341506958	-0.387167119316684	-0.159755781173706	0.018896447467876	0.883811465622208	0.940112474984886	0.45948	-0.45948	-0.3785	-635.41	635.41	Gut
Gut	G_M13	G_M1	Lung progenitor cells	Airway club cells	Developmental progression	113	109	135	10	28988	0	0.249582172690284	0	0.0494342486546157	2.60459548722455	1.61387592064091	6264	-0.151988105773926	-0.142068563513981	0	0.0030332056194125	0.18614548011792	0.431445802063156	0.391651	-0.391651	-0.3316	-156.92	156.92	Gut
Gut	G_M13	G_M3	Lung progenitor cells	Alveolar Type 1 cells	Developmental progression	113	118	135	14	28988	0	0.249582172690284	0	0.0494342486546157	2.60459548722455	1.61387592064091	14321	-0.150712966918945	-0.109608864761266	0	0.0092172334334194	0.458684123076148	0.677262226228621	0.359191	-0.359191	-0.2902	-143.92	143.92	Gut
Gut	G_M13	G_M4	Lung progenitor cells	Alveolar Type 2 cells	Developmental progression	113	119	135	15	28988	0	0.249582172690284	0	0.0494342486546157	2.60459548722455	1.61387592064091	21443	0	-0.0677442893293462	0	0.0050832439490742	0.29552786606755	0.543624747475269	0.317326	-0.317326	-0.2635	-127.14	127.14	Gut
Gut	G_M8	G_M14	Gut	Midgut/Hindgut epithelial cells	Developmental progression	123	114	108	150	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	47855	-0.149727010726929	-0.128510676470163	0	0.0050987357642879	0.291748928692334	0.540137879334836	0.200823	-0.200823	-0.1851	-277.72	277.72	Gut
Gut	G_M8	G_M13	Gut	Lung progenitor cells	Developmental progression	123	113	108	135	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	28988	0	0.249582172690284	0	0.0494342486546157	2.60459548722455	1.61387592064091	0.17727	0.17727	0.116	245.14	245.14	Gut
Gut	G_M14	G_M10	Midgut/Hindgut epithelial cells	Intestinal enteroendocrine cells	Developmental progression	114	110	150	124	47855	-0.149727010726929	-0.128510676470163	0	0.0050987357642879	0.291748928692334	0.540137879334836	536	-0.305436429977417	-0.294567753290063	0	0.0055970149253731	0.276815289745629	0.526132388040909	0.166057	-0.166057	-0.3114	129.22	129.22	Gut
Gut	G_M8	G_M5	Gut	Biliary epithelial cells	Developmental progression	123	120	108	32	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	1742	-0.154123158454895	-0.0879522946288747	0	0.0143513203214695	0.769937202923494	0.877460656054443	0.160265	-0.160265	-0.1347	-221.63	221.63	Gut
Gut	G_M14	G_M11	Midgut/Hindgut epithelial cells	Intestinal goblet cells	Developmental progression	114	111	150	125	47855	-0.149727010726929	-0.128510676470163	0	0.0050987357642879	0.291748928692334	0.540137879334836	1745	-0.195685615539551	-0.236967449964288	0	0.0051575931232091	0.271174438046865	0.520744119550922	0.108457	-0.108457	-0.2044	84.4	84.4	Gut
Gut	G_M8	G_M9	Gut	Hepatocytes	Developmental progression	123	124	108	114	21287	-0.161012763977051	0.0723126358707464	0	0.0396016348005825	2.06278568030665	1.43624011930688	289569	0	-0.0276960281738707	0	0.0042166115848036	0.217539982625734	0.466411816558858	0.100009	-0.100009	-0.0937	-138.3	138.3	Gut
Gut	G_M1	G_M2	Airway club cells	Airway goblet cells	Developmental progression	109	117	10	11	6264	-0.151988105773926	-0.142068563513981	0	0.0030332056194125	0.18614548011792	0.431445802063156	408	-0.175640230178833	-0.225753173197017	0	0.0049019607843137	0.179080110024996	0.423178579355095	0.083685	-0.083685	-0.1958	58.9	58.9	Gut
Gut	G_M9	G_M5	Hepatocytes	Biliary epithelial cells	Developmental progression	124	120	114	32	289569	0	-0.0276960281738707	0	0.0042166115848036	0.217539982625734	0.466411816558858	1742	-0.154123158454895	-0.0879522946288747	0	0.0143513203214695	0.769937202923494	0.877460656054443	0.060256	-0.060256	-0.0858	217.56	217.56	Gut
Lateral_plate_mesoderm	L_M25	L_M20	Splanchnic mesoderm	Proepicardium	Developmental progression	170	165	241	211	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	9654	-2.34388557910919	-1.83492816368936	0.837743668556215	0.183861611767143	2.72605137074153	1.65107582222669	2.292948	-2.292948	-0.9708	-500.62	500.62	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M13	L_M10	Gut mesenchyme	Gastrointestinal smooth muscle cells	Developmental progression	157	154	109	101	61542	2.47150722503662	2.6291528565661	6.64210206413269	0.816028078385493	8.05977845546177	2.83897489517991	12120	-0.317071766853332	0.639323491946699	5.4286135969162	0.486303630363036	8.9456757862611	2.99093226039325	1.989829	-1.989829	-0.6824	-75.68	75.68	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M26	Splanchnic mesoderm	Vascular smooth muscle cells	Developmental progression	170	171	241	258	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	24161	-1.81119131565094	-1.46019969302363	0.987514743804931	0.161168825793634	2.44452727014981	1.56349840746635	1.918219	-1.918219	-0.8226	-418.81	418.81	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M9	Splanchnic mesoderm	Foregut mesenchyme	Developmental progression	170	180	241	98	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	17991	2.24713261604309	2.20204318077633	6.73126617431641	0.719748763270524	9.48213087521252	3.07930688227278	1.744023	1.744023	0.5827	380.77	380.77	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M17	Splanchnic mesoderm	Lung mesenchyme	Developmental progression	170	161	241	134	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	74124	2.12825093269348	2.16417561837823	6.34145539522171	0.715557714100696	9.18124937201774	3.03005765159968	1.706156	1.706156	0.5749	372.51	372.51	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M8	Splanchnic mesoderm	First heart field	Developmental progression	170	179	241	93	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	28647	-1.72137236595154	-1.07659319392981	1.44648297309876	0.298774740810556	3.01055591907779	1.73509536310769	1.534613	-1.534613	-0.6416	-335.05	335.05	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M11	Splanchnic mesoderm	Gonad progenitor cells	Developmental progression	170	155	241	104	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	4598	-1.52355427503586	-0.928741059977368	1.97322277355194	0.232274902131361	3.10272100864287	1.76145423120866	1.386761	-1.386761	-0.5775	-302.77	302.77	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M11	L_M15	Gonad progenitor cells	Leydig cells	Developmental progression	155	159	104	130	4598	-1.52355427503586	-0.928741059977368	1.97322277355194	0.232274902131361	3.10272100864287	1.76145423120866	294	-0.722093076705933	0.345150943905318	3.17073294496536	0.431972789115646	5.07400422601276	2.25255504394737	1.273892	1.273892	0.63	-137.16	137.16	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M22	L_M5	Second heart field	Atrial cardiomyocytes	Developmental progression	167	176	222	28	3537	-1.37996589660645	-0.445736410449985	2.49778560066223	0.404580152671756	4.96366882866302	2.22792926922356	1286	-1.97553958654404	-1.70267511494979	0.492293491363525	0.137636080870917	1.89184947200412	1.3754451904762	1.256939	-1.256939	-0.6789	281.99	281.99	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M11	L_M23	Gonad progenitor cells	Sertoli cells	Developmental progression	155	168	104	223	4598	-1.52355427503586	-0.928741059977368	1.97322277355194	0.232274902131361	3.10272100864287	1.76145423120866	1719	-0.880076627731323	0.0999551110187195	2.71415914726257	0.425828970331588	3.76272665868197	1.93977489897204	1.028696	1.028696	0.5552	-110.76	110.76	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M19	Splanchnic mesoderm	Mesothelial cells	Developmental progression	170	163	241	143	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	59211	-1.5637998008728	-0.525987660279298	3.38264707565308	0.343483474354427	6.70258684123966	2.58893546486575	0.984007	-0.984007	-0.3577	-214.84	214.84	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M24	L_M20	Somatic mesoderm	Proepicardium	Developmental progression	169	165	224	211	126741	-1.68127312660217	-0.8757126159725	2.06811067581177	0.295705414980156	3.94352485372959	1.98583102345834	9654	-2.34388557910919	-1.83492816368936	0.837743668556215	0.183861611767143	2.72605137074153	1.65107582222669	0.959216	-0.959216	-0.5253	109.54	109.54	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M26	L_M2	Vascular smooth muscle cells	Airway smooth muscle cells	Developmental progression	171	164	258	12	24161	-1.81119131565094	-1.46019969302363	0.987514743804931	0.161168825793634	2.44452727014981	1.56349840746635	6938	-1.24484312534332	-0.599408653000309	2.07862567090988	0.312770250792736	3.15874814920629	1.77728673803815	0.860791	0.860791	0.5143	-58.95	58.95	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M24	L_M16	Somatic mesoderm	Limb mesenchyme progenitors	Developmental progression	169	160	224	131	126741	-1.68127312660217	-0.8757126159725	2.06811067581177	0.295705414980156	3.94352485372959	1.98583102345834	223422	-1.25459336996078	-0.228416827065503	2.7500394077301	0.363737680264253	4.74095470452844	2.17737334982507	0.647296	0.647296	0.3106	-73.92	73.92	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M8	L_M5	First heart field	Atrial cardiomyocytes	Developmental progression	179	176	93	28	28647	-1.72137236595154	-1.07659319392981	1.44648297309876	0.298774740810556	3.01055591907779	1.73509536310769	1286	-1.97553958654404	-1.70267511494979	0.492293491363525	0.137636080870917	1.89184947200412	1.3754451904762	0.626082	-0.626082	-0.3999	58.15	58.15	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M21	Splanchnic mesoderm	Renal stromal cells	Developmental progression	170	166	241	215	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	22908	-0.965815753936768	-0.0122729038003645	2.89560360336304	0.419373144752925	4.89802215282135	2.21314756688779	0.470293	-0.470293	-0.1822	-102.68	102.68	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M26	L_M18	Vascular smooth muscle cells	Meninges	Developmental progression	171	162	258	141	24161	-1.81119131565094	-1.46019969302363	0.987514743804931	0.161168825793634	2.44452727014981	1.56349840746635	6376	-1.39882308959961	-0.991729777376056	1.6887837100029	0.178481806775408	2.2255865912167	1.49184000188247	0.46847	0.46847	0.3066	-32.08	32.08	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M24	L_M22	Somatic mesoderm	Second heart field	Developmental progression	169	167	224	222	126741	-1.68127312660217	-0.8757126159725	2.06811067581177	0.295705414980156	3.94352485372959	1.98583102345834	3537	-1.37996589660645	-0.445736410449985	2.49778560066223	0.404580152671756	4.96366882866302	2.22792926922356	0.429976	0.429976	0.2037	-49.1	49.1	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M7	L_M16	Extraembryonic mesoderm	Limb mesenchyme progenitors	Developmental progression	178	160	88	131	57543	-0.878220405578613	0.181382280996618	3.21338848304749	0.399892254487948	4.56662214278092	2.13696563912032	223422	-1.25459336996078	-0.228416827065503	2.7500394077301	0.363737680264253	4.74095470452844	2.17737334982507	0.409799	-0.409799	-0.19	-225.93	225.93	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M24	L_M19	Somatic mesoderm	Mesothelial cells	Developmental progression	169	163	224	143	126741	-1.68127312660217	-0.8757126159725	2.06811067581177	0.295705414980156	3.94352485372959	1.98583102345834	59211	-1.5637998008728	-0.525987660279298	3.38264707565308	0.343483474354427	6.70258684123966	2.58893546486575	0.349725	0.349725	0.1516	-39.94	39.94	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M11	L_M12	Gonad progenitor cells	Granulosa cells	Developmental progression	155	156	104	107	4598	-1.52355427503586	-0.928741059977368	1.97322277355194	0.232274902131361	3.10272100864287	1.76145423120866	108	-1.25574147462845	-0.580353294434371	1.66001418542862	0.314814814814815	2.70453036281112	1.64454564023353	0.348388	0.348388	0.2045	-37.51	37.51	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M11	L_M1	Gonad progenitor cells	Adrenocortical cells	Developmental progression	155	153	104	9	4598	-1.52355427503586	-0.928741059977368	1.97322277355194	0.232274902131361	3.10272100864287	1.76145423120866	3048	-1.27779770612717	-0.618769319753634	2.07311489343643	0.291994750656168	2.83379911480799	1.68338917508935	0.309972	0.309972	0.1799	-33.38	33.38	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M7	L_M3	Extraembryonic mesoderm	Allantois	Developmental progression	178	174	88	13	57543	-0.878220405578613	0.181382280996618	3.21338848304749	0.399892254487948	4.56662214278092	2.13696563912032	31010	-0.986095497608185	-0.0080811792288776	2.79732594203949	0.465914221218962	4.99095922617163	2.23404548435604	0.189463	-0.189463	-0.0867	-104.46	104.46	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M8	L_M28	First heart field	Ventricular cardiomyocytes	Developmental progression	179	173	93	261	28647	-1.72137236595154	-1.07659319392981	1.44648297309876	0.298774740810556	3.01055591907779	1.73509536310769	3735	-1.45679709434509	-1.24654943047438	0.724236312866211	0.150736278447122	1.71516822626451	1.30964431288213	0.169956	-0.169956	-0.1106	15.79	15.79	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M26	L_M27	Vascular smooth muscle cells	Vascular smooth muscle cells (Pparg+)	Developmental progression	171	172	258	259	24161	-1.81119131565094	-1.46019969302363	0.987514743804931	0.161168825793634	2.44452727014981	1.56349840746635	11440	-1.51301546573639	-1.33042256833623	-0.439744781494141	0.0941433566433566	1.48148115806252	1.21716110604247	0.129777	0.129777	0.0926	-8.89	8.89	Lateral_plate_mesoderm
Lateral_plate_mesoderm	L_M25	L_M14	Splanchnic mesoderm	Hepatic mesenchyme	Developmental progression	170	158	241	113	127703	-0.193152523040771	0.458019686704641	5.03917184448242	0.496276516604935	8.43187191502288	2.90376857118863	28242	0.448295254707336	0.406452628927978	4.14824343872071	0.528609871822109	6.6187630448656	2.5726956766912	0.051567	-0.051567	-0.0188	-11.26	11.26	Lateral_plate_mesoderm
Mesoderm	M_M18	M_M10	Sclerotome	Fibroblasts	Developmental progression	273	265	221	92	476671	0.436617282231649	0.652642450880266	4.00370411554972	0.518072213329529	4.8643220455348	2.20552081049688	648059	-1.26184374809265	-0.709599386095402	1.67556010309855	0.252202345774073	3.01636339114569	1.73676808789939	1.362242	-1.362242	-0.6863	-208.73	208.73	Mesoderm
Mesoderm	M_M10	M_M17	Fibroblasts	Pre-osteoblasts (Sp7+)	Developmental progression	265	272	92	206	648059	-1.26184374809265	-0.709599386095402	1.67556010309855	0.252202345774073	3.01636339114569	1.73676808789939	135893	0.123493865331014	0.550237433256162	3.52130954106649	0.513271470936693	4.18051207295363	2.04463005772527	1.259837	1.259837	0.6641	-177.54	177.54	Mesoderm
Mesoderm	M_M18	M_M4	Sclerotome	Chondrocytes (Atp1a2+)	Developmental progression	273	276	221	49	476671	0.436617282231649	0.652642450880266	4.00370411554972	0.518072213329529	4.8643220455348	2.20552081049688	118412	-0.981154937744141	-0.332693802161537	2.01428297265371	0.372901395128872	3.052114673787	1.74703024409625	0.985336	-0.985336	-0.4953	-150.98	150.98	Mesoderm
Mesoderm	M_M7	M_M14	Dermomyotome	Myoblasts	Developmental progression	279	269	73	159	131048	-0.62767419497172	0.237452201506081	2.61899962743123	0.454924913008974	3.40885586847589	1.84630871429344	185751	-1.12726367314657	-0.707885279238777	1.36052214622498	0.216483356751781	2.01337708201848	1.41893519302979	0.945337	-0.945337	-0.5741	-398.12	398.12	Mesoderm
Mesoderm	M_M13	M_M15	Muscle progenitor cells (Prdm1+)	Myofibroblasts	Developmental progression	268	270	156	160	5017	-1.11765672365824	-0.609166162566373	1.20993779246012	0.340442495515248	2.00257124889033	1.41512234414213	43951	-1.70144018809001	-1.53923501594922	-0.214642035166422	0.0776091556506109	0.863149889652689	0.929058603992606	0.930069	-0.930069	-0.777	152.68	152.68	Mesoderm
Mesoderm	M_M12	M_M14	Muscle progenitor cells	Myoblasts	Developmental progression	267	269	155	159	27017	-0.919119129180908	0.0665861303729735	3.25914192581177	0.439427027427175	4.1475854281133	2.03656215915776	185751	-1.12726367314657	-0.707885279238777	1.36052214622498	0.216483356751781	2.01337708201848	1.41893519302979	0.774471	-0.774471	-0.4413	-1163.11	1163.11	Mesoderm
Mesoderm	M_M12	M_M13	Muscle progenitor cells	Muscle progenitor cells (Prdm1+)	Developmental progression	267	268	155	156	27017	-0.919119129180908	0.0665861303729735	3.25914192581177	0.439427027427175	4.1475854281133	2.03656215915776	5017	-1.11765672365824	-0.609166162566373	1.20993779246012	0.340442495515248	2.00257124889033	1.41512234414213	0.675752	-0.675752	-0.3854	-1014.85	1014.85	Mesoderm
Mesoderm	M_M4	M_M5	Chondrocytes (Atp1a2+)	Chondrocytes (Otor+)	Developmental progression	276	277	49	50	118412	-0.981154937744141	-0.332693802161537	2.01428297265371	0.372901395128872	3.052114673787	1.74703024409625	12063	-1.23911009470622	-0.858291865548859	1.18164289410909	0.193650004144906	2.04081014055676	1.42856926347894	0.525598	-0.525598	-0.3294	157.98	157.98	Mesoderm
Mesoderm	M_M11	M_M7	Mesodermal progenitors (Tbx6+)	Dermomyotome	Developmental progression	266	279	142	73	50325	0.918773701985677	0.643629734848738	2.5515685005188	0.587858917039245	2.65044240445748	1.62801793738812	131048	-0.62767419497172	0.237452201506081	2.61899962743123	0.454924913008974	3.40885586847589	1.84630871429344	0.406178	-0.406178	-0.2334	-63.11	63.11	Mesoderm
Mesoderm	M_M11	M_M9	Mesodermal progenitors (Tbx6+)	Facial mesenchyme	Developmental progression	266	281	142	91	50325	0.918773701985677	0.643629734848738	2.5515685005188	0.587858917039245	2.65044240445748	1.62801793738812	382752	-0.489425112406413	0.336753883846404	2.8528182442983	0.444669133015634	3.61636232466123	1.901673558911	0.306876	-0.306876	-0.1734	-47.68	47.68	Mesoderm
Mesoderm	M_M7	M_M6	Dermomyotome	Dermatome	Developmental progression	279	278	73	72	131048	-0.62767419497172	0.237452201506081	2.61899962743123	0.454924913008974	3.40885586847589	1.84630871429344	198888	-1.04857090314229	-0.0337512587733771	3.55311291440328	0.384025180000804	5.1941582589409	2.27906960379469	0.271203	-0.271203	-0.1308	-114.21	114.21	Mesoderm
Mesoderm	M_M14	M_M16	Myoblasts	Myotubes	Developmental progression	269	271	159	161	185751	-1.12726367314657	-0.707885279238777	1.36052214622498	0.216483356751781	2.01337708201848	1.41893519302979	43267	-1.04769897460938	-0.972918167712761	0.0877030963897704	0.10384357593547	1.06409195404343	1.03154832850595	0.265033	-0.265033	-0.2137	37.44	37.44	Mesoderm
Mesoderm	M_M9	M_M17	Facial mesenchyme	Pre-osteoblasts (Sp7+)	Developmental progression	281	272	91	206	382752	-0.489425112406413	0.336753883846404	2.8528182442983	0.444669133015634	3.61636232466123	1.901673558911	135893	0.123493865331014	0.550237433256162	3.52130954106649	0.513271470936693	4.18051207295363	2.04463005772527	0.213484	0.213484	0.1081	63.39	63.39	Mesoderm
Mesoderm	M_M9	M_M8	Facial mesenchyme	Early chondrocytes	Developmental progression	281	280	91	80	382752	-0.489425112406413	0.336753883846404	2.8528182442983	0.444669133015634	3.61636232466123	1.901673558911	144311	0.433206872940063	0.530147501304582	3.6266023349762	0.533625295369029	4.2437268101368	2.06003077892948	0.193394	0.193394	0.0976	57.43	57.43	Mesoderm
Mesoderm	M_M7	M_M12	Dermomyotome	Muscle progenitor cells	Developmental progression	279	267	73	155	131048	-0.62767419497172	0.237452201506081	2.61899962743123	0.454924913008974	3.40885586847589	1.84630871429344	27017	-0.919119129180908	0.0665861303729735	3.25914192581177	0.439427027427175	4.1475854281133	2.03656215915776	0.170866	-0.170866	-0.0879	-71.96	71.96	Mesoderm
Mesoderm	M_M10	M_M2	Fibroblasts	Adipocyte progenitor cells	Developmental progression	265	274	92	7	648059	-1.26184374809265	-0.709599386095402	1.67556010309855	0.252202345774073	3.01636339114569	1.73676808789939	19823	-1.14244803746541	-0.852851446637447	0.931127873738606	0.185794279372446	1.11452894623867	1.05571253011351	0.143252	-0.143252	-0.0997	20.19	20.19	Mesoderm
Mesoderm	M_M2	M_M3	Adipocyte progenitor cells	Brown adipocyte cells	Developmental progression	274	275	7	41	19823	-1.14244803746541	-0.852851446637447	0.931127873738606	0.185794279372446	1.11452894623867	1.05571253011351	80279	-1.09267023086548	-0.98171516665804	-0.538025573730469	0.0691338955393066	0.464027365798791	0.681195541528856	0.128864	-0.128864	-0.145	15.11	15.11	Mesoderm
Mesoderm	M_M2	M_M1	Adipocyte progenitor cells	Adipocyte cells (Cyp2e1+)	Developmental progression	274	264	7	6	19823	-1.14244803746541	-0.852851446637447	0.931127873738606	0.185794279372446	1.11452894623867	1.05571253011351	14376	-1.14581432342529	-0.981484551799693	0.110182832082113	0.102392877017251	0.671039602277459	0.819170069202641	0.128633	-0.128633	-0.1361	15.08	15.08	Mesoderm
Mesoderm	M_M18	M_M8	Sclerotome	Early chondrocytes	Developmental progression	273	280	221	80	476671	0.436617282231649	0.652642450880266	4.00370411554972	0.518072213329529	4.8643220455348	2.20552081049688	144311	0.433206872940063	0.530147501304582	3.6266023349762	0.533625295369029	4.2437268101368	2.06003077892948	0.122495	-0.122495	-0.0574	-18.77	18.77	Mesoderm
Notochord	No_M1	No_M2	Notochord	Ciliated nodal cells	Developmental progression	282	283	174	53	3752	-0.577696499824524	0.012133066112807	3.65193177318574	0.103144989339019	4.54656000882349	2.13226640193562	60	-0.967503790855408	-1.07670172643661	-0.445873693466186	0	0.260616149653727	0.510505778276531	1.088835	-1.088835	-0.7023	-8974.11	8974.11	Notochord
PNS_glia	PG_M4	PG_M2	Neural crest (PNS glia)	Myelinating Schwann cells	Developmental progression	128	126	168	157	70165	-0.699219169616699	0.488011988074409	3.3990599155426	0.383567305636713	4.98535388851722	2.2327906056138	35271	-1.26195375919342	-0.751936878177469	2.0110502910614	0.208301437441524	2.53983394109945	1.59368564688882	1.239949	-1.239949	-0.6392	-254.08	254.08	PNS_glia
