system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,sh_x,median_x,q90_x,frac>0_x,variance_x,std_x,n_y,sh_y,median_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change
Brain_spinal_cord,BS_M20,BS_M34,Hindbrain,Floorplate and p3 domain,Developmental progression,220,235,115,95,197367,0.1030533454270931,-0.0550983460744221,0.7661683985392251,0.4858714982747876,0.2441674421650868,0.4941330207192055,44992,0.3423115149509001,0.3403608163197835,1.0584323539733886,0.6651849217638691,0.3109800900145099,0.5576558885320857,0.239258,0.239258,0.4541,232.17,232.17
Brain_spinal_cord,BS_M34,BS_M32,Floorplate and p3 domain,Neurons (Slc17a8+),Developmental progression,235,233,95,172,44992,0.3423115149509001,0.3403608163197835,1.0584323539733886,0.6651849217638691,0.3109800900145099,0.5576558885320857,1957,0.1093428102856985,-0.0587011973063151,0.549563772837321,0.3495145631067961,0.0844451951861942,0.2905945546396116,0.232969,-0.232969,-0.5239,-68.06,68.06
Brain_spinal_cord,BS_M3,BS_M28,Astrocytes,Multiciliated ependymal cells,Developmental progression,230,228,27,154,109750,0.1973013618097942,0.1979304234186808,0.811021277109782,0.5984510250569476,0.2342513997404879,0.4839952476424617,10452,-0.0267291244863323,-0.2114300346374512,0.552139702161153,0.3832759280520474,0.1656685796098619,0.4070240528640315,0.22403,-0.22403,-0.501,-113.55,113.55
Brain_spinal_cord,BS_M51,BS_M19,Spinal V3 interneurons,Glutamatergic neurons (after E13.0),Developmental progression,254,218,229,103,4440,0.2054792897547329,-0.0305607811609903,0.7279933862686158,0.4806306306306306,0.1221105366157734,0.3494431808116642,570526,-0.009946817087078,-0.0734684944152831,0.2652231001853943,0.1775309100724594,0.0332255507278166,0.1822787720164271,0.215426,-0.215426,-0.773,-104.84,104.84
Brain_spinal_cord,BS_M34,BS_M10,Floorplate and p3 domain,Cranial motor neurons,Developmental progression,235,209,95,65,44992,0.3423115149509001,0.3403608163197835,1.0584323539733886,0.6651849217638691,0.3109800900145099,0.5576558885320857,23754,0.1295304858282224,-0.0571768379211425,0.6300498946507772,0.3822935084617327,0.1105884306658647,0.3325483884577773,0.212781,-0.212781,-0.4635,-62.16,62.16
Brain_spinal_cord,BS_M40,BS_M34,Spinal cord/r7/r8,Floorplate and p3 domain,Developmental progression,242,235,234,95,395636,0.1366890906933909,0.0402177397410075,0.7779166746139526,0.5118897168104015,0.2382131561914407,0.4880708516101332,44992,0.3423115149509001,0.3403608163197835,1.0584323539733886,0.6651849217638691,0.3109800900145099,0.5576558885320857,0.205622,0.205622,0.3924,150.43,150.43
Brain_spinal_cord,BS_M24,BS_M11,Intermediate neuronal progenitors,Deep-layer neurons,Developmental progression,224,210,123,66,42068,-0.2394702671131658,-0.2718953069051106,-0.1389024607340494,0.0655842920985071,0.0300685569345399,0.173402874643242,236402,-0.037414452020403,-0.0758488845825195,0.0906852114995319,0.1051598548235632,0.020560627753912,0.1433897756254332,0.202056,0.202056,1.2699,-84.38,84.38
Brain_spinal_cord,BS_M20,BS_M33,Hindbrain,Oligodendrocyte progenitor cells,Developmental progression,220,234,115,180,197367,0.1030533454270931,-0.0550983460744221,0.7661683985392251,0.4858714982747876,0.2441674421650868,0.4941330207192055,29522,-0.0946420630863321,-0.214361572265625,0.3721180721918743,0.2725425106700088,0.0898005677995498,0.2996674286597559,0.197695,-0.197695,-0.4838,-191.84,191.84
Brain_spinal_cord,BS_M24,BS_M9,Intermediate neuronal progenitors,Cortical Interneurons (Prox1+),Developmental progression,224,263,123,63,42068,-0.2394702671131658,-0.2718953069051106,-0.1389024607340494,0.0655842920985071,0.0300685569345399,0.173402874643242,7555,-0.0418524777101886,-0.0821612548828125,0.0,0.0953011250827266,0.024096946241291,0.1552319111564727,0.197618,0.197618,1.2008,-82.52,82.52
Brain_spinal_cord,BS_M24,BS_M56,Intermediate neuronal progenitors,Upper-layer neurons,Developmental progression,224,259,123,255,42068,-0.2394702671131658,-0.2718953069051106,-0.1389024607340494,0.0655842920985071,0.0300685569345399,0.173402874643242,238829,-0.049014933991142,-0.0690580050150553,-0.0174989782969156,0.0516603930008499,0.0125262514627005,0.1119207374113507,0.190455,0.190455,1.3051,-79.53,79.53
Brain_spinal_cord,BS_M27,BS_M2,Midbrain-hindbrain boundary,Anterior roof plate,Developmental progression,227,219,149,23,66071,-0.0164505061721766,-0.1979978942871093,0.5672704060872396,0.4023096366030482,0.1737146323759948,0.416790873671671,16098,-0.2059160094821103,-0.295965830485026,0.2089224611918133,0.1783451360417443,0.069927041163656,0.264437215920256,0.189466,-0.189466,-0.5428,1151.73,1151.73
Brain_spinal_cord,BS_M48,BS_M18,Spinal V1 interneurons,GABAergic neurons (after E13.0),Developmental progression,250,217,226,100,31325,0.1639040432265541,-0.0539919026692708,0.6891533406575521,0.3656185155626496,0.1372717602432524,0.3705020381094447,292004,-0.0023757197740751,-0.0739524714152018,0.2962472710609436,0.1982027643456939,0.0359394175010712,0.1895769434848848,0.16628,-0.16628,-0.565,-101.45,101.45
Brain_spinal_cord,BS_M20,BS_M30,Hindbrain,Neural progenitor cells (Ror1+),Developmental progression,220,231,115,171,197367,0.1030533454270931,-0.0550983460744221,0.7661683985392251,0.4858714982747876,0.2441674421650868,0.4941330207192055,33240,-0.0618870615631975,-0.2057302602132161,0.4711288283665978,0.2768351383874849,0.1205618923889261,0.3472202361454846,0.16494,-0.16494,-0.3862,-160.05,160.05
Brain_spinal_cord,BS_M23,BS_M21,Hypothalamus (Sim1+),Hypothalamic Sim1 neurons,Developmental progression,223,221,120,118,14611,0.2259043097272479,0.2343886280059814,0.8403410402933756,0.6365751830812402,0.2387000089314739,0.4885693491526806,19592,0.0757080723496786,-0.0626638666788736,0.5154287988344831,0.2853205389955083,0.074360013041001,0.2726903244359819,0.150196,-0.150196,-0.3796,-66.49,66.49
Brain_spinal_cord,BS_M54,BS_M24,Telencephalon,Intermediate neuronal progenitors,Developmental progression,257,224,249,123,430409,-0.1001094938961106,-0.2848587799072266,0.5164819984436037,0.2724199540437119,0.1868956151073665,0.4323142550360403,42068,-0.2394702671131658,-0.2718953069051106,-0.1389024607340494,0.0655842920985071,0.0300685569345399,0.173402874643242,0.139361,-0.139361,-0.4231,139.21,139.21
Brain_spinal_cord,BS_M25,BS_M12,Midbrain,Di/mesencephalon GABAergic neurons,Developmental progression,225,211,147,74,145124,-0.07517710412365,-0.2531643931070964,0.5136334733963012,0.280918387034536,0.1708166081344406,0.4132996590059574,15589,0.0566666931513323,-0.0671457544962565,0.4874029639561973,0.2548591955866316,0.0666561230534441,0.2581784713206044,0.131844,0.131844,0.3826,-175.38,175.38
Brain_spinal_cord,BS_M40,BS_M29,Spinal cord/r7/r8,Neural progenitor cells (Neurod1+),Developmental progression,242,229,234,170,395636,0.1366890906933909,0.0402177397410075,0.7779166746139526,0.5118897168104015,0.2382131561914407,0.4880708516101332,23270,0.0086232985429035,-0.2069063186645507,0.5742551129659017,0.4102707348517404,0.1710481757821186,0.4135797091034793,0.128066,-0.128066,-0.2831,-93.69,93.69
