system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,median_x,sh_x,q90_x,frac>0_x,variance_x,std_x,n_y,median_y,sh_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d,pct_change,abs_pct_change
Epithelial_cells,Ep_M20,Ep_M18,Pituitary/Pineal gland progenitors,Pineal gland,Developmental progression,77,74,199,197,2797,1.312296667098999,0.9406714901738308,3.607334163665772,0.532713621737576,5.975401279147168,2.4444633928834296,540,-1.4563269877433778,-1.157592278789591,0.6619610733985909,0.1092592592592592,1.3071314043666706,1.143298475625097,2.098264,-2.098264,-1.0996,-223.06,223.06
Epithelial_cells,Ep_M21,Ep_M12,Placodal area,Nonsensory cochlear epithelium,Developmental progression,78,68,200,173,60938,0.857073812484741,0.8218202056211507,3.645911204814911,0.5206439331779842,5.921961051281636,2.433507972306981,51,-1.4666999530792235,-1.124777303209492,1.1904391288757323,0.1764705882352941,1.6297564385230157,1.276619143880827,1.946598,-1.946598,-1.0018,-236.86,236.86
Epithelial_cells,Ep_M20,Ep_M19,Pituitary/Pineal gland progenitors,Pituitary gland cells,Developmental progression,77,75,199,198,2797,1.312296667098999,0.9406714901738308,3.607334163665772,0.532713621737576,5.975401279147168,2.4444633928834296,4964,-1.3936444664001466,-0.7287968975617749,1.999332005023956,0.2719580983078162,2.9051252031767048,1.7044427837791167,1.669468,-1.669468,-0.7923,-177.48,177.48
Epithelial_cells,Ep_M21,Ep_M14,Placodal area,Olfactory epithelial cells,Developmental progression,78,70,200,177,60938,0.857073812484741,0.8218202056211507,3.645911204814911,0.5206439331779842,5.921961051281636,2.433507972306981,33331,-1.4133762741088869,-0.8037052143024592,2.053558068275452,0.2261258288080165,2.8894635084206466,1.6998422010353331,1.625525,-1.625525,-0.7744,-197.8,197.8
Epithelial_cells,Ep_M21,Ep_M24,Placodal area,Thymic epithelial cells,Developmental progression,78,81,200,251,60938,0.857073812484741,0.8218202056211507,3.645911204814911,0.5206439331779842,5.921961051281636,2.433507972306981,1937,-0.9767574310302736,-0.3852886418085093,2.3896605815887453,0.2607124419204956,3.099355148626161,1.7604985511570752,1.207109,-1.207109,-0.5684,-146.88,146.88
Epithelial_cells,Ep_M21,Ep_M16,Placodal area,Otic epithelial cells,Developmental progression,78,72,200,184,60938,0.857073812484741,0.8218202056211507,3.645911204814911,0.5206439331779842,5.921961051281636,2.433507972306981,29337,-1.2289471817016602,-0.3579088571555418,2.417591873168946,0.3398779697992296,3.678928966688084,1.9180534316561888,1.179729,-1.179729,-0.5384,-143.55,143.55
Epithelial_cells,Ep_M21,Ep_M25,Placodal area,Thyroid gland cells,Developmental progression,78,82,200,252,60938,0.857073812484741,0.8218202056211507,3.645911204814911,0.5206439331779842,5.921961051281636,2.433507972306981,1578,-0.9458763456344604,-0.3131817803002129,2.652183369636536,0.2515842839036755,3.0594720419810537,1.749134655188403,1.135002,-1.135002,-0.5356,-138.11,138.11
Epithelial_cells,Ep_M5,Ep_M9,Branchial arch epithelium,Dental epithelial cells,Developmental progression,86,90,40,71,41134,-0.8026718091964722,0.0263481759614657,3.0003377342224127,0.3206593086011572,3.816336601527489,1.95354462491326,9903,1.72295401096344,1.0879283548800207,3.508746526718141,0.5704332020599818,4.0179601216757295,2.004485001609074,1.06158,1.06158,0.5364,4029.05,4029.05
Epithelial_cells,Ep_M5,Ep_M26,Branchial arch epithelium,Tooth junctional epithelium,Developmental progression,86,83,40,253,41134,-0.8026718091964722,0.0263481759614657,3.0003377342224127,0.3206593086011572,3.816336601527489,1.95354462491326,2918,-0.9795363855361938,-0.9110898243441332,-0.3434312763214109,0.0610006854009595,0.9913354350005404,0.9956582922873392,0.937438,-0.937438,-0.6046,-3557.89,3557.89
Epithelial_cells,Ep_M16,Ep_M6,Otic epithelial cells,Cochlear hair cells,Developmental progression,72,87,184,54,29337,-1.2289471817016602,-0.3579088571555418,2.417591873168946,0.3398779697992296,3.678928966688084,1.9180534316561888,574,-1.669406921863556,-1.2744551335893026,0.8850339956283569,0.1707317073170731,1.500042544371592,1.2247622399354057,0.916546,-0.916546,-0.5696,256.08,256.08
