index	system	celltype_new	n_cells	mean_scanpy	pct_scanpy_pos
191	Gut	Pancreatic islets	1323.0	-0.018888889308779508	0.26832955404383974
192	Lateral_plate_mesoderm	Adrenocortical cells	3048.0	-0.2541952444688594	0.15551181102362205
193	Lateral_plate_mesoderm	Airway smooth muscle cells	6938.0	-0.11410702849357698	0.272845200345921
194	Lateral_plate_mesoderm	Allantois	31010.0	-0.0273690205190203	0.4035472428248952
195	Lateral_plate_mesoderm	Amniotic mesoderm	25520.0	-0.22888215644473878	0.20983542319749215
196	Lateral_plate_mesoderm	Atrial cardiomyocytes	1286.0	-0.269444517286532	0.10031104199066875
197	Lateral_plate_mesoderm	Cardiopharyngeal mesoderm	19285.0	0.01884741127323068	0.43712730101114855
198	Lateral_plate_mesoderm	Extraembryonic mesoderm	57543.0	-0.09232745434351644	0.320612411587856
199	Lateral_plate_mesoderm	First heart field	28647.0	-0.22683512914189216	0.19042133556742416
200	Lateral_plate_mesoderm	Foregut mesenchyme	17991.0	0.4228705212515669	0.6856205880718137
201	Lateral_plate_mesoderm	Gastrointestinal smooth muscle cells	12120.0	0.271367382532168	0.5018151815181519
202	Lateral_plate_mesoderm	Gonad progenitor cells	4598.0	-0.2619012076672876	0.16681165724227925
203	Lateral_plate_mesoderm	Granulosa cells	108.0	-0.2638807041998263	0.14814814814814814
204	Lateral_plate_mesoderm	Gut mesenchyme	61542.0	0.6268162412046979	0.8008514510415651
205	Lateral_plate_mesoderm	Hepatic mesenchyme	28242.0	0.09679612830526427	0.48852772466539196
206	Lateral_plate_mesoderm	Leydig cells	294.0	-0.09081533849104191	0.3197278911564626
207	Lateral_plate_mesoderm	Limb mesenchyme progenitors	223422.0	-0.14447568917500492	0.29930803591409977
208	Lateral_plate_mesoderm	Lung mesenchyme	74124.0	0.5482166137352682	0.7083805515082834
209	Lateral_plate_mesoderm	Meninges	6376.0	-0.23809438547358658	0.15150564617314932
210	Lateral_plate_mesoderm	Mesothelial cells	59211.0	0.008131670737400358	0.33429599229872825
211	Lateral_plate_mesoderm	Proepicardium	9654.0	-0.28915652424354316	0.13351978454526622
212	Lateral_plate_mesoderm	Renal stromal cells	22908.0	0.08365963130519787	0.4365287235900122
213	Lateral_plate_mesoderm	Second heart field	3537.0	-0.09970228992458025	0.309301668080294
214	Lateral_plate_mesoderm	Sertoli cells	1719.0	-0.18344282155030453	0.2641070389761489
215	Lateral_plate_mesoderm	Somatic mesoderm	126741.0	-0.2555818440083859	0.1924949306065125
216	Lateral_plate_mesoderm	Splanchnic mesoderm	127703.0	0.11896454408805562	0.46751446716208706
217	Lateral_plate_mesoderm	Vascular smooth muscle cells	24161.0	-0.22702961805095956	0.14755183974173255
218	Lateral_plate_mesoderm	Vascular smooth muscle cells (Pparg+)	11440.0	-0.26325767194877414	0.08216783216783216
219	Lateral_plate_mesoderm	Ventricular cardiomyocytes	3735.0	-0.23501035380161323	0.08969210174029452
220	Mesoderm	Adipocyte cells (Cyp2e1+)	14376.0	-0.2242918514345201	0.08235948803561491
221	Mesoderm	Adipocyte progenitor cells	19823.0	-0.30189028502494863	0.09715986480351108
222	Mesoderm	Brown adipocyte cells	80279.0	-0.24690066560576024	0.05592994431918684
223	Mesoderm	Chondrocytes (Atp1a2+)	118412.0	-0.04088021355280326	0.3481488362665946
224	Mesoderm	Chondrocytes (Otor+)	12063.0	-0.150745144491879	0.1851114979689961
225	Mesoderm	Dermatome	198888.0	0.07555848308752205	0.3700575198101444
226	Mesoderm	Dermomyotome	131048.0	-0.08037612055173868	0.35371772175080884
227	Mesoderm	Early chondrocytes	144311.0	0.16316220700169592	0.5070992509233531
228	Mesoderm	Facial mesenchyme	382752.0	-0.02522288811559528	0.37852447537831285
229	Mesoderm	Fibroblasts	648059.0	-0.08955950567236351	0.24915169760777953
230	Mesoderm	Mesodermal progenitors (Tbx6+)	50325.0	-0.024592302878887216	0.4380725285643318
231	Mesoderm	Muscle progenitor cells	27017.0	-0.059101431616168834	0.3625124921345819
232	Mesoderm	Muscle progenitor cells (Prdm1+)	5017.0	-0.1317215259060433	0.2938010763404425
233	Mesoderm	Myoblasts	185751.0	-0.23028002361871455	0.16284165361155525
234	Mesoderm	Myofibroblasts	43951.0	-0.27662719434297084	0.06966849445973926
235	Mesoderm	Myotubes	43267.0	-0.190594085000452	0.09665564980238982
236	Mesoderm	Pre-osteoblasts (Sp7+)	135893.0	0.19346814607295149	0.48980447852354425
237	Mesoderm	Sclerotome	476671.0	0.08381559960674806	0.45909232992986776
238	Notochord	Ciliated nodal cells	60.0	0.20549235457844206	0.8
239	Notochord	Notochord	3752.0	0.3342545496233406	0.7766524520255863
240	PNS_glia	Melanocyte cells	3293.0	-0.10663361363039771	0.13726085636197996
241	PNS_glia	Myelinating Schwann cells	35271.0	-0.0720904448778461	0.20960562501771993
242	PNS_glia	Myelinating Schwann cells (Tgfb2+)	7151.0	-0.0026569882257387123	0.289050482450007
243	PNS_glia	Neural crest (PNS glia)	70165.0	0.04378571670464958	0.3898524905579705
244	PNS_glia	Olfactory ensheathing cells	3947.0	-0.0322836695683082	0.21763364580694197
245	PNS_glia	Satellite glial cells	6916.0	0.06555189463141706	0.3708791208791209
246	PNS_neurons	Corticofugal neurons	2807.0	-0.06122616711711532	0.10153188457427859
247	PNS_neurons	Dorsal root ganglion neurons	13077.0	-0.0538522522188048	0.2726925135734496
248	PNS_neurons	Enteric neurons	4787.0	0.004819703174163668	0.2822226864424483
249	PNS_neurons	Neural crest (PNS neurons)	51569.0	0.01611797555387542	0.30006399193313815
250	PNS_neurons	Olfactory sensory neurons	40019.0	-0.03972009384424686	0.14423149004222993
251	PNS_neurons	Otic sensory neurons	7844.0	0.04074445814963164	0.297679755226925
252	PNS_neurons	Parasympathetic neurons	8353.0	0.003181048431392298	0.2752304561235484
253	PNS_neurons	Sympathetic neurons	18369.0	0.025321999422481575	0.31640263487397247
254	Renal	Anterior intermediate mesoderm	7846.0	-0.06809012358165736	0.27287789956665814
255	Renal	Ascending loop of Henle	4087.0	-0.10473751463719735	0.13750917543430388
256	Renal	Collecting duct intercalated cells	434.0	-0.0127542939109187	0.29723502304147464
257	Renal	Collecting duct principal cells	1895.0	-0.08887444406973236	0.23905013192612137
258	Renal	Connecting tubule	563.0	-0.1373267294176236	0.1705150976909414
259	Renal	Distal convoluted tubule	1287.0	-0.14699663952730135	0.09324009324009325
260	Renal	Metanephric mesenchyme	29547.0	0.0013708019250943406	0.3433174264730768
261	Renal	Nephron progenitors	20280.0	-0.05019245919228619	0.2725838264299803
262	Renal	Podocytes	4879.0	-0.010884127289233918	0.27177700348432055
263	Renal	Posterior intermediate mesoderm	10600.0	0.04063168707370009	0.41377358490566035
264	Renal	Proximal tubule cells	16160.0	-0.1134329417299467	0.14987623762376237
265	Renal	Renal pericytes and mesangial cells	7956.0	0.2308461242648491	0.45739064856711914
266	Renal	Ureteric bud	5851.0	-0.0490144061200783	0.27704665869082207
267	Renal	Ureteric bud stalk	401.0	0.0324178979145123	0.456359102244389
