system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,sh_x,median_x,q90_x,frac>0_x,variance_x,std_x,n_y,sh_y,median_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d
Notochord,No_M1,No_M2,Notochord,Ciliated nodal cells,Developmental progression,282,283,174,53,3752,0.3342545496233406,0.3264869292577108,0.954887950261434,0.7766524520255863,0.2442417517601168,0.4942082068927192,60,0.205492354578442,0.1954899756113688,0.6224050919214886,0.8,0.1090002092873685,0.3301517973408119,0.1287621950448986,-0.1287621950448986,-0.3063848071237047
