system,x,y,x_name,y_name,edge_type,x_number,y_number,x_id,y_id,n_x,sh_x,median_x,q90_x,frac>0_x,variance_x,std_x,n_y,sh_y,median_y,q90_y,frac>0_y,variance_y,std_y,abs_delta,delta,cohens_d
Lateral_plate_mesoderm,L_M24,L_M16,Somatic mesoderm,Limb mesenchyme progenitors,Developmental progression,169.0,160.0,224.0,131.0,126741,-0.2555818440083859,-0.3796393330891927,0.2151742235819499,0.1924949306065125,0.1165233215355453,0.3413551252516143,223422,-0.1444756891750049,-0.3152710215250651,0.4350198240280151,0.2993080359140997,0.166810645678406,0.4084245899531589,0.11110615483338102,0.11110615483338102,0.2952
Lateral_plate_mesoderm,L_M7,L_M3,Extraembryonic mesoderm,Allantois,Developmental progression,178.0,174.0,88.0,13.0,57543,-0.0923274543435164,-0.2677691141764323,0.5466817518870041,0.320612411587856,0.1910652027662667,0.4371100579559646,31010,-0.0273690205190203,-0.1938307420412699,0.6233606685002648,0.4035472428248952,0.2208509635530556,0.46994783067172,0.06495843382449609,0.06495843382449609,0.1431
Lateral_plate_mesoderm,L_M25,L_M9,Splanchnic mesoderm,Foregut mesenchyme,Developmental progression,170.0,180.0,241.0,98.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,17991,0.4228705212515669,0.3487632369995117,1.4306409072875976,0.6856205880718137,0.4889281688931928,0.6992339872268745,0.3039059771635113,0.3039059771635113,0.4598
Lateral_plate_mesoderm,L_M25,L_M14,Splanchnic mesoderm,Hepatic mesenchyme,Developmental progression,170.0,158.0,241.0,113.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,28242,0.0967961283052642,-0.025540165901184,0.8418558572133383,0.4885277246653919,0.2875911603123228,0.5362752654302851,0.022168415782791398,-0.022168415782791398,-0.0382
Lateral_plate_mesoderm,L_M25,L_M19,Splanchnic mesoderm,Mesothelial cells,Developmental progression,170.0,163.0,241.0,143.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,59211,0.0081316707374003,-0.2300034840901692,0.8510128402709962,0.3342959922987282,0.3239054507013964,0.5691269196773215,0.1108328733506553,-0.1108328733506553,-0.1862
Lateral_plate_mesoderm,L_M26,L_M27,Vascular smooth muscle cells,Vascular smooth muscle cells (Pparg+),Developmental progression,171.0,172.0,258.0,259.0,24161,-0.2270296180509595,-0.303087666829427,0.1787106259663899,0.1475518397417325,0.0925086015769202,0.3041522670915346,11440,-0.2632576719487741,-0.3035312016805013,-0.0875221382776896,0.0821678321678321,0.0598640968833194,0.244671405937268,0.03622805389781458,-0.03622805389781458,-0.1313
Lateral_plate_mesoderm,L_M7,L_M16,Extraembryonic mesoderm,Limb mesenchyme progenitors,Developmental progression,178.0,160.0,88.0,131.0,57543,-0.0923274543435164,-0.2677691141764323,0.5466817518870041,0.320612411587856,0.1910652027662667,0.4371100579559646,223422,-0.1444756891750049,-0.3152710215250651,0.4350198240280151,0.2993080359140997,0.166810645678406,0.4084245899531589,0.05214823483148849,-0.05214823483148849,-0.1233
Lateral_plate_mesoderm,L_M25,L_M21,Splanchnic mesoderm,Renal stromal cells,Developmental progression,170.0,166.0,241.0,215.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,22908,0.0836596313051978,-0.142368106842041,0.8165888703664143,0.4365287235900122,0.2784263554870702,0.5276612127938439,0.0353049127828578,-0.0353049127828578,-0.0613
Lateral_plate_mesoderm,L_M13,L_M10,Gut mesenchyme,Gastrointestinal smooth muscle cells,Developmental progression,157.0,154.0,109.0,101.0,61542,0.6268162412046979,0.5680933570861817,1.5799955285390217,0.8008514510415651,0.4737159353899801,0.6882702488049154,12120,0.271367382532168,0.0059983777999877,1.3607374114990236,0.5018151815181519,0.4933826966375188,0.7024120561590033,0.3554488586725299,-0.3554488586725299,-0.5112
Lateral_plate_mesoderm,L_M25,L_M8,Splanchnic mesoderm,First heart field,Developmental progression,170.0,179.0,241.0,93.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,28647,-0.2268351291418921,-0.3152758733431499,0.186220103263855,0.1904213355674241,0.0837415520217263,0.289381326318279,0.3457996732299477,-0.3457996732299477,-0.7143
Lateral_plate_mesoderm,L_M25,L_M17,Splanchnic mesoderm,Lung mesenchyme,Developmental progression,170.0,161.0,241.0,134.0,127703,0.1189645440880556,-0.0863272619247436,1.0488540840148928,0.467514467162087,0.384954605868105,0.6204471015873191,74124,0.5482166137352682,0.5002470191319783,1.5733578402201334,0.7083805515082834,0.5280264389330566,0.7266542774477122,0.42925206964721263,0.42925206964721263,0.6353
