system,node_id,node_name,n_cells,median,mean_ucell,q90,pct_ucell,variance,std
Epithelial_cells,Ep_M6,Cochlear hair cells,574.0,0.0,0.0121587301587301,0.0,0.0905923344947735,0.0020306817178684,0.0450630859780863
Epithelial_cells,Ep_M12,Nonsensory cochlear epithelium,51.0,0.0,0.0216993464052287,0.13,0.1176470588235294,0.0038339863180827,0.0619191918397091
Epithelial_cells,Ep_M11,Lens epithelial cells,1605.0,0.0,0.0369815853236413,0.1872444444444446,0.2180685358255451,0.0066989684270439,0.0818472261414148
Epithelial_cells,Ep_M18,Pineal gland,540.0,0.0,0.0127701646090534,0.0,0.0759259259259259,0.0025546368552833,0.0505434155482521
Eye,Ey_M3,Bipolar precursor cells,3414.0,0.0,0.0247726680986786,0.1178555555555556,0.1417691857059168,0.0048351597117051,0.0695353126958173
Eye,Ey_M18,Suprachiasmatic nucleus,6017.0,0.0,0.0847104315550385,0.2953333333333333,0.3383746052850258,0.0184141375231787,0.1356987012582607
Eye,Ey_M6,Cone precursor cells,5744.0,0.0,0.0233325595790776,0.1127888888888886,0.1189066852367688,0.0049090913935407,0.0700649084316871
Eye,Ey_M17,Rod precursor cells,2743.0,0.0,0.0202575444565965,0.0,0.0951512942034269,0.0044152015415939,0.0664469829382335
Eye,Ey_M9,Iris pigment epithelium,592.0,0.0,0.0430335960960961,0.1974111111111111,0.2601351351351351,0.0079839321275237,0.0893528518152817
Eye,Ey_M15,Retinal pigment cells,3242.0,0.0,0.063407190348893,0.2480555555555555,0.3130783466995682,0.0135438551146124,0.1163780697322841
Eye,Ey_M8,Horizontal cells,910.0,0.0,0.0214731379731379,0.0894,0.145054945054945,0.0038000749203871,0.0616447477112778
Eye,Ey_M4,Cholinergic amacrine cells,1426.0,0.0,0.0264220040517375,0.1338888888888889,0.170406732117812,0.0046181846379424,0.0679572265321533
Eye,Ey_M13,PV-containing retinal ganglion cells,1133.0,0.0,0.0137190350102971,0.0251777777777778,0.1147396293027361,0.002164595737008,0.0465252161414431
Gastrulation,Ga_M33,Primitive erythroid cells,6732.0,0.0,0.0004304977883409,0.0,0.0092097445038621,3.115952711093565e-05,0.0055820719370978
Gastrulation,Ga_M25,Intermediate mesoderm,1064.0,0.0,0.0089153091060985,0.0025444444444444,0.1015037593984962,0.0010831281005442,0.0329109115726728
Gastrulation,Ga_M21,Gut,1896.0,0.0,0.0180522737927801,0.076,0.1476793248945147,0.0026614150060001,0.0515889039038448
Gastrulation,Ga_M32,Paraxial mesoderm (Tbx6-),3107.0,0.0,0.0165324893609412,0.0620444444444445,0.1441905374959768,0.0024506276704615,0.0495038147061572
Gastrulation,Ga_M27,Midbrain,1228.0,0.0,0.0038412956930872,0.0,0.0456026058631921,0.0005452337297011,0.0233502404634551
Gastrulation,Ga_M8,Amniotic ectoderm,524.0,0.0,0.0015600084817642,0.0,0.0305343511450381,0.0001166484469559,0.0108003910556978
Gastrulation,Ga_M22,Gut mesenchyme,1065.0,0.0228888888888888,0.0743738132498696,0.2158444444444444,0.536150234741784,0.007867894605079,0.0887011533469494
Gastrulation,Ga_M17,Endothelium,982.0,0.0,0.000744512333107,0.0,0.0091649694501018,9.901385559750572e-05,0.0099505706166785
Gastrulation,Ga_M12,Cardiogenic mesoderm,877.0,0.0,0.0031095907766375,0.0,0.0319270239452679,0.0004717513083573,0.0217198367479441
Gastrulation,Ga_M34,Primordial germ cells,380.0,0.0,0.002028947368421,0.0,0.0236842105263157,0.0002720440798688,0.0164937588156514
Gastrulation,Ga_M29,Neural crest,721.0,0.0,0.0002769301895515,0.0,0.0083217753120665,1.2388309465781613e-05,0.0035197030365901
Gastrulation,Ga_M30,Notochord,952.0,0.0,0.0314645191409897,0.1584333333333333,0.2331932773109243,0.0043524829344597,0.0659733501836897
Gastrulation,Ga_M19,Floor plate,258.0,0.0766666666666666,0.0965757967269595,0.255,0.5930232558139535,0.0099001917873845,0.0994997074738642
Gut,G_M4,Alveolar Type 2 cells,21443.0,0.0,0.0222638260608227,0.0858666666666665,0.1129972485193303,0.0046082024276025,0.0678837419976425
Gut,G_M7,Foregut epithelial cells,6962.0,0.0,0.0292375594497111,0.1487666666666667,0.1739442688882505,0.0055058292468059,0.0742012752370597
Gut,G_M11,Intestinal goblet cells,1745.0,0.0,0.0139682903533906,0.0,0.0893982808022922,0.0025835272530677,0.0508284099010356
Gut,G_M5,Biliary epithelial cells,1742.0,0.0,0.0346118127312157,0.1769333333333334,0.2032146957520091,0.0063679538326244,0.0797994601023365
Gut,G_M12,Lung cells (Eln+),5308.0,0.0,0.0697115465126015,0.2645888888888889,0.3285606631499623,0.0144358632786384,0.1201493374040756
Gut,G_M2,Airway goblet cells,408.0,0.0,0.0203981481481481,0.0896,0.142156862745098,0.0035048866796089,0.0592020834059824
Gut,G_M15,Pancreatic acinar cells,3747.0,0.0,0.0433914242505115,0.1988,0.2570056044835869,0.0079716915122601,0.0892843296007765
Gut,G_M16,Pancreatic islets,1323.0,0.0,0.0317077349458301,0.1523111111111111,0.1950113378684807,0.0056576216755243,0.0752171634371059
Gut,G_M10,Intestinal enteroendocrine cells,536.0,0.0,0.016891583747927,0.0176666666666667,0.1100746268656716,0.0037148449217653,0.0609495276582624
Lateral_plate_mesoderm,L_M16,Limb mesenchyme progenitors,223422.0,0.0,0.0712391219804276,0.2765555555555555,0.3366051686942199,0.0154186499497025,0.1241718565122649
Lateral_plate_mesoderm,L_M9,Foregut mesenchyme,17991.0,0.2474444444444444,0.2484030286748312,0.5895555555555556,0.7149130120615863,0.0500981849342862,0.2238262382614831
Lateral_plate_mesoderm,L_M14,Hepatic mesenchyme,28242.0,0.0498888888888888,0.1403500066882263,0.3426555555555557,0.5270519085050633,0.0287652454950338,0.1696032001320547
Lateral_plate_mesoderm,L_M19,Mesothelial cells,59211.0,0.0,0.1041335337465448,0.3296666666666666,0.3522994038269916,0.0309942939413489,0.176051963753174
Lateral_plate_mesoderm,L_M27,Vascular smooth muscle cells (Pparg+),11440.0,0.0,0.0175213189588189,0.0,0.0916083916083916,0.004054879362074,0.0636779346561585
Lateral_plate_mesoderm,L_M21,Renal stromal cells,22908.0,0.0,0.1225092544089401,0.3241111111111111,0.4587916884931028,0.0269014698046815,0.1640166753860152
Lateral_plate_mesoderm,L_M10,Gastrointestinal smooth muscle cells,12120.0,0.0407222222222222,0.1754336266960029,0.5525666666666668,0.5137788778877888,0.0487103379624439,0.2207041865539571
Lateral_plate_mesoderm,L_M17,Lung mesenchyme,74124.0,0.2786666666666666,0.2755751623405824,0.6211111111111112,0.7244212400841833,0.0543060730937038,0.2330366346600975
Lateral_plate_mesoderm,L_M20,Proepicardium,9654.0,0.0,0.025752480261492,0.1156666666666667,0.1687383467992542,0.004920254573918,0.0701445263289873
Lateral_plate_mesoderm,L_M5,Atrial cardiomyocytes,1286.0,0.0,0.0183703991705546,0.0583333333333333,0.1244167962674961,0.0032619150107008,0.0571131772071979
Lateral_plate_mesoderm,L_M12,Granulosa cells,108.0,0.0,0.0308148148148148,0.1196666666666666,0.2129629629629629,0.005134963655244,0.0716586607134406
Lateral_plate_mesoderm,L_M28,Ventricular cardiomyocytes,3735.0,0.0,0.0173494868362338,0.0234666666666665,0.1052208835341365,0.0034856776305085,0.0590396276284708
Lateral_plate_mesoderm,L_M18,Meninges,6376.0,0.0,0.0316048724383103,0.1548333333333333,0.1714240903387704,0.006711339820671,0.0819227674134059
Lateral_plate_mesoderm,L_M1,Adrenocortical cells,3048.0,0.0,0.032671223388743,0.1599222222222222,0.1938976377952755,0.006280137807573,0.0792473205072133
Lateral_plate_mesoderm,L_M2,Airway smooth muscle cells,6938.0,0.0,0.061525063258704,0.2492222222222222,0.3034015566445661,0.0123182748394883,0.1109877238233504
Lateral_plate_mesoderm,L_M23,Sertoli cells,1719.0,0.0,0.0642867946480511,0.2636888888888889,0.3257707969749854,0.0122709321952695,0.1107742397638977
Lateral_plate_mesoderm,L_M15,Leydig cells,294.0,0.0,0.0664512471655328,0.2656666666666667,0.3231292517006803,0.0144270792102961,0.1201127770484726
Mesoderm,M_M8,Early chondrocytes,144311.0,0.263580638342845,0.217367385409744,0.5842316634960896,0.5513647608290428,0.0536685372874709,0.2316647087656445
Mesoderm,M_M17,Pre-osteoblasts (Sp7+),135893.0,0.2473050095117311,0.2278260603167707,0.5937433946311562,0.5550396267651756,0.0611979347812425,0.2473821634258268
Mesoderm,M_M3,Brown adipocyte cells,80279.0,0.0,0.0186811873426554,0.0,0.070205159506222,0.0046896209006268,0.0684808068047303
Mesoderm,M_M16,Myotubes,43267.0,0.0,0.0403787707280922,0.2344113295286408,0.1406845864053435,0.0117575602274807,0.1084322840646672
Mesoderm,M_M6,Dermatome,198888.0,0.0,0.171476347617675,0.5789473684210527,0.4149722456860142,0.0567766346831685,0.2382784813682689
Mesoderm,M_M1,Adipocyte cells (Cyp2e1+),14376.0,0.0,0.0291599429378469,0.2171845275840203,0.1068447412353923,0.0073726899461031,0.0858643694794476
Mesoderm,M_M5,Chondrocytes (Otor+),12063.0,0.0,0.0731810429543494,0.2916930881420418,0.2204260963276133,0.0230034749452061,0.1516689650034116
Mesoderm,M_M15,Myofibroblasts,43951.0,0.0,0.0397253035113405,0.2060875079264426,0.1830447543855657,0.0076743671721927,0.0876034655261576
Notochord,No_M2,Ciliated nodal cells,60.0,0.311,0.2970722222222222,0.342988888888889,0.9166666666666666,0.0132365418811466,0.115050171147837
PNS_glia,PG_M6,Satellite glial cells,6916.0,0.0,0.0676274018379281,0.2543333333333333,0.3461538461538461,0.011142039535329,0.1055558597867925
PNS_glia,PG_M3,Myelinating Schwann cells (Tgfb2+),7151.0,0.0,0.046237185164468,0.2077777777777777,0.2375891483708572,0.0104145975124167,0.102051935368305
PNS_glia,PG_M5,Olfactory ensheathing cells,3947.0,0.0,0.0345636066773639,0.1776000000000001,0.1892576640486445,0.0064654391610082,0.0804079545878901
PNS_glia,PG_M1,Melanocyte cells,3293.0,0.0,0.0176525964166413,0.0277555555555555,0.1084117825690859,0.0034352043644688,0.0586106164825861
PNS_neurons,PN_M2,Dorsal root ganglion neurons,13077.0,0.0,0.0130459925399131,0.0157111111111111,0.1072876041905635,0.0020912521256372,0.0457302102076646
PNS_neurons,PN_M3,Enteric neurons,4787.0,0.0,0.0291462293712137,0.144088888888889,0.1907248798830165,0.0052043844928228,0.0721414200915313
PNS_neurons,PN_M1,Corticofugal neurons,2807.0,0.0,0.0113603689189724,0.0,0.0765942287139294,0.0020585466980467,0.0453712100130324
PNS_neurons,PN_M6,Otic sensory neurons,7844.0,0.0,0.0396210975126069,0.1894555555555555,0.23419173890872,0.0074000023574317,0.0860232663727186
PNS_neurons,PN_M8,Sympathetic neurons,18369.0,0.0,0.0351394983093496,0.1696666666666666,0.2196091240677228,0.0061712723335335,0.0785574460731349
PNS_neurons,PN_M7,Parasympathetic neurons,8353.0,0.0,0.0271897787887252,0.1344444444444444,0.1852029211061893,0.0046336839979692,0.0680711686249707
Renal,R_M11,Proximal tubule cells,16160.0,0.0,0.0183765264026402,0.0521111111111111,0.1173886138613861,0.0034507425819729,0.058743021559781
Renal,R_M9,Podocytes,4879.0,0.0,0.0463763749402199,0.2234666666666666,0.2471817995490879,0.0084745453860929,0.0920572940406837
Renal,R_M12,Renal pericytes and mesangial cells,7956.0,0.0,0.1148355119825708,0.3247777777777778,0.4287330316742081,0.0252380707962865,0.1588649451461413
Renal,R_M2,Ascending loop of Henle,4087.0,0.0,0.0182113748198896,0.0522666666666668,0.1130413506239295,0.0034045140589878,0.0583482138457365
Renal,R_M6,Distal convoluted tubule,1287.0,0.0,0.011098938098938,0.0,0.0745920745920745,0.0020118414602888,0.0448535557151136
Renal,R_M14,Ureteric bud stalk,401.0,0.0,0.0611612635078969,0.2377777777777777,0.371571072319202,0.0099931278179551,0.0999656331843854
Renal,R_M3,Collecting duct intercalated cells,434.0,0.0,0.0550468509984639,0.2496,0.2788018433179723,0.0102987329237991,0.1014826730225367
